"Pt15.baseline"	"Pt19.baseline"	"Pt1.baseline"	"Pt22.baseline"	"Pt12.baseline"	"Pt13.baseline"	"Pt23.baseline"	"Pt6.baseline"	"Pt8.baseline"	"Pt10.baseline"	"Pt32.baseline"	"Pt4.baseline"	"Pt20.baseline"	"Pt38.baseline"	"Pt14.baseline"	"Pt28.baseline"
"PTX3"	0.608469104964471	0.718008650157639	3.81128605776968	1.63675221004088	0.918052620356212	3.464200360677	1.11277685206422	0.214314457536531	3.10156940123635	3.34993632571788	2.39796173170714	1.24134903464011	0.293910731487294	0.624563231795361	6.24761995882591	1.04454450154899
"PTCH2"	0.488261512470331	0.664149662220258	0.399504721202766	0.959174781596862	1.45220004940622	0.328623375300743	0.495553444129509	0.0942730996694789	0.393137190212062	0.19599446105925	0.685113080136656	0.247182586791179	0.587723579711231	0.502890664028273	0.528150700705101	0.289326924895185
"SCRG1"	0.131321530366904	1.89854697357374	4.19845879303317	2.24446392828025	7.79355454129884	9.27682464048461	0.109904033757628	0.0356925240827036	3.66088299300395	6.25244782924736	1.38739562979234	1.69537029164271	0.117656481641807	0.134512604152888	0.15074903411868	0.259000647135657
"APOD"	4.54833489261282	12.3942777905666	11.2368363894432	7.35966172233388	12.5218997433599	12.7931521425453	6.81617087875731	10.9215806335596	8.8206991325487	11.1960795390081	6.6327815025556	5.19739757164296	11.8993550345776	9.56501446649632	5.21451146731673	5.37603159476639
"ZNF385D"	0.441840921956771	0.700987394382814	2.09320351463121	1.69113882124776	0.522405329279171	0.701242964649823	0.793408591642528	0.525396900347677	0.984571122893667	0.996771967912523	0.813548494595682	0.0987463034511382	0.330176881516811	1.08127826388149	0.584090849651329	1.23736485987682
"PLAGL1"	1.66073470547812	1.37468340676525	2.71361774005709	3.18639834199574	1.43059840285227	3.63888476306919	2.16143626582599	1.29537920491872	1.32055110689059	3.42846871624204	0.60713948066483	0.612496407188246	1.89008864975498	2.30745767025221	4.24024181109375	2.78875147596519
"CCDC136"	0.414592900369832	2.46484859261344	1.45704000979901	0.358623001587949	0.603943658492144	0.231196445840743	1.77499995669427	0.667168666698994	1.42169458118029	0.557147824984156	2.09396912967553	1.13130302396758	0.391615415222421	0.943604067499531	0.332899230195578	0.148749453768682
"AVPR1A"	0.789564839449269	0.121837337125326	1.23103911599248	2.62463083852802	0.83029021457073	1.41990558607712	2.64016625476833	0.390883908543769	0.745595325673333	1.12167855658825	1.5107087926795	0.248085441940554	0.37857376877852	0.176237229779	1.07638464777366	1.17989317053355
"PLPPR4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"WNT2B"	0.503876863340571	0.309580178673016	0.502378470083129	0.450129097098594	0.787766352105142	0.538673735829752	0.450825902053979	0.383323301569979	0.326633984762553	0.272317671904778	1.12199013446098	0.257221272520244	0.234376236606797	0.949821762700495	0.480148770988559	0.895050903385353
"HAS1"	0.0607980816867033	0	0.812155634435297	1.18905597085443	0.201158948165134	0.959988211915063	0.147947074154529	1.71978799691053	1.59074811380227	2.30369893226505	0.617385944752101	0.0116248744799825	0.0773961489498352	0	0.602239742180375	0.0398833482637203
"FLNA"	6.03890692107038	9.00972926249416	7.14025206596478	7.02851942609714	6.34637189442288	6.46477280633474	6.92900979976455	6.66492365970533	6.83344041121653	5.97996815814383	7.2558972309602	7.08978943159457	6.62582863656511	7.22590149915709	8.47497135706488	6.52794297212758
"SPEG"	0.590240791495338	2.92434791662793	0.892466801844686	1.28748707069929	0.299315002852651	0.962059219314974	1.08714575295532	0.135901899323067	2.1713813880821	1.20183456999592	5.03110401635271	1.28038921730003	0.627720755182168	0.554230282056129	2.57015687234333	1.40656660132707
"CX3CR1"	0.29013418417742	0.383009143404764	1.30383041986012	1.66519490995155	0.88971572363751	1.27901062945525	0.976016760615306	4.87900973327236	0.524300426885544	0.543511225898657	0.809350231558294	2.24813858706614	0.800753319833607	1.0830431287018	0.706685256848049	1.21075042809045
"KCNMA1"	3.2410362595264	3.22715805874221	1.86284809031506	2.61997870847054	4.29923000214422	2.70255781448036	3.75172614182153	1.85610327518197	2.58258851747747	5.78513724777074	3.95296716922408	1.419552374582	4.71615959677932	3.61341378086092	5.85954472525936	1.41190887122647
"CAPN11"	0.0985721605792927	0.078999692210105	0.5595975335481	0.753239537896765	0.525241028326624	0.414638899714698	0.62652604623419	0.181230431173391	0.105830652257292	0.158888920501102	0.339299322625865	0.21862371792934	0.112147966913745	0.139278258146766	0.913699795402343	0.47487728599312
"MAN1C1"	1.87743212297419	3.29091313281441	2.94080947596306	2.81063435366112	3.38416795370635	4.57276539731917	2.3169074463907	1.61824570457681	2.71569572755245	2.9940157501255	2.525652975048	2.7612544189342	2.20639004254392	3.11587889657705	2.73860140395235	2.19214523278365
"DOCK11"	1.26015214977228	1.23249806072922	2.24536483468916	2.84825336287789	1.65186683476524	2.30180125500374	1.95168663170464	1.61921108959497	1.41410846528136	1.99688944467273	1.29094335043651	2.06959734576946	2.3346726699243	3.33963197916068	2.22990934030638	1.83436536435607
"RASSF8"	2.31609359574706	2.65817262945128	4.3357154827582	2.93304380494606	5.27352148442385	4.21355336630502	2.60631548334481	3.99723368685624	2.59422366773189	5.0245501798999	4.88259903426544	3.04508906865381	1.8051562290367	2.75032994391579	5.00468115611791	1.03814536571266
"NGFR"	1.9873408779537	3.43137491250558	4.58108907951382	3.77702512326077	5.70541674449009	4.39565237377399	2.08750866730617	2.32378364961148	2.93248265195312	3.84764620888905	1.90664435464171	1.94659799883739	1.28963973245967	3.74277156348473	1.33244156535215	1.81303618352939
"CBLN4"	0.23481643499891	1.71768848545432	0.110125937596725	0.0773430268791533	1.26744291128571	0.118122668559493	0.148767412385121	0.905662820739422	0	0.90795279747043	0.142793749469658	0.167066276021803	0	0.0426993828778825	0.0127232677813691	0
"MSRA"	3.29803286554237	4.44933686455301	3.84632281012498	4.09842376887653	3.8073549220576	3.62609448416668	4.07387591818948	3.27890064222698	5.14369340472024	2.97992015703499	3.61124321439543	3.77543513863735	3.97797133541656	3.79069906733682	3.41629592711549	3.37995151869471
"DHRS12"	2.8341104733831	3.21732379031772	2.69957273089543	3.10384337509496	1.63209601258877	2.71322290283938	2.17632117673799	3.50585282988601	2.73646633530529	1.5564833698863	3.1353000925902	3.20274524904745	3.38593761722033	2.87453141476605	1.41452254559361	2.53481115078101
"ACKR4"	0.263809045290983	0.459123111223314	2.03483372987105	2.37225007549426	0.948022532315912	1.36689008713403	1.32240410571339	0.219929288221565	0.585403417122031	0.925687686819629	0	0.305991526704657	0.330497019651777	0.749469908090634	1.17358799872889	2.94716210723262
"C15orf52"	3.25937720104968	3.82648747334703	3.39703692562627	2.27758757967066	2.64145007742852	3.02572161798641	1.75793637977313	4.44430595038084	2.17810588823717	1.25290305549919	1.7182410539932	2.81472985198525	2.15425266428486	2.34907365159646	3.17339051740109	2.54979483126071
"RP11.724O16.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HLX"	3.47304654510149	5.77325527717141	2.90173385459617	3.08092111019294	2.02362618196021	2.58070146625304	4.05777949834903	1.56593100415531	4.65203898928472	2.01956137380176	5.53132219182694	3.36807267109604	5.13050466836028	3.22839851651967	2.80904703502411	2.72854748231614
"KIAA1644"	0.187552403357157	0.660652114124531	0.791709485001253	0.710946358003041	0.168247294082555	0.449577749274091	1.34478873713742	0.278132281351819	0.543468167577286	1.36280930647696	1.40277674067916	0.936302488130978	0.1109882312686	0.618058189945348	0.19236525813825	0.267255921043815
"PPP2R2B"	0.21429580432886	0.315723880624723	1.21041692003987	1.69030534100738	0.426249186932082	3.18990123707186	0.309247796472103	0.0927887974237194	0.67721640385773	2.5930585082286	0.246583206721656	0.426981227138868	2.14003257975259	1.66677931131285	0.346285224087438	0.847021154512279
"CYP11A1"	0.0829638583141052	0.44372810855566	0.711516491849528	0.637118213290467	0.148045117529121	0.15304494891317	0.182908367817013	0.0615269612895196	0.422726554813954	0.395507607623183	0.55496304437888	0.62601526086276	0.104766787219492	0.108070618085299	0.348776302268259	0.0299349639886496
"TBX5"	0.0181122599402082	0.386106805688072	0.513274956847486	1.1454916045421	0.401258550624986	0.0134306005661582	0.432044876283927	0.216177940456465	0.193836071970861	0.287457519387514	0.352686219013676	0	0.0503729723107292	0.139077825157251	0.383222092588441	0.0139169899299052
"SNCA"	5.63687833856624	6.24889531306141	6.5732601449423	5.25671442786455	6.11378279010293	5.18258107224549	5.44479790783668	6.41721455078115	4.20192393916014	3.72715807464992	2.40813575477708	5.72110876105959	5.23841429356524	3.06882556107039	0.639316916198768	1.64739049946338
"APLNR"	2.73120931413855	3.58438530725841	4.72038518569154	5.48791879719611	2.99100294943021	3.99664634756265	4.88075163502628	3.39499697162609	3.78021034593769	2.34537224510712	3.15533961231801	1.10111215847415	1.35072636280839	3.2696989671601	3.30674198877163	4.51040814714949
"PIP5K1C"	3.29322185129449	5.3521847080627	3.55283813842764	3.69172398072645	4.06621838124402	3.78929627358159	3.66383985585781	4.59234640148922	3.82217947372998	3.50960084132704	5.19508770080701	3.16991778794907	3.43468093090908	3.96670731415032	4.63599520723675	3.21088832828091
"RGS22"	0.011122107082295	0.0126087895211697	0.249592788816792	0.266452546239288	0.0635677585842623	0.250788197241202	0	0.0278766338340803	0.00978987481883261	1.48567927671371	0.354892180342139	0	0.0387048884334367	0.115760002322201	0.169261209039543	0.0632339132729663
"TPSAB1"	0.348193319747221	0.30851139322816	2.93296824150275	2.58281128205403	1.46835914101164	1.52069881714293	1.44883489216753	0.0722492051310773	1.09509197263546	0.311974442851555	0.72831760378148	0	0.215612128609891	0.201155810835566	2.74243960122498	3.97843819443223
"SOSTDC1"	0.291390202547274	0.325895240489123	0.0997147201306185	4.13528038927171	0.018553278407775	5.18008817207722	0.0951193909600769	0.250290988836879	0.683744505916984	0.380720029956792	2.63591223181887	7.1903432429554	0.910261406882555	0.437535637271172	0.0178852167679245	1.28197415304942
"ADCYAP1"	0.16572867689578	0	2.03713970233199	0.894571393001856	0.044412235996974	0.194953165763873	0.361307970818806	0.0179851714593629	0.249234762025673	0.035047068285579	6.96518399865693	0.0717434515407221	0.0137605943721982	0.187809545331083	0.43353743814293	0.27300257492503
"HTR2B"	0.246509026761203	0.352765303544873	0.94314943292294	3.72022373373079	0.656831320651176	1.48458157251183	0.501571624978217	1.52827124710328	4.1122330575985	0.128338476276048	0.800212832357079	2.20278912267844	0.300095016849077	0.980243973560098	0.399503627468549	0.179662127245587
"ITGA10"	0.615167194271268	1.92269832727049	1.85679650411568	1.19644023070519	6.73450640943025	0.833049967273793	0.967289995435549	1.80772379262876	1.13573842183804	6.89835953244796	3.31674674002789	0.401402740879173	0.17950276987886	3.03009943578716	4.11007086585225	0.58589850610179
"TPSB2"	0.291288818165191	0.635134932422355	2.53537492303284	3.362807202894	1.70282595878791	1.34718940330623	1.37435790117047	0	1.26447337739252	0.159461916493839	0.547902852106976	0.0398740860716136	0.221074020241918	1.13287291845273	2.95507469075148	3.77789308380488
"ZFP28"	1.39269110109596	0.856795309179994	0.6047346210563	1.08550623896238	0.281088703227322	1.36905322879176	1.20649632164547	1.92099256147379	0.197636579637161	1.452205321923	0.139084375695098	1.50588330984166	1.50426444134924	0.969375607187094	0.929592187459973	0.285605217666575
"C1QTNF4"	0.203432971422141	2.40320499510431	0.6821354785942	0.481697281205034	2.41392845213706	0.0932254915874199	0.740869290232232	0.0166800146975526	0.871420238166042	2.34310077274968	3.58730497741534	0.544394380318999	0.41553910926693	0.550717484911222	0.160342994718357	0.627357029497736
"INPP5B"	2.7993432788207	2.90111789957551	3.0679991735247	2.7541167903184	2.1141287773469	2.99664634756265	2.30627244881555	2.00119694022243	2.95133321202149	2.28130210360639	3.43033211296548	2.22214147362486	2.76186181058948	3.84142974232818	1.94575563550874	2.08818909780521
"ARL6IP5"	6.51113354548505	5.59398413998307	7.54134059414808	6.97940232925561	6.66979781149668	7.54847901094691	5.73383425518554	6.92986791100436	6.71314590249026	6.21805169407584	5.39275360033665	6.26909300807807	7.50047543428168	6.69199470417864	6.30362916592499	5.06250599937968
"OLFM1"	1.67298873166205	0.873282472398283	2.38420871560035	2.90361870307816	1.24135208577066	1.71136274532588	1.79090337550724	3.89461892440721	2.29786637535567	4.51622006072333	0.841879753214481	0.77280328842393	3.7978949317876	3.50350139323239	0.85361247396186	4.66927626666109
"PGM1"	5.57472218161774	5.66077748229017	5.02237003255758	4.22312131342042	6.10583624109307	5.46743274236172	4.85112436288675	5.10572207204812	3.99510005047905	5.89271523154984	3.88164504394954	2.79447305312821	4.38959778532186	4.54391032032443	5.02961631718038	5.01558008168456
"FGFR2"	0.0433959537829283	0	0.196471706405978	0.802298700464819	0.241353916445888	0.263453327690585	0.578763405940672	0.0283367464243544	0.0598643539123789	0.133037839209856	1.38220241704961	0.015133781119861	2.01501756651399	0.98228430150416	0.415837612441902	4.54314320903057
"MMP23B"	0.252437338051459	0.823998346355429	2.46557489362653	2.19097825349639	2.95196725426733	1.37570396090757	1.60478158119915	0.336634734167618	1.77097066628676	0.478650365237012	5.78470550644131	0.458838680299365	1.20751807698255	3.09401981831687	2.26754928113695	0.875324775743536
"PCDH10"	0	0	0.317864364362665	0.102333144079732	4.24985108941091	0.727894322491828	0.0380793971281467	0.0267707448988053	0.0406423652084871	1.28413208828681	0.800959107427401	0.0179145698260461	0.106659138890888	0.0306964069358894	0.0324356224464155	0
"DIO3"	0	0.799024290431636	1.09024371217442	0.343153089513522	1.54781502216981	0.035734465197503	0.0406504302498431	0.0299712087405192	0.315304794232545	0.0218061801781418	1.5783784281616	0	0.0606340987224682	0.0673363800158919	0.11034867600948	0.330975946754497
"HDAC9"	2.49222237899398	1.01609618931797	1.7338488941378	1.82159593763425	1.05132685363985	1.71417956438531	1.36316266487874	1.88397265022008	3.80968711046892	1.26224972705143	2.56905598185658	0.966406471411332	1.37432172934831	2.81113600688717	2.03544444138042	0.444908202546081
"FAIM2"	0.0581873573476126	0.405219085701637	0.171180561416752	0.277940127175506	0.505742588670061	0.771399247068357	0.189464670279106	0.0244293311999994	0.257394480960443	0.889315440970568	2.66933750125801	0.120986613104137	0.376739349523533	0.355548575745355	0.0967789847562326	0.268537995602372
"KIZ"	4.0598138349943	2.87145434425235	2.34427744130111	3.06022900650482	1.54906781981294	2.74990964133229	2.07277295698335	2.30480597562671	2.46907064927357	3.18022107639226	2.87743801278748	3.45210382259005	2.80202877136106	2.78060406808063	2.06700877690355	3.92639800291038
"NPY1R"	0.0177995052700684	0.12577149753918	0.347687764228472	1.49510159150978	0.0239879063052027	1.51805667909742	0.0392346405699609	0	0.0899235746719148	0.39144824639302	1.25670876758438	1.3123660330683	0.0137398737253792	1.19082974729997	0.272236441261884	0.451024324319066
"BAALC"	0.588857803782477	2.93052068053193	6.15377291560148	3.62711068049865	5.72939506052928	5.83346318174339	0.644338084842714	0.515865825384055	7.09624603764664	5.11169698592937	5.42025668965525	2.651389285382	0.398759148996924	5.72818991394287	2.74888303082534	0.796848563507844
"MUL1"	5.2870178721405	4.38686266740364	4.98790292052019	4.07504908472157	4.27665298635512	4.2525443355876	4.02341061555176	4.42703957579656	4.73225291616982	3.79669118982055	4.82537351537154	3.72265181414167	4.17669377205437	3.84031215841615	4.04972659573427	4.43319983641438
"FAM65C"	0.386468300194483	0.456716273625215	0.883015069997957	1.16426817909996	1.01899302304055	0.254217901666636	0.431342683295785	0.131441651543474	0.434065049698661	1.31055825357241	3.16623660925077	0.0963338510564397	0.472287079923952	1.164213462128	1.26842541039125	2.54007687965076
"ZNF516"	0.654753100449265	2.34688032171348	2.93553518086802	2.35376506651856	4.15924569699678	2.91556965900495	2.3491727544217	3.38668060150065	2.34756361532213	3.62674283000249	3.27588908717659	2.00760635976653	1.66834154950624	1.89674846984015	1.30962441291178	2.15976963832679
"TMBIM1"	6.35132620492994	6.36806987653208	7.15981080284938	6.27359141661493	6.22255439340572	6.88879194664314	5.71395282698391	6.68133681393013	6.84540223205172	7.16453489462411	5.66798860436332	5.55797980115582	6.35059536822622	5.72625903795137	6.00724372501269	7.33053151058338
"F2RL3"	0.291231638947103	0.284727323655326	0.480223236751712	1.04891621281806	1.48883117440073	0.951612784403842	2.41511368959881	0.563494475924514	0.546777434829293	1.01071253528072	2.9040986854792	0.204518873727399	0.454852326964197	1.92768031765165	0.577670032524649	1.86607910509633
"AARD"	1.62283432419088	0.0340770746999716	0.504644797258618	0.5195298275551	1.32967759964478	3.3258598472147	1.06792089584576	0.0223335785787193	0.971042811646262	2.93581519161706	3.01746587305156	0.0875866022034239	0.252313315131512	1.39753465586361	0.0193309286835358	0.131868909468826
"RP4.576H24.4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BDKRB1"	0.0742964839165792	0.179584297829128	0.72621826834339	0.457801239272552	1.18508950029688	1.85161313439103	0.56477665345934	0.636746642734623	0.354403637364847	0.965755845977148	4.95952906777389	0.0254832250225564	0.0939948121430502	0.216381603245967	1.01208590666514	2.58024439490672
"FCN2"	0.0458600618204826	0	0.0392733901486499	0.0929718909669185	0	0.0232602500020915	0	0	0	0	0.157768110511293	0.241580292044174	0	0	0.125220344624773	0.577321022208861
"PIP"	0	0	0	0.0773886285696234	0	0.0727959332281191	0	0	0.135138189011179	0	0	0.165518379136336	0	0.25817999478193	0	0.340451178655466
"COL11A1"	0.532893423392655	1.88155695149382	2.34410412770563	5.49299077372594	4.26731855348768	3.27247190794642	4.13246168567638	3.89790836460636	1.63649933987658	1.60126625825574	5.52214679380767	3.83220647039854	0.967729341632843	0.0360995687959465	3.41012262127141	0.546035067505434
"COL10A1"	0.189910564656336	0.859568478897305	0.749743201977258	3.24235784434556	1.9447591400039	2.18424855160503	2.48455837256656	2.64229146011362	0.75514652281943	3.66754588227852	1.17507743206016	0.0571585496836291	0.444035153125225	0.107014097272034	1.57829629915486	0.515434421051822
"LRRC15"	0.361128267113236	2.66087500867927	4.39067456338004	4.99985121440202	2.6684084972019	1.98769559049856	3.2626353553028	2.48630892004255	2.14882187247462	3.0663432546749	0.280826881062621	0.0259657811183509	0.477717214812164	0.199092480826391	3.32043918691632	1.56183444260855
"ITGA11"	0.220154096354221	1.69737795804075	2.50093204269037	3.25351660788993	2.06182630229288	3.31026376628356	2.10634161863013	1.62611668460717	1.13979689661535	1.34625628553284	3.7691793088134	0.71635531033928	0.523417428410368	2.38261745608366	2.14603767643998	0.438434984642418
"COL1A2"	6.59354350816148	9.52757670105347	9.29958810700762	10.8600200031635	9.6449441125469	10.4314819340603	8.78492433694426	8.46606422214993	8.29929274560803	8.56039971256485	10.1064975106147	7.55679724659274	6.21800808834739	4.65629614124927	9.27190183926604	7.04900446207513
"THBS2"	2.06812905348992	3.49319898371805	4.95745730138522	6.33556989875548	8.12040378421294	7.67269051889364	5.98462466542791	4.22726744053758	4.73648852424834	7.91339808086938	4.0404628888407	5.89149938835052	2.61146986095153	0.974452219849432	4.82231971164899	5.98900840484977
"ANTXR1"	3.82650272707491	4.33755054591366	4.62390196918935	5.1627256528462	3.57488260499984	4.89095490265752	4.49306445146606	4.86520867156419	3.44403753922609	5.12645668998479	6.09668564152099	4.40999504426807	3.29596467775667	3.38220656803104	4.17081038416246	4.80141477899782
"COL5A2"	2.67781941138664	4.75427556283686	4.94616003128867	6.80495702613169	6.34097344260261	5.83503095350449	5.6991420964177	5.08263872924831	4.50156652982549	7.82718707215914	6.44074627382076	4.50401967404551	2.82901738603485	1.89565161824044	5.34489061958516	4.29204917471134
"COL1A1"	6.39129687040486	11.1770768883757	9.64928222843789	11.3943849842036	8.73614144468949	9.66970889293146	9.16304454797909	8.37348944002915	8.83528934583591	8.96353770288421	10.5635681020662	4.82500963956593	6.08272281110025	5.39624170719239	10.0939918869838	7.57771960375213
"ASPN"	1.45857099112756	2.44869087311114	4.45512991518378	6.4898303028676	4.18499035730966	3.68092629197695	4.4511385630576	4.73545448168425	1.80923744083388	2.5308735424631	4.01049341924845	0.532829106207487	1.50056753232923	0.284939298438232	3.5269889876453	1.47132534890489
"VCAN"	2.411369296114	4.26225273429815	5.19746834402664	6.56341366130305	5.56420894990344	5.23302330347046	4.89050992472484	3.70517065106658	4.45905450133072	6.60521873523571	8.60657917697961	5.0851059295775	3.14175893001532	1.92330133540597	5.29964762989091	2.61063392528626
"COL5A1"	2.78178563914499	6.93616088749252	5.11365674764085	6.88007325387694	5.11942050751889	5.56223173755156	5.7547138339746	4.48932135087865	4.83388943026871	5.29292343553309	3.31413528788003	1.82871687363707	2.52498638442595	1.54952624936499	5.74746796488496	4.15137989494265
"SPARC"	8.77947314044174	9.10404043656472	10.1206979627676	11.132210519008	9.30275885781989	10.5330668691826	9.53440016137587	9.01545408128982	8.46752607740457	10.831220141033	8.60165937908367	8.20005750280892	7.50381778924085	7.60282503733048	9.24679759272698	7.69671372863942
"POSTN"	5.16943800968153	6.50295588442415	7.86026759491993	9.78960537039844	8.07037054267742	9.63469127429076	8.37352859074126	7.76219597968436	8.20771230829503	7.68697317749479	8.62154642151187	6.49739281530562	6.96323134236321	1.35136260452739	6.47074183426534	5.30268278653293
"COL12A1"	3.55071600756074	2.51962367343107	5.14086248341634	6.28438457507067	5.86037313836217	5.34380219979187	4.93200209751866	3.7322094930536	3.40656115935109	6.14066006203048	5.82083760022534	1.4110872267986	1.83508528923095	2.268284666521	5.88617332938271	3.68164041255564
"ADAM12"	1.85705140110328	3.02045508568753	3.84528429541476	5.16181312777384	4.04203141200333	3.81871765344473	3.46846601995884	3.43378337826627	2.71083508072458	3.61232890583627	1.36598921929051	1.59456526942911	1.92737691414617	2.02857268820969	3.43613984684437	1.40457891519479
"ADAMTS12"	0.151561936420137	0.291934726967684	1.25422818336132	2.2166116206941	1.48598833845266	1.38025567476725	2.06373071827814	0.878013527891475	0.551255632280253	1.89461989441959	1.11398714299153	0.282866767691055	0.176218716104014	0.0687787938092456	2.50210142263551	0.410324278501569
"COL6A3"	4.29872062574252	7.05627462504084	6.82760311219658	7.87619460634631	6.49510590985392	6.23076117332203	6.79118894150336	5.97181942144621	5.74028807918773	6.15059724626955	8.1772700281657	2.8754616129431	4.51884982870769	3.42405540493814	6.29460880295967	4.86562193317635
"LUM"	5.11190976973207	6.49823251454276	9.36642604083459	9.8460960124003	8.08304046854948	7.15590604763138	7.53451299670753	7.14314848588806	6.84920490823463	7.36050035686557	9.43110057344353	3.07193767639927	5.49736007948772	4.98439795045341	6.94895703893645	6.01985644886821
"ADAMTS2"	2.72837660072512	3.09896521534341	3.93648718421587	4.65336102500784	2.66237642495929	3.31978265560012	3.86171224855511	2.52524203077285	3.3008383040989	4.351896830818	1.99576308136989	1.94750158854619	2.48375258744958	1.49530118146409	3.21788986174177	2.44535459469543
"MMP11"	3.3443669311542	5.03112828359106	2.62172135318303	3.68295526882859	1.98756826782423	3.36834092403537	6.35394868811543	3.27057453979356	2.75221015592456	3.59353902646857	5.49028451530178	3.79252222414052	3.65887411322751	2.15991976209291	4.265106790785	2.86089130672484
"AEBP1"	8.34171005800533	10.1669288010547	7.21146491212916	7.54389795079745	6.86002543666744	8.82759358590432	7.8861812569872	4.82128417958995	9.76327794237137	7.71190095163886	7.4285360493324	7.48060442574297	7.22162095291263	5.31560607921982	6.06932838527958	5.40080943399611
"SULF1"	1.35132867871808	2.70218432386683	5.08112015543471	5.93378624139567	4.60364117982037	7.60259495012158	4.71936691508595	3.58480620029197	4.65355019783571	4.08503367507423	7.46836337721817	2.40510741683395	2.39559479806747	1.39049710512368	3.91820970341988	2.86619387010081
"PLPP4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CDH11"	1.82612540419481	4.13915839470588	4.78579900030328	5.93775750691946	5.07262891845521	4.04026122306443	4.02267851388606	4.01043075740116	3.40606789503308	3.79289178359545	5.1701854645336	1.12726347983055	2.80555558413258	2.81976013704873	3.79114725656018	1.97270919436215
"FNDC1"	0.891149288189439	1.69416033679206	3.21269228173328	4.75294657380299	2.8821842482983	2.51445180100417	1.46560101275059	1.09245779027876	2.11086265415201	3.13594522759906	0.780077401077809	1.35906850023383	0.764661227146469	2.18958738403647	3.33247593821752	0.719026126660067
"CTHRC1"	6.95428938448393	7.08192543291248	6.09464356519331	6.98454378125868	8.18177592299959	7.6700188442644	7.26278078480457	5.36987299137762	7.16599230967975	9.50304456352508	8.82846022101305	1.91421815857394	6.61438520120731	5.31794798492734	7.19002711485391	4.0884978157744
"MMP14"	7.80689434544192	8.28530973544667	8.38794622548119	7.96094603791318	9.52837401308206	8.13182095707475	7.47138258177775	8.84180019140179	6.96448527448298	7.53397986938939	9.39720613551728	7.18040151220644	7.36659761155744	6.66689858244059	8.8578426265757	6.44805186290326
"MMP2"	3.17632915623272	5.54707652114265	7.831459265127	8.51397427374066	5.91255286769705	6.11211626517939	6.27525852846068	6.54909847875349	6.33086759265958	7.45855015784049	8.48835834644454	4.73533803780018	4.55752037437083	3.15613931627523	7.18684221437206	5.57330938312505
"SFRP2"	4.40177380066345	6.14136636885853	7.26593847394178	8.76722772589933	6.16723547653038	5.6396518268865	5.38444186531726	5.48752976074749	4.14475204044963	5.59253776613083	6.36960432528543	0.402565567181978	4.02441720321873	0.440070901879845	7.76049708168133	4.38589000351122
"MXRA5"	1.59297123276828	3.55057442111959	3.72915574357824	5.33780919490951	3.79794679464519	4.41808197795313	4.03797516904734	3.60742501062382	2.46447223533783	4.27185516354995	2.05980172403189	0.287191530338968	2.42824961070569	0.798890787675929	3.59000910767267	2.71297538709069
"ITGBL1"	0.751614538543342	1.96204922159129	4.21658290931811	5.39943431037105	3.7464847615426	3.9707662435108	3.52042602027326	2.81970803075536	2.14181695706381	1.94305113499571	1.7894913905036	0.348149685729619	1.74166760144476	0.34288011160988	5.6008391416707	0.431579638099633
"THY1"	5.00256301411454	6.89863161642283	6.5518220579939	7.50471572152537	5.52642881433775	6.32999630633146	6.93512378705127	5.2331748171506	5.70440721789256	5.26094587113148	5.52042853476565	4.67556473587267	4.33142934706241	6.32360605506738	6.0968300385056	5.64751742823761
"INHBA"	0.179484298062453	0.541896401908778	1.31241541004459	2.89413674752707	3.04928486277526	3.80899248170145	1.79673271488811	1.20722443548375	0.83422659596662	5.23063918433745	8.16300050588544	0.23113929284109	0.236349336724517	0.777448753242291	2.27577141373267	1.38821433972295
"FAP"	1.94619185392305	2.94221232878295	4.74930363255571	4.95221939509346	5.56188972232353	4.1411629961191	4.01842053121729	4.47864505906787	4.01003234342732	4.26450640581581	5.37038750428209	0.967158645153958	1.93414658074657	1.2445704837084	3.43988306518231	2.47721362215027
"SYNDIG1"	0.333768908742469	0.873393122034333	1.05778296348806	1.455218048139	0.821194670643637	0.294598988843087	1.28567149680472	0.714121962720231	0.210819613562447	1.1013206253542	0.192336849290441	0.0416130722620071	0.18094220704752	1.49796996150158	0.961989233794189	0.64479905791349
"OLFML2B"	3.82210807464351	5.71082296089871	4.73903527794461	6.29776918607915	5.05372608904278	4.53651921335343	5.01728724976874	4.98450504638875	3.64427739523366	4.48427349838007	5.42581845674679	2.6178791118699	3.11178418936149	1.93924538718892	4.3846611643644	2.99916389632851
"EPYC"	0.174079106320609	1.01987694845059	2.78623878011327	2.67923798792573	1.9023707728267	0.0179457033636742	1.7397962684134	2.79835955651921	1.5873001762258	0.188123627034969	0.583026066780754	0	1.15322814261629	0	0.0410288053361956	0
"SFRP4"	2.35457910313074	3.32000731105047	6.26172731076624	6.9411591430494	5.33670827754307	4.53946593284365	1.30882391263299	4.81272411007543	3.76241260325565	3.53912778507461	4.52154704920505	1.58928170936942	2.12856231383684	0.357785069009849	5.64028977116102	0.575136098113657
