"Pt22.baseline"	"Pt38.baseline"	"Pt23.baseline"	"Pt20.baseline"	"Pt27A.baseline"	"Pt29.baseline"	"Pt13.baseline"	"Pt1.baseline"	"Pt32.baseline"	"Pt14.baseline"	"Pt2.baseline"	"Pt6.baseline"	"Pt9.baseline"
"CX3CR1"	1.66519490995155	1.0830431287018	0.976016760615306	0.800753319833607	3.48091780682612	1.22079117205175	1.27901062945525	1.30383041986012	0.809350231558294	0.706685256848049	2.76152889376768	4.87900973327236	0.998793041542185
"HPGDS"	1.73849764388979	0.120349684078665	1.83867953465735	0.269345596772562	0.826791297218719	0.601997383281567	0.831918171004084	2.31557057752526	0.186480273564594	1.36018726512468	1.07024161583754	1.95053560148791	1.3941436801116
"MS4A14"	1.0171344447216	1.05861435625336	1.0797569768351	0.906613956358015	0.879607753779048	0.972086043225556	1.39244932029585	0.625478110284715	0.199651616987283	0.49496698064242	0.346519548256508	0.99742863064284	0.285419383131912
"TRPV2"	3.4356919272409	4.28951727342582	5.80839148664745	4.84349650053699	4.28069283466002	3.62213969668091	3.80037707084912	5.31802935841875	2.24759641490671	4.63838667688289	3.58682477935277	5.68456770248265	5.77289516451891
"SIGLEC11"	0.698502987865732	0.234703639296457	0.215920837223794	1.03984307132875	0.578392921030403	1.2534931600049	0.65185352062661	0.198396713428609	0.177082221873211	0.62104565391766	1.18032611784688	0.133169130809142	0.459482505528558
"GLDN"	1.14700379872578	0.177940747602816	0.575873323465338	0.423579246616096	0.530738483540539	3.11501825642407	0.595732315751948	0.893830864894934	0.619354785115407	0.158572286207827	0.122684777120358	0.231743893723542	0.812332280189626
"SUSD2"	3.0105256442816	0.678196332194073	2.41745559260073	1.28485759117728	1.37977342945477	3.49390987443491	2.006497312126	2.1015055304408	1.89291554693023	1.1175387976496	0.905260776467215	0.615199217480888	1.98642731907746
"ATP6V0D2"	1.4946536930386	0.393289883613511	3.55695048189447	0.205557668970006	0.0469607065290541	0.0377924443551617	0.244246530800394	0.588601673759159	0.0491002881178485	0.334994957409217	0.121460942514821	6.90185643495385	0
"ADGRE1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"PTPRO"	2.00628006865434	1.75772734886849	1.89416779797542	1.53304747382825	1.52926874457849	1.56323136179497	1.96299129523343	1.07898207303287	1.79130565293707	1.16514336853549	1.62011247180361	1.34305243492297	0.73873628087816
"HS3ST2"	2.24790473386836	0.588945568217406	3.20470181226885	2.65686243228679	0.237080169258212	0.429257086835129	0.0755872574471621	1.96957048381151	0.230205473202416	1.41970607265401	0.357463610448159	0.15509119296918	0.396408869586518
"APOC2"	5.66429936294471	3.18569055749039	6.86835340974148	4.0426705998219	2.45775186872739	8.3255235857832	5.635485964676	1.73348233344342	1.43287925532515	2.77806135510699	9.92556185730971	9.93440002685889	3.96192887318448
"SLC39A8"	4.04041028309499	4.10863317752516	4.2821432287815	3.62447526812034	3.53817806571395	4.4801099852146	3.79673790543752	4.1753249891849	4.6695824136582	3.79706487240786	3.10137273736782	3.48202863046085	3.83766577385654
"CHIT1"	0.553162887278029	1.28770868624542	7.20806361509551	3.93565775118353	0.0438858514377898	1.12756394946539	0.379511730048582	4.9662712563117	0.0651794976652583	1.29881665145317	1.93549557900187	0.0818429147728159	0.409532686691124
"ABCA3"	1.02890856992352	2.68511711795575	1.38202529738199	1.49511950455662	3.76436738851123	4.76707209447317	2.04448155277207	3.68537955195908	0.553319212664918	2.82962837023203	2.77600394370744	2.78716914446354	2.43020764907844
"NRGN"	2.47550128427875	4.75285026143652	4.43165304340187	1.02252405953784	2.66682247724048	2.9535688343015	3.28626387930091	2.17608017520226	3.90152341678259	7.22883311737416	1.90671553798985	2.59013250130957	3.21029612123659
"BIRC7"	3.13717232164658	4.2401158496969	6.3776807940142	4.25615772734461	0.583585031366746	7.7981120950622	1.99463583798803	3.05503422721458	0.539432804069032	0.942520510691464	5.3890969645731	5.43808821127045	4.5424902244917
"AQP4"	0.193621001482475	0.0572777969971065	0.00400907687573059	0.212502727444932	0.00795626858585127	4.1685056533582	0.277914544348494	0.00966272459987791	0	0.00566501683970631	0.122696967822873	0.0113568013847632	0.146188975137631
"CXCL9"	7.64529816394863	7.28613262949971	5.3326327540246	8.84493011389565	7.19700039552755	6.71769013031758	6.21654507926787	6.28150352875899	2.92193136296064	3.97205386734938	6.27061396918126	1.03255016035086	5.5975892741557
"CXCL10"	7.51745286922067	5.71347037613036	6.91062474351024	8.23361728025432	7.12918511645982	6.37545306050381	6.71088218180837	4.5355086777087	2.21185948901512	6.39273127949008	6.48078535508614	1.21180031909357	6.37438572503193
"C1QB"	8.7819923932832	7.6110616944069	9.68565549776516	10.1421198244588	8.63345482397625	9.13548997979048	8.60009316779712	7.48734967530341	6.97402446444712	8.23100512035072	8.15279438623816	7.60125451944113	7.68193059874027
"SLAMF8"	3.52472191823284	3.07245914029719	3.3437631221496	4.53065759192114	2.85196386831855	3.75137802244915	4.07717034954496	3.00885705288357	2.0438134270494	3.40233198529719	3.15606567786321	1.72633643163123	2.9673051220877
"ADAMDEC1"	3.35026738765206	4.35588314353098	1.42754181320327	4.45041947339778	1.87508409952635	2.21234054382611	2.23625993155808	2.21270317490114	2.24705859755066	2.09360242879573	1.56349008294706	0.376145884301682	2.11251498890515
"LILRB4"	4.56613016782684	4.65735989855236	3.92332035364441	3.92758361471187	4.08306866591455	3.26660591146315	4.37512286190072	3.04250951615989	1.66734718076561	3.62038699979558	3.41538077477156	3.14516956975718	2.37234063328932
"TBX21"	1.12106514820852	2.67917379339015	0.936926213665726	3.10719489218612	1.02571630347152	0.82001757581962	0.682849675063065	0.797401519053165	0.278677074774088	0.756547249361426	0.405006635069662	0.21609162346576	1.01782572512174
"C1QA"	9.00274330091327	8.08007134277669	9.10087123873596	10.2503635627633	8.18462247728853	8.80613229975098	8.44851074647661	7.51189098775539	7.62923274700571	8.09002770847768	7.62608499045298	7.36623040345829	7.63885580927779
"C1QC"	9.26241553915933	7.66154297275462	9.29752159890574	9.65881575256097	8.6912183314411	8.73698869964395	8.72252067097555	7.21500872934454	6.88645259872287	8.30475743249773	7.71492548506282	7.8098195665024	7.40936123328698
"SLAMF7"	5.20649671236302	4.32652296713685	3.85093940614951	6.23203231857203	3.69438992740731	3.85478861217141	3.06499404929525	5.22563933711894	0.925147217520578	3.08468170139589	3.56295672490527	6.16489687301668	3.28272371961728
"CCR5"	3.45392181958935	3.38318448307007	2.87062807986948	4.4096047786123	3.03560455637475	2.94204525991605	4.09772876920105	2.76021988174653	1.25225214755871	2.01780613152758	2.44784364436209	0.679727349209826	2.23382058561406
"IFI30"	8.79108798370772	8.51403938964005	9.92407538313918	9.7577191829841	7.88557741472138	7.48932616830064	9.02481138798406	7.43028945518137	6.40843334781671	7.71705946193143	7.65460380917225	6.98863356675087	7.43963975837198
"FCGR1A"	2.27534830585919	1.24744147114441	3.10614979288495	3.63105770550294	2.99581553192572	2.96168351649077	3.21530972268128	1.37335588460634	1.76454149088123	1.98890277851356	2.30632057639881	2.22681368302342	1.66787169352715
"FCGR3A"	6.54203744916443	3.03725393769074	6.88770803302981	7.43341435220163	6.84144483888643	7.32758857066994	7.54427671945958	5.22621949944792	3.9881756777934	5.84595289362279	6.53883843518762	6.32592512986474	5.08136945602261
"SIGLEC10"	2.97582917130148	4.03025661317534	2.30338185177403	2.73211721459185	3.10563366338817	2.5118576307159	2.59654401170811	0.722044521078987	1.26236099100569	2.40948055017579	2.46258112277524	2.22663491422285	1.06861922350772
"IL12RB1"	2.57263384014805	3.95391705206277	2.37224589576648	4.0799753767206	3.25090247031986	2.58096912946093	2.30036683847653	1.11569582464362	1.08875220401058	1.25437937629223	2.12781979460203	1.22193583916402	1.68173260393601
"TNFSF13B"	4.03630111368094	4.9247222581305	3.82468130920778	4.83764559228131	4.16294715023383	3.58868465719203	4.79450684424981	2.39239573838386	2.59986048776766	2.76908301588514	7.03234332959447	2.81096538212749	3.6199411586389
"LILRB2"	3.70927960590259	2.61563522751549	3.18266846425147	3.60697514510161	3.08850120791262	2.97754645396208	4.03322034922297	2.04293494815717	2.10195928793163	2.51123271556199	2.10839230822376	2.22972634099754	2.44773654883814
"TFEC"	2.79752250170976	1.84091435172866	2.13053061465728	2.43015678977629	1.45104754216231	2.11235484533649	2.09237321669818	1.49065227444445	0.563533035930359	1.30757424460461	1.83208390461104	1.81715251425211	1.2252224784976
"TLR8"	2.87366655955563	1.24874126762916	1.54963960195125	2.55814393418641	1.82458661401281	2.69083609791913	2.47799458198432	1.4514537939456	0.46317147878557	1.13571544159011	1.84237951133242	1.43342152999943	1.29355882866768
"HLA.DRA"	0	0	0	0	0	0	0	0	0	0	0	0	0
"HLA.DQA1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"FPR3"	4.97427002624067	2.41235339455826	4.60338599941791	4.17132694023331	3.6871278930653	4.38959778532186	4.84567069014449	4.01957738545187	2.659173339645	3.69548722244653	3.72074907046319	4.19873772537662	2.88976944962699
"ABI3"	3.86636402209807	4.792615924228	3.90390112169981	4.04246486478731	3.35134776208398	3.21538738818826	4.15279590699545	2.2843808732376	2.41844364562659	3.79207966926486	2.52255673747915	2.35982193480608	2.48009576350289
"CD300LF"	3.15153251778743	2.7996447916904	3.15110139782512	2.60179039555843	1.28891367885705	1.72927649481996	1.96914496303026	1.10461846108954	1.06391015280983	1.86668646443561	2.26281197320203	1.236621192369	1.32642229610106
"IL2RA"	1.98326726162587	2.99478244754365	1.15351676821311	1.44974359826768	2.06246541654846	2.32027092958544	2.06317329369916	1.68366277231705	1.40575824299507	2.44017351711988	0.989994922065593	0.961300306228272	0.977936360678371
"FCGR1B"	1.9074771723293	0.847826177540112	2.50342124976246	2.85571169268189	2.33412916505506	2.38905599628369	2.87089336428343	0.954006420607828	1.16157815481985	1.65739305687184	1.78723184407375	1.80601878011002	1.2763924424198
"HCST"	6.63046663094956	6.50775817601707	5.9479150773521	7.81708918244528	5.60119285194742	6.00617682165284	6.47389728460058	5.40898522719739	4.23863402362735	4.63463973130597	5.19192383194224	3.23459481986714	5.4181477731291
"FCER1G"	7.78421931572168	8.08042316371117	8.08494919647066	8.55991620781062	7.78144496116751	7.49029334133546	7.96548994485006	7.20986759358378	7.0618517859155	6.9125420898278	6.64905494076252	6.6426286555595	5.95523956007283
"CYBB"	6.11757038045435	6.08145680757487	4.84512117566699	5.33580836303442	5.33463977939776	5.84452374898849	6.03669673510116	4.49712372080939	3.51575029231033	4.56789524904585	4.68844335504423	5.35284854945269	3.85534691718876
"HLA.DRB1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"HK3"	2.83735999272739	1.84379093599301	3.26815214511437	2.77462789323153	1.49109628446021	2.4633255700933	3.05921508570642	1.77400265270713	1.2389091166984	2.60176187597838	1.97490737385768	1.62774923303988	1.42992120751757
"HLA.DPA1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"HLA.DQB1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"IGSF6"	4.91685160087582	5.17807321229517	5.56121003180002	5.27057939844931	3.59825204366237	4.6298782276175	3.00560658556402	3.75858567547363	2.30863755065533	3.66882826786726	4.50366993441611	3.78349856210424	3.03379122722978
"HAVCR2"	4.13555949452328	3.56451230979655	4.59073673813273	4.24210704221451	3.75099231521594	3.46066787192219	4.56509446014856	3.04201039280027	1.7437863768554	3.16173050871338	3.38174988845875	3.15173626035644	2.37631539131631
"LAIR1"	4.50086896094879	4.84116301041455	4.48869816201728	4.60399420386288	4.16047250258916	4.18949250318054	4.63835771309346	3.54567189445804	3.41018640554273	3.79667561761207	3.22859399729161	3.538227739736	3.45082590205398
"HLA.DPB1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"IL27"	0.651084765121945	0.268217583759712	1.05444147889694	0.929586885478024	0.499449976374835	0.368652705395176	0.472102481451355	0.127927533093192	0	0.589758693970235	1.45714247608139	0.0200960667865309	0.662039568786356
"SIGLEC1"	3.55028504908841	1.957558058508	3.80171741109224	3.65472194329227	2.56414644069312	2.71593070007332	2.05659046438354	2.38002288681116	1.98131930540933	3.26930848935646	1.7698626980928	1.41023797374301	2.45734213305812
"ITGB2"	6.2768920870601	7.11259588801209	6.12766526131237	7.17150208683185	6.28060561616516	5.30951455235304	5.95658292630072	4.86138224042648	4.20522045540311	5.32935684902079	5.15067949002268	4.52500079706711	5.0022299446129
"CD74"	10.7827566478147	12.7593243903225	10.5201079016375	11.9947052276816	11.8092536498975	10.1345995872452	11.3477431565622	9.99873849935019	9.32523348721314	9.06701614715627	10.837533327116	9.63364735138328	9.76555132134865
"CLEC4E"	2.01902933015924	1.23598433282806	1.93962904666768	3.01691879723625	0.981833295479576	1.17073588872612	1.50601792194349	1.19855701479858	0.977179526751798	1.34723476750845	0.92672134473339	1.50632773603909	0.656689022118907
"HLA.DRB5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"CCL8"	3.87417727053822	1.81750865590692	3.96577505138428	5.23276435085304	2.39838868116235	3.37525495041105	3.45717268910867	2.15404522497203	1.16173292689944	5.25506257074145	1.47197298842734	0.419288083473197	2.79216506689352
"CD80"	0.915858924082818	1.60277516347636	0.960200303482375	1.12523449803539	0.701089894146246	1.25665442776476	0.812988145038394	0.505681114103245	0.0697878047753227	0.958953633244325	0.752230498094169	0.086202495633024	0.207516827570867
"MS4A6A"	7.16459523066363	4.65100575388907	6.01302893957111	6.57127103284869	5.61686638552226	6.93879154052885	6.44940290055051	5.50835734005231	4.16656281325259	5.01779054552402	5.98435579348974	5.94490645677544	5.19195737970836
"CMKLR1"	3.89324570309532	3.15870864133109	3.25787884120803	3.51392652021313	3.03122931915932	3.23394786453271	3.42454054298404	3.48408011280823	3.08088445218609	2.86863738417031	2.1570097449522	2.16515623500795	2.74182828907257
"SPI1"	5.71789846450272	6.68596817255299	6.05285601768287	6.01398698377449	5.82946524653295	4.65524591258878	5.66831204614568	4.59543503298958	4.78416892050203	4.68459996083142	4.41935685775859	4.2187501750765	4.75635616597544
"CD86"	4.06953891772183	4.0176101809488	3.62417109705828	4.08499117073477	3.38039006499632	3.54456575353618	4.15212661891957	2.49573608956244	1.99222097276172	2.53150498111728	3.03123373103163	2.60174880431578	2.08666319689987
"PILRA"	4.56614234819896	2.77027299926238	4.33028231119405	4.28103794550019	3.5702443243068	3.73002579681294	4.14419324285709	2.99862247047587	2.15770021342646	3.18552089124901	3.49573736851055	2.49167867998646	2.57394766086885
"AIF1"	5.38905909476641	4.0376194300657	4.86249354577279	5.38001595802256	4.61976806474776	4.75463901661956	5.35341680921447	3.51284631580468	3.4283112584409	3.77034278114896	4.02906410969844	3.77492407618519	3.76596430850235
"CLEC12A"	2.80501482877095	0.827275981420069	1.57650278898886	2.69067186348493	1.72059148952835	2.22875405631023	1.93953878302766	2.06664204583748	0.719789748879836	0.986715279944177	2.26112758656132	1.73156341983729	1.10789873508112
"DNAJC5B"	1.66330134925268	1.30807540701156	1.33081651322948	2.1247268064095	0.667818569744894	1.07507048400931	0.822115418712579	0.970528275197848	0.220775697356127	0.760981807357614	1.92245286693164	0.150569944368413	0.58524716445666
"HCK"	4.20144959215515	4.56718643280405	4.62895144276279	4.73299362176187	4.15352568550016	3.98149193443778	3.98497207401928	3.12482356273006	2.26659466823221	3.76590067773696	3.52433954726895	3.18884556571513	3.27358451678947
"HLA.DQA2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"LST1"	3.79586563106399	4.79033937295996	4.83484771329357	4.76521646970451	3.68245531512527	3.20660649980123	3.79247537181457	2.98145722761488	3.00751666268462	2.6300734176983	3.4655957889636	2.30813804007326	3.45276475826327
"SIRPD"	0.588714875406874	0.133302580816193	0.440010818066459	0.340506440063079	0.14752539867914	0.0779532317342691	0.269924827524514	0.0700058635519768	0.295045886149203	0.496280818849712	0.310007913468148	0.0881912013819314	0.118199964049988
"ADORA3"	3.28598657695273	0.511819182214035	5.27880811269284	2.86180751505544	2.9884283868409	3.25045532910946	3.8758783359503	2.64024146507221	2.51604793515473	2.49280816484673	2.85019734130274	4.2080411730523	1.22037020117555
"SIGLEC12"	0.0471397953081019	2.54862650539331	0.418194266577404	0.154554564836984	0.19023936299951	1.46660101948806	0.520042005846198	0.165030138629618	0.211256465010419	2.00122757174243	0	0.0386374706311225	0.0198786559948563
"SLC2A5"	2.92905526287342	3.75993344353276	2.82401118162359	3.60296158787015	4.25263894338009	3.03113313698974	4.38346238320478	2.30386986380191	2.65394967227229	0.952781589674874	1.34350162995996	1.36666911883316	1.7525880451925
"LAIR2"	2.01200900666127	2.2771188704862	1.72058711203445	2.21300970604367	1.10535625128632	1.47546626449681	1.81407662491003	1.05305501810813	1.08172138658949	1.52552769956239	1.0100937690249	1.1335996912984	1.40882868471132
"IFNL1"	0.138070653723901	0.1690450097393	0	0.423059621876463	0	0.174097647472762	0	0.0275085230054186	0.230509230708681	0.14439792657534	0.0584517873701507	0	0.0734118345396096
"AF165138.7"	0	0	0	0	0	0	0	0	0	0	0	0	0
"CYP27B1"	0.517655153997378	1.21840921134314	1.09889112580627	0.656213524260829	0.898002819138599	0.922004080298505	0.620527763119977	1.47057330618502	0.78489088321341	0.522285798481589	0.762345838820045	0.2521401012191	0.479115161686488
"AQP9"	2.07390761478678	0.0642590200782017	2.887170402104	0.670186806522515	0.516556812604255	0.490596827758656	2.56946192666983	0.631736181787354	0.373206079005518	2.5230136277525	6.13924743356143	2.10037219410711	0.179517419771979
"CD300E"	1.51521286623886	0.956546639314671	1.69385267266737	1.02932424784274	0.590334700296629	0.679534597160973	1.95378857507968	0.883657176434198	0.788081781901508	1.22229142914882	0.659232720713808	0.386048295770659	0.957364524318578
"FPR1"	3.53244912758646	3.75238466100307	4.53830224756233	2.83650184479502	3.94336814054021	3.5813813783295	5.09473433863575	2.99172318576977	2.790042166471	3.5410129559766	3.58338068054149	4.51315277174468	2.89002442613638
"FCAR"	0.807542872368148	0.192052730040384	1.16643908938249	0.597932045920419	0.393903789629869	0.232657687223093	1.14860551649149	0.272723756528294	0.272940487269096	0.43404743015991	0.365808418408211	0.431320216034849	0.0472515661596072
"SLC11A1"	1.85739384802808	0.27265269996994	3.70229737870774	0.842983255376094	2.29140316980316	0.361460139891246	3.41465919307706	0.542435867999351	1.46307310289175	1.63126961808597	0.831375858076786	2.42432285578395	0.717531885883271
"CLEC5A"	1.21430202209155	0.129419794438854	2.46932206919275	0.770454425147373	2.45063985639217	0.606106744763902	3.13583608380827	1.12405677693022	0.842719827186706	0.9050439187257	0.606677209565587	2.02989984880894	0.259699130197789
"C5AR1"	4.05805235257131	3.44182339712934	3.8490785222804	2.25135250304259	2.64958557025096	2.68724885368254	4.15653819311427	2.67658222991826	2.44099736457067	2.37386115494441	2.9122838759115	3.43424256789371	1.54343401696032
"LILRA6"	1.35774904219214	0.274489492157746	2.06072705466059	1.40266761094833	1.12700918740618	0.686166567661608	0.945374351233926	0.781199801590299	0.183434427225955	0.950892015311705	0.443820387885414	0.411084514325938	0.62871434668669
"OSM"	1.5210708440088	1.34247509923086	2.2120852466844	0.815342611559982	0.485429403409086	0.335679329280092	2.74180672130338	0.577857071170041	1.12228839065705	1.53683870625201	1.74357959382556	0.586285806786234	0.424868355551195
"LILRA5"	1.48034009888068	1.40333862810357	2.71937184393258	2.1750502780484	1.5141500404642	1.39601422561055	2.6619433748474	0.758395714756391	1.06766624896076	1.91294105681802	1.31273777111991	0.505261899498046	1.3019329156595
"SIGLEC9"	2.51296764222922	1.01933185395372	2.68547599006768	2.35967296589486	2.03111460574328	2.09013020838155	2.82191629960625	1.43411310189248	1.11484673291696	1.97231033511073	1.84575096697399	2.295326302319	1.29592868941729
"MRC1"	1.58574855533801	1.80671999654575	0.93289154056034	3.72969958833598	2.20590856266485	4.10666657522343	0.894806512667454	1.45168588647002	1.82480857790486	3.38284982579953	3.03997007317744	1.39171273815219	2.41557750715836
"CD300LB"	1.38342505644818	0.823502369337883	1.0492822485682	0.336405083342976	0.465946785383466	0.421908357775151	1.59034332426784	0.59207473971043	0.622046663826307	0.220459977328669	0.3302818808845	0.461474601459781	0.265703325937842
"GPR84"	1.78306895000755	0.427868944600819	1.24526138079071	1.84312158618582	1.79092630625101	1.34506135417552	2.76308539078176	1.04989210185101	3.07974503213782	2.32195117782335	1.03359215036791	0.98669343916215	1.11862219150155
"FCGR3B"	4.1035354060949	0.93084404574803	4.50202820497839	4.09842376887653	4.08552238499347	4.59355695315666	4.81816288823153	2.78260147055281	1.54306028709369	3.46251699598676	4.40588347292226	4.71613489744394	1.88380260786517
"FCN1"	4.79049577283879	2.19265184055955	3.99355209427809	4.53674609788842	1.40837220357268	3.01394010131203	4.79761224643995	3.50651308479422	3.28763777297445	2.37392099618364	3.75332106078506	3.07227133209124	3.98609687596731
"CCR1"	4.40632917603736	3.56292620646784	4.46296516949327	3.99087319610227	3.50938548345639	4.07230735199817	4.13098851060011	3.99961673322489	1.79707940255344	3.86474577700599	3.08764189405266	3.5810981205709	2.56611616027176
"NCF2"	4.67971654136525	3.14414265487353	4.87857331597805	4.48381900116019	3.34263509839516	2.96219918017232	3.81605180843776	3.38148411744357	1.44308145732953	3.15967358320615	3.48646467895492	2.95013429731063	2.42121521876354
"LILRB3"	2.34354000406377	1.39228444651524	2.79354010566039	2.48147849216735	2.34623216962725	1.45017397725417	2.45829275170205	1.47612760569053	1.26547890402855	2.33838875702602	1.55398463499015	1.13114495252084	1.19049160169872
"MSR1"	5.69165978111602	0.773274797193714	5.39976753516748	4.90394208226741	4.94468278230822	5.01522546840838	5.39665957686682	4.01379274651085	2.59304296640973	4.04578368335177	4.20422289921553	5.13605395286495	3.51304852084416
"LILRA1"	1.52345406352401	0.804909337210799	0.886146643526245	0.851542377724981	1.17084482698852	0.8628314311518	1.10862146953067	0.278410651292817	0.114767592089955	0.328321780571648	1.01919020953345	1.0984903027988	0.380235168765521
"BCL2A1"	6.60344608956386	6.97263522073365	6.54980776628262	6.57155395118817	5.11780722945432	2.85780189083303	5.85109187220382	5.96428656713737	5.05579867608881	5.40545635335024	5.97492388884363	4.73941339293609	5.61960228587488
"ITGAM"	3.35849472647171	2.03873817481157	3.18997395901408	2.43479500355054	2.58776581723327	2.10800750299062	3.35367898033639	2.28989051972406	1.3999257472761	2.40547098981829	1.9504646814285	2.81849066010209	1.45943686479154
"SRGN"	7.75772001623973	7.97915649604846	7.06496905210714	7.8432395740965	7.24986720322664	7.13891683634224	8.47627636568869	6.08313676293869	4.70548586430495	7.69049392174717	7.33545288501239	7.13058085854061	6.26469030025608
"CD163"	6.43035971438897	2.01718790605397	4.89889518662828	5.34253518988657	4.88972419145345	6.06247254021314	5.91328198318617	4.64545092876176	3.35789820988493	5.37249073772925	4.19850201143381	5.66804819119308	3.67104988299206
"VSIG4"	5.65182809716713	0.664348121856559	4.97730282323946	5.21153402441131	5.36132973029508	5.47511569557587	5.67274213433396	4.38912278432591	3.62359767721886	5.1965224595271	3.76814726424482	5.73982245575937	3.97607030069573
"SIRPB2"	2.7592442680827	1.67314028892151	2.22252019723865	1.61258133002158	1.49633195657826	1.55523699796171	2.02152769799974	1.36045417878863	0.867494825032764	1.10798240343163	1.62769087616978	1.31478931913695	0.667401684475813
"ITGAX"	3.73538136685499	4.37931597890974	3.44146356005484	3.53943181143483	2.6300874004516	1.9596885608967	2.61965950374484	2.43152000189858	1.11086432413219	2.0911023246739	2.22226514941023	2.47009299076385	1.91443058007092
"C3AR1"	5.1306426314088	3.15333678936501	4.75552054607916	4.59928208298297	4.33158341052422	5.06530733938519	4.65750567512912	4.08827306884833	3.0082036001234	4.06704062473271	4.14339750055432	4.88074184117815	2.95075673770971
"RNASE2"	2.58493605106962	0.307091565548303	1.81372373875057	1.31318779448093	2.45646580124105	1.60166561823323	4.43973947924025	0.993398656581652	1.4943695253478	1.63287076387211	1.8985005388157	2.15751913890997	0.838594426318914
"CD300C"	1.92842907196566	1.27236366075574	2.14220428911827	2.00135549635491	1.63344516060284	1.45804334057353	2.19851458381636	1.28720039743073	0.790746185869529	1.33739997300651	1.17906511534264	1.23465459493589	0.797375785584461
"MS4A4A"	5.61816816388762	2.2356045327633	4.94976135767342	4.71654649783727	4.16294715023383	5.86088212184327	4.81251619473284	4.87755531322728	2.84979314545176	4.72291952776273	3.78129675818566	5.15105308162836	3.42897246575242
"ALOX5AP"	4.9431008475708	6.53084015337918	5.9169829319962	6.0075991842052	5.69761537678963	4.25849631175915	6.49934045675907	4.34179721706756	3.9529299061698	4.40759408662716	4.60161629850514	5.42622449288335	3.99168056214312
"CD209"	3.36230786577089	1.47604981657749	1.33295707236286	3.08764019697402	3.10031752259314	3.43077166560345	2.17643926875322	3.50474749649957	2.04815246784433	2.87745568208308	1.01821611654042	1.50366675457602	2.52163247308655
"CLEC4D"	0.73096117111848	0.0992065861354329	0.430882569600087	1.89545968038913	0.106959040569825	0.0902120675371046	0.624700781259659	0.195256245744027	0.232987321428078	0.371077605222824	0.0961622510290538	0.191071141090464	0.405430415802607
"MNDA"	4.22264229508723	3.96130845675677	4.42130410135201	3.64741813116786	4.22689766588945	3.6491038151266	3.94746044355039	3.22564974740227	2.55402885454891	3.29667911751118	3.83051900979236	4.04615051463912	2.37433842414815
"CD68"	8.39974361390031	6.53637311812513	8.1430489700567	7.70236664813014	6.5779242445067	7.39537989701297	7.50294713551789	6.51465094101323	5.71233439897319	7.17497061002039	6.43283917767973	7.29570006905183	5.87184364850932
"FCGR2B"	3.51350969504827	3.5603603502528	4.20859139032681	3.17978730151385	3.26927557068844	2.36360003635637	6.29822940191493	3.72478667744771	2.9677570037925	2.68808633971007	2.99584718220067	3.02175065147009	3.55232173311162
"MMP12"	1.8718397067142	4.08790406872561	2.53381623372934	1.06495663954936	1.66030344436856	0.93343213860433	0.181445957193203	1.40301406934495	0.10505742464697	6.29899823985738	1.05298270490238	0.0287269206599429	0.184055540260089
"LRRC25"	3.52076166625319	3.03693581367523	2.9539235687063	3.37062045723016	3.14521278366354	2.97143595132791	3.16799691424491	2.23796899873402	1.84844567520728	2.81206072976155	2.26294273167381	2.34841656926462	2.00811214691138
"CD14"	7.48297731978792	6.18208840008882	6.97624332974845	7.91496508362986	7.22771701275415	7.23998510540356	7.93706185240179	5.9313603999575	6.32796395000756	6.80012335282653	7.00514169885443	6.77350848938399	6.86805702899161
"CLEC4A"	3.10081789991941	2.71036894499128	2.54298478685668	2.91095806539386	2.01429458423518	2.87838301632214	2.6952689439461	1.89853536502434	1.59283253761365	2.28564042883785	2.55851867544146	1.62701609932884	1.84443587125417
"CD300A"	4.21500290304753	3.92354855295275	4.0866309301823	3.12231324255701	3.69613295522708	3.23692268404206	4.05007500757696	2.28012489197573	1.93745362602051	3.02451560714188	2.78230895681667	2.78407257565005	2.10671514492116
"SPP1"	9.96242972844158	8.32074189237874	9.52441830203498	10.2751001937078	9.85424427489027	5.91640976298491	11.1405965439107	3.04461181872954	6.90822447169871	8.05554545930326	9.48423180180821	9.57249181162506	4.86092556333493
"CSF1R"	5.82733508182961	4.40102284499268	4.38464735123493	5.15316692386665	5.29535936667116	5.37569631638741	6.0749388733628	4.10526320990546	4.01119146719541	4.55712515028749	4.31194626052398	5.4551989750455	3.92861667355163
"MMP19"	3.17448072467928	2.23812037617356	2.82912701686587	1.94067982633358	1.99108914274247	1.69995355898514	2.36109737828446	2.66613507677933	2.82200198947552	1.94459423979733	1.09370889994381	1.11304367008518	2.39736762386892
"MMP9"	5.20655922580757	7.50866633534206	6.05769719885093	7.05100768383708	3.04789256286363	3.52441979088965	5.44203945541881	4.54025050259389	5.91188328940579	5.25862067861005	2.08767838076066	3.91049283228871	4.04186500159414
