"Pt22.baseline"	"Pt38.baseline"	"Pt23.baseline"	"Pt20.baseline"	"Pt27A.baseline"	"Pt29.baseline"	"Pt13.baseline"	"Pt1.baseline"	"Pt32.baseline"	"Pt14.baseline"	"Pt2.baseline"	"Pt6.baseline"	"Pt9.baseline"
"DDX10"	2.80981879494907	4.09223281360752	3.32173981089873	2.68542552907074	3.43980263222521	3.35036004309054	3.1061271741947	3.33063727285214	3.65020161445094	4.49565679256487	2.69834184671647	3.10489936888207	2.87648747845045
"CHIC2"	3.75581693951438	3.87974496941923	3.47760221222353	3.99682257445898	4.17238350202507	3.52897131749837	4.01404279424343	3.93017434015177	4.02054664877004	5.05769286716835	3.57647376510483	3.12090180498319	3.58059173409996
"ZBED6CL"	1.29713564497764	2.86813359985176	0.938284286135018	2.12628734721889	2.56447694650069	0.920943795661113	1.03998059769088	0.65187509865156	4.43665491576602	0.878450703096664	1.22002342701965	1.18336264539593	2.66823374584033
"MCHR1"	0.269049309338185	2.81979078693045	0.283533051382356	0.263989274109133	0.432024023990783	0.427033808103321	0.763974094608447	0.151682721869202	0.125611430308358	0.624094342226999	0.253816253432875	0.0727132856235994	3.60777415163679
"RTN4IP1"	1.8516710963057	2.62378260075895	1.27829407554669	1.5806930256145	1.62250169439989	1.55160706757617	1.91615558518361	1.69699756178947	1.164966442902	2.24742779883701	1.97058128313876	2.63689370519622	2.45522725574907
"TDO2"	3.64975339940494	3.1347318722349	3.62104377783726	1.35373543087171	0.893697312037003	3.32527342982795	2.48022246108649	1.83960289951408	1.06073224175749	2.46532804455282	6.33781632939702	1.44409188823262	2.17182810312532
"HHIPL2"	0.0267841984619688	0.0824156565723343	0.0117940225784968	0	0.0365543942174692	0.0566649551058364	0.0758512553118388	0.0151271425769175	0.27695873048252	0.0402578418535789	0.0170950959153162	0.038481554895686	0.0529243649726447
"FGG"	0.698363407333899	0	0	0.537376090332796	0	2.91254927508291	0	0	0	0.0246300309394474	12.5510389015533	0	2.15255175422942
"PXDNL"	0.559276432983556	0.118718261888145	0.64590405509464	0.0359840459097035	0.175483211834903	0.0786532788360841	0.384845004523755	0.0762372746279387	0.413623325931186	0.374962114726496	0.0638318944928378	0.719257928507765	0.158797039093875
"DCUN1D1"	3.68624838368716	2.68770572450991	2.98407524740054	2.99463583798803	3.28339066206171	3.7620564196662	3.45931685423995	3.3903753478803	2.11348047806126	4.24577705522251	3.78774587811908	3.86312571471899	3.23146005778984
"BRMS1L"	2.67685186122903	1.28050502999242	2.05401143637468	2.16676685411872	2.12567754862426	2.33914023609274	2.74303233739932	2.60590555948094	2.48329212095564	2.59200008656316	2.77373897936037	3.53385609341159	2.31055679946187
"DTD2"	3.37123125697938	2.38188413957705	2.83381405542266	3.03708609646859	2.90603915433451	2.88314570432875	2.89767413713976	2.56060858235939	2.59038883881746	2.08762746882055	4.01189364896929	3.56415863782489	3.3111361464618
"HEATR5A"	3.02660798224881	1.60919233376998	3.53984121508755	2.68970395304813	3.48326115995213	3.23160597609409	3.13761254147201	3.273579295278	2.68068667312536	2.09421579764187	5.02594569554882	4.81069758391049	2.28119377495263
"MED20"	3.76113631485646	2.97169252894988	2.56745296422816	3.47310370973517	2.68547935407139	3.55587135917283	3.59380790340358	3.19864737291706	3.48686880134415	3.67121410134549	2.62972263929597	2.67837393776888	2.95322239527224
"USP13"	2.02902169142284	2.10182149519039	2.17873535337964	1.69172398072645	1.76755098825147	1.77173771053831	1.81426739368877	3.70895970441307	2.3451380184367	2.9466588171495	1.84344524453888	1.93632133575357	2.27865091036087
"RBM48"	3.73576585520285	2.98943333074007	2.85844855154095	2.931821080258	2.92109065958027	3.49867850576927	3.59044632882778	3.53163098618665	2.87349234509555	2.56089344637815	3.63549902442323	4.04916024697002	3.45308556202904
"URI1"	4.57982277197536	4.07745665240059	4.39957444504781	4.49457561650212	4.52478772596333	4.72570026320782	4.44433245741511	4.69515867847536	4.13574827040367	3.93046296290883	5.0867667851683	4.89726221107368	4.41238523777118
"PPP2R1B"	3.07281839472563	2.88257262456302	1.96960363600468	2.00660322889781	2.4456988978362	2.51678547161621	2.84439569679273	2.6260045104627	3.14766488558625	4.23895496044425	4.48976127574086	3.7998540522373	3.63671161460662
"USP32"	3.10259934748114	2.96621448988207	2.98353633648898	3.2513782582442	3.56674819192759	3.90363123476933	3.34781728720202	4.19025137536622	2.4936345259013	2.94167538697252	4.11716723221987	3.74207629524636	2.81798439766097
"PAK1"	3.47702965301306	3.73934047847185	3.97462108405866	3.79486809985435	2.97231768835268	3.79607855620167	4.18359370025772	3.6410777708191	3.84981916146574	5.19804029337485	2.68506888771122	3.1646085042537	3.07357862161131
"CDK4"	6.11688558504441	6.34012960927108	7.04993565293673	6.28839547817582	6.53591219952037	6.44828565981169	5.64409998463655	6.90012414200625	6.36177537640132	6.72571389443532	6.530787883869	5.98884030768615	6.32473051146517
"TFDP1"	4.89328939457363	5.24390514456157	4.77680673582263	4.65479067142013	5.73003531011991	5.22802017829784	4.77181956789831	5.09616063142705	4.59339560494412	5.66168832728767	4.29916038576469	5.219966139338	4.71508890420009
"GPAT4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ERGIC2"	5.29669600132434	4.74415032914933	4.43813646241371	4.22319083512208	4.66550362961866	4.68106408291673	5.22267320429588	5.31773820098194	4.7966288999781	4.91958321280366	5.12971370017266	5.51514945946822	4.70005679825978
"AP3M2"	4.45567901414882	3.27522462765795	3.86681898118732	3.63095872467611	4.50081161151737	4.03851080793829	3.36364979297955	4.18361354860576	2.43010325173171	3.35628821339046	4.20133588251018	3.44460545152967	4.46860612365873
"VRK2"	3.35360841406094	3.38490080111001	3.3137044223938	3.74128360416207	2.73944309777245	3.61755709143187	4.30883410360941	3.47683529393503	2.22198841016079	3.96100278042056	3.73902177200476	3.35910786849823	4.57154029956645
"CUL4A"	4.10633156725925	4.13828204109446	3.69338659261418	4.51612864127508	5.11072654426834	4.24318921977577	4.17943939145343	5.15392893246648	4.56337781342852	4.15014532965287	4.85757797919234	5.98948078930397	4.24216040802161
"ATG5"	3.42213677294461	3.29586405504361	2.89875784596076	3.30187878995547	3.52335494583049	3.38267486041695	3.79444186062117	3.43887367227079	2.87402968478206	4.02239000816604	3.72887286326344	3.8669623624692	3.28207945692925
"UTP18"	4.7944626557008	5.01935053716698	4.87924750061864	5.03782146543497	5.15516633866683	4.65291952525419	4.60670278991163	4.74016392763327	4.37269445079249	5.5629582508102	5.27548947976239	4.78884489936593	5.23985053138476
"TSPAN31"	4.50419769074833	4.14415244623459	4.04503663132781	4.24606599570685	4.24297970650593	4.63422732112126	4.86362877282154	5.36559806193188	4.25846616060492	3.97291317651878	5.59277693624303	4.00013975431285	4.19942107810606
"ZNF675"	1.9578718927423	2.32760401882803	1.43520719089325	1.74428813327169	1.77050136379414	2.31396556835236	1.69615855591493	1.62517695668051	1.36547978417479	1.01882357773764	1.71646199213654	2.09596491613307	1.63146054562373
"YEATS4"	3.63685659305545	3.92648339951847	3.73945389937949	3.70770699363257	4.4685409608396	3.97501104813776	3.56554843533357	3.7470812107323	2.37264848728091	4.5023051391715	4.76573628526887	4.51151231632917	4.23641990778042
"MTERF1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"PFKM"	4.83795585280655	3.89991032824835	4.47253326112974	5.03757989809696	5.16362955109721	5.23204287475667	4.6236913123535	5.70176389272514	4.65978187976498	4.68671621497812	5.40130279234911	5.00855187618757	5.45135619843792
"PCID2"	3.86532994023715	4.09770349017572	3.35086777410742	4.14400964897018	4.32165395678565	4.44964390629375	3.88065124493096	4.43977271799799	4.24401935501619	4.12515926511305	4.78295366645629	4.83640388251507	4.12328958337052
"PCTP"	3.5264632446689	2.75874448987196	3.44844904731402	3.20486219695224	3.5644086563038	3.29828073163252	3.13205280409678	3.8516940805581	3.52323574464857	3.43064790861879	4.69735404719559	3.7935057716697	2.98711527178554
"MED29"	4.16630571280746	4.15449409904745	3.9371277832925	3.76879833217084	4.34585406463979	3.58304364303912	4.28220254890407	4.18770441400355	4.55011878783927	4.13852780142227	4.14854369453634	3.80449245654136	4.25699552717479
"MCCC1"	3.29442372026824	3.31981010733839	3.31436880091906	2.59928922519674	3.21520176068123	3.75452411098347	3.30173542016981	2.91932673292184	2.06828558201589	4.25010130718811	3.68476825356198	3.07034896621555	3.69730121950481
"KCTD21"	2.82073142159144	1.93122162339285	2.25628758043762	1.99415246392861	1.9761876418677	1.58607535107482	2.59788510059449	2.30481911483939	2.08617572274276	2.31732288348354	2.47789229124147	3.15303272003501	1.4027221768456
"WNT3"	0.376292050549155	0.517998245755155	0.759392356729186	0.113326843432857	0.0589405470275271	0.553975790915752	0.320195821266125	0.119634130535794	0.931956065517624	0.239912456081078	0.805464165306606	0.275117928064269	0.577958554860387
"KATNBL1"	2.83627157238238	2.45142741743241	2.30827349297707	2.45707942076887	2.43346426219596	2.17074870541924	2.98666122340512	2.83648669642362	2.08489425615814	2.91069621037091	2.94937898279442	4.30118521610318	2.29973553611915
"METTL1"	3.8427073584008	3.52565548044675	4.87862481028094	3.92748880161521	3.14791393581019	3.53133155020293	3.85258818353126	4.15481000968879	3.65324349606207	4.49576230777221	4.02421328183256	3.91797588583741	4.38682129080684
"POLB"	4.20527129273489	3.76191285813303	5.06094230351058	4.18208045238485	4.1073572835636	4.3483138731111	3.9378763584863	4.4358152523145	4.03389868208425	3.14343097138002	5.50141685168577	4.2080567849454	4.55760920829185
"LAMP1"	7.32155835690843	6.97984243756774	6.41061416227155	6.96216146057677	7.52364036126563	6.9017538832011	7.48699989157533	7.32316737850968	7.45137598184461	6.81900390043332	6.60682639225315	8.56519920703402	7.15999239701713
"RCL1"	2.69567317858455	3.48692027377546	2.73699985776655	2.81891598775837	3.48603469200352	2.66434174972365	2.17074229708691	2.89765284184791	1.73427823733326	5.86796933801461	4.53556155404406	2.52069504610925	2.50426189852579
"FDX1"	3.01828075601985	3.44715597919675	4.04506285022905	3.03264660070309	3.07187762733612	2.95597019966827	2.76430899581636	3.12799885920567	2.93591417231454	3.62545169171541	3.79813867100898	3.31234134394641	3.40776197792759
"OS9"	7.04634917598172	6.60642149960567	7.19459435743385	7.32641150950199	6.84957399194449	6.66929611149105	7.80130418604902	7.34567579597529	7.29161276637945	6.59980352043132	6.79308953709491	6.78505352621731	7.38721173520008
"GLUD2"	1.89817932414745	1.60178207740582	1.36898341053949	1.07872390692502	0.835375988511768	0.441972085875506	2.49070489548556	3.34261945481509	0.488301108163274	0.35114998962262	3.28952022436813	3.31043101335377	3.07161423977973
"CREB3"	4.12110660293748	4.15400794755902	4.92613229224353	4.49975980105386	4.19548934087175	3.76142357820354	4.28152392936993	4.11530796826668	4.33636908997474	4.86914839732576	4.58244460531499	4.77494778927301	4.62937119268319
"DLEC1"	0.101789834608572	0.05381464396222	0.0468871096072578	0.0957369080788496	0.0387371916806066	0.13290074645231	0.0674375102114849	0.0651274407599685	0.0227770009674514	0.0592746948943879	0.0410564993924118	0.0525953503571071	0.350136245280029
"RIBC1"	0.314628666645405	0.537472012966014	0.426067192608218	0.56420742532078	0.491488336915805	0.514348527722816	0.458849176901915	0.709966382274181	0.818451392765349	0.90748832459257	0.715237970253345	0.319850850534336	0.754329979834197
"LRRC43"	0.193957531634068	0.0555167882413436	0.286644621016439	0.0540915493257472	0.0879764171532568	0.282317622986511	0.308124348426891	0.0819270856124757	0.26638597795975	0.366274648243375	0.0771955464763246	0.139566151713718	0.839738330418563
"CFAP57"	0	0	0	0	0	0	0	0	0	0	0	0	0
"CFAP53"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C4orf47"	0.136600507566222	0	0.49624655555748	0.20330315955209	0.395691852930499	0.235096547048447	0.800425738185623	0.419343103163791	0.810882323737448	0.932012400167839	0.348708894566271	0.106547120307381	0.319222526089697
"MARCH10"	0	0	0	0	0	0	0	0	0	0	0	0	0
"SPP2"	0	0	0	0	0	0.0325235720049188	0.0278977184614865	0	0	0.0375281359348112	6.07606306207	0	0.0242193112261889
"RP11.111M22.2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZNF99"	0.0149529305806866	0.0332761078809739	0.0167161946819956	0.0160478523082304	0.00247751080734074	0.0143934024773793	0.00974187058690225	0.00620004299640833	0	0.0133496912560527	0	0.0110016244326988	0.00435391160096819
"AVIL"	0.799919517620567	0.494736116797073	0.937804248525565	0.370200556748599	0.643105331330772	0.51937684317488	0.751505711678325	1.40438544608785	1.02690626611217	0.811991293383162	0.475238485466529	0.271609736460747	0.73314128329896
"KCNE1"	0.376738238393564	0	0.367660134878855	0.236595478488134	0.0853964411585862	0.123476892381402	1.64513673449329	3.35787288060912	0.729526667932891	0.18011793734107	0.175040374693388	0.289400706376118	0.193530296456402
"DCUN1D2"	1.95619608140669	1.88992516582924	2.02242640745251	2.46066787192219	2.3724144685154	2.21951085364629	1.76598021575519	2.18839617680566	2.09484410354172	1.6942071494945	1.75500718745406	2.19238514399887	1.78828896712565
"RSPH9"	1.17989635444388	0.249205023600928	0.435282412380378	1.23757901398554	0.207329903393789	0.43901455091645	2.43421053615032	0.249178319186945	2.84783860216416	0.892199819718688	0.0981978675276264	0.0947096150491947	1.75728572483305
"CACNB1"	1.1130770188684	1.3737818266849	1.64215627098583	1.52643695249018	0.969443393346505	1.41743938937129	1.22761478829513	1.34743038429223	1.93974562884493	1.51226987590973	1.10168301703104	0.73569459721107	1.53342131425015
"TBC1D26"	0	0.288846367578104	0	0.0477377139886585	0.0115554636417772	0.0301661234760685	0.0114146280918574	0	0.122190171759177	0.00892985554809689	0	0	0.0233840356685389
"TEKT3"	0.261067995451887	0.0957956347353314	0.190438502479459	0.399445111479059	0.0753788039509957	0.0870019199144396	0.131127958809277	0.119037653253059	0.222337185668936	0.00879700853216325	0.218542506759684	0.383987343933552	0.165518121872598
"C8orf46"	1.73347799488937	0.750750552780343	1.6871301331689	4.35494928845222	2.45080743050786	2.00074279669232	2.57462712991536	0.0922181296998949	0.439850759591279	0.142360630674318	3.22655631058397	0.313879105258432	2.01759771046575
"SLC25A21"	0.121068132988798	0.133289821713928	0.327422366766636	0.18431394104008	0.137072421413928	0.408993308539277	0.866570551744853	0.641222311191971	1.04714049346647	1.56093989955339	0.75379705391134	1.66755155906249	1.60130667470967
"NYAP2"	0.00591255467799192	0.0967675848944338	0	0	0.0103388723082478	0	0.00580740621854622	0.0148785678333307	0.0273542310193473	0.00372603690880112	0.0224584380649594	0.0211379458758995	0.365652228507559
"USP35"	1.78605891016277	1.53664975402003	2.64147088676396	1.70970970643892	1.71440379323965	1.94184249867495	1.80640449132591	1.33114625735108	1.94220294340446	2.17916068443178	1.43707856036904	2.27756080039044	1.47683529393503
"HEATR6"	2.3815505647875	2.32402136873742	2.06679357044313	2.29148273904874	2.53479123426664	2.86875392097623	2.42362791822895	2.92586843108654	2.91573313053469	2.35758578439918	2.73313629278106	2.86803282187423	1.80590531600674
"MARCH9"	0	0	0	0	0	0	0	0	0	0	0	0	0
"CAPN3"	4.9505990533229	5.6191253820213	6.42299569806487	7.83022045827814	5.81304362524655	5.90529312900195	2.21429580432886	6.69438574829299	2.07677455980825	1.1349930186295	7.89371107068788	7.09000652990382	4.76350187288005
"TP53I13"	4.22237567567182	5.00253151083273	6.26930811528491	5.31613668920872	4.3027175102606	4.70860662732526	4.39463760810067	4.42116606164703	5.90764540852109	4.46584716226646	4.98157641466171	4.15775517797959	4.94658115638995
"SEMA4C"	3.7198296056068	5.02315331306474	5.40807154000794	3.8898774795277	3.37356121552311	3.87977437107285	4.31549015208801	3.95828126023437	5.62885523286985	4.32186677904515	3.58189953582027	5.33391385190329	6.16539846514305
"IKBKB"	3.94375258042301	3.91235286522974	4.04106333518524	3.65283063558872	3.7593316315689	4.06383510358137	3.79605778440083	3.70486643263961	2.99835980574786	3.26548340481094	3.84197311892718	3.54891127958894	3.79435347818858
"C17orf104"	0.140399252345796	0.0805910863783354	0.0992973591198911	0.108327065866686	0.235805471705116	0.555374936973409	0.212455412802541	0.111671032502579	0.157135573900535	0.188024217440162	0.130158129364682	0.184290451972471	0.110702527473852
"PCGF2"	4.7694120783559	4.06707075041054	4.19087161495587	2.44290104350799	5.42204962410458	3.39126524580401	4.45482403890998	4.74045809550418	5.48907724710712	3.17948875679841	3.91968331339746	4.39510736878049	3.8140273901623
"GUSB"	5.89823979924099	5.15501248013186	6.35719128576613	5.8386959204613	4.86418119118641	6.64581620166641	5.87314754514442	5.94122606093586	6.12252363815545	4.36938970538399	5.29926480907429	6.92989157580583	6.85847217404035
"CYP2A6"	0.131799914136078	0	0	0.0324904240438779	0.0140966559959165	0.293983690559191	0	0	0.0819587080435004	0.0230968423369123	6.98561427485345	0	0.169204756561393
