"Pt22.baseline"	"Pt9.baseline"	"Pt29.baseline"	"Pt10.baseline"	"Pt27B.baseline"	"Pt32.baseline"	"Pt4.baseline"	"Pt6.baseline"	"Pt20.baseline"	"Pt38.baseline"	"Pt1.baseline"	"Pt12.baseline"	"Pt13.baseline"	"Pt14.baseline"	"Pt23.baseline"
"SLC18A2"	1.82958981077342	1.24801255401325	1.51857542309803	1.03011356479217	2.05622280951441	0.671148416247205	0.937728180848664	1.67380288218429	1.57831320845021	0.847390045522196	2.31493284729646	1.65680295357514	1.31506476462717	2.37752220562695	1.61107556747223
"PLPPR4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MTMR9"	2.13779367300549	1.97764993877397	1.78502317595434	1.69965379019286	2.35410089464334	1.94695912845547	2.22825381290462	2.1989294109879	1.6270534654702	2.00875936751517	2.65974192721777	2.65141569248136	2.02086840690723	1.80972311913795	1.86351429915315
"RTN1"	2.18037863570633	1.94898389570926	2.3721288584721	0.770245085562637	1.94383695595544	6.02224573366772	1.24280673989847	1.57423474832986	2.77154017752438	1.83008085949439	1.91711090864094	5.04831030674107	2.92806327347083	1.14526985665051	1.26841642715018
"SPOCK3"	0.0262186865832039	0.0894298788333977	0.0371157293330474	0.298288210953215	0.0156554893295495	0.195532805796938	0.0210131568875259	0.0591470271414094	0	0.0364856098446056	0.0182097770856614	0	0.574260910422639	0.00989999192516351	0.0145588985873971
"RAB3C"	1.91526274136588	0.434897194304235	0.236511599071835	0.0183787959394831	0.0475962489571682	0.899669079292786	2.35506843266306	0.126757624981956	0.80895954284748	0.582124334181367	0.713326736802461	0.0598246309665182	1.65376628310854	0.332344744045824	2.3435797983526
"PLA2G2C"	0	0	0	0.0731943585625484	0	0	0.0972311965469228	0	0	0	0	0.348558207137156	0.0896208560542043	0	0
"STXBP1"	4.59356591641717	3.70628188585102	5.14895036931674	5.59127099841185	6.07243277144228	3.08583252367496	5.18337932069704	4.7394349965141	3.67403121412863	4.57808733221882	5.2518364724666	5.64216147080192	4.81167139092748	4.18435964839982	5.13832710028872
"MSRA"	4.09842376887653	4.34044833007193	3.03917525060874	2.97992015703499	4.61409730477418	3.61124321439543	3.77543513863735	3.27890064222698	3.97797133541656	3.79069906733682	3.84632281012498	3.8073549220576	3.62609448416668	3.41629592711549	4.07387591818948
"CLVS2"	0.00280334531000257	0.0167480528528161	0	0.00754100343609957	0.00654944569188563	0	0.00635750444310156	0.00282885281411426	0	0.00990413279485462	0.00487758366824199	0	1.183318176984	0.00130981956149911	0.00548074047220115
"RIMS1"	0.019109344975421	0.0892022595413903	0.0583636032312213	0.03366191848331	0.00747482605847776	0.040120075324514	0.0466885747085084	0	0	0.0316388245920954	0.0150632539622621	0	0	0.00917505628632929	0.0217614873743028
"RGCC"	4.50600522322515	3.82236305515708	3.47338820001887	3.66360079739689	2.19973358446894	4.57581452384426	3.37278149888489	2.91081803162347	4.60216585079121	3.86191567460193	4.16704073762916	2.10703164531706	3.19123652307391	3.59132635861184	5.29034698816433
