"CAF07_1"	"CAF07_2"	"CAF07_3"	"CAF07_4"	"CAF07_5"	"CAF07_6"	"CAF07_7"	"CAF07_8"	"CAF09_1"	"CAF09_2"	"CAF09_3"	"CAF09_4"	"CAF09_5"	"CAF09_6"	"CAF09_7"	"CAF09_8"
"SSX7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AL133475.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C2orf80"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MOK"	-1.64610187098415	-0.505514814966866	0.778964402620026	-1.45424315389496	1.26235668936383	1.46681841463822	-0.548750497544027	-0.297709825288838	-1.15583421074121	-0.0558433901421992	1.21506529352449	0.331602734077561	-0.595464976987885	-0.381420058589131	0.295522120618328	1.29055314429681
"FAM78A"	0.715246577301023	0.0430959458343069	1.14450724376042	-1.04377145142009	0.983309544069974	-1.04102498483598	-1.11253678227893	-0.849645631724329	-1.06831296824672	0.634509274727801	0.292760065636245	-1.47718806437093	0.78297342124474	1.77140760480513	-0.3821771046847	0.606847310182038
"CEACAM21"	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	3.75	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25
"NCF4"	-0.302952927183163	3.65699511060969	-0.302952927183163	-0.302952927183163	0.584345869954591	-0.302952927183163	-0.302952927183163	-0.302952927183163	-0.302952927183163	-0.302952927183163	-0.302952927183163	-0.302952927183163	-0.302952927183163	-0.302952927183163	-0.302952927183163	-0.302952927183163
"TSHZ2"	1.17148292419591	-1.49184072052995	-1.26799745383725	-0.33451547216339	1.13741143819707	0.909787495293703	0.187147004254356	-0.795009008723144	-0.967102987491751	-0.689259104241149	-0.0575276451116564	0.25946197291002	1.59606663244401	1.46465610485324	-0.349365606576798	-0.773395573473216
"FGD2"	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	3.75	-0.25	-0.25	-0.25	-0.25	-0.25
"BIN2"	-0.25	3.75	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25
"EBI3"	1.202390503744	2.13715709370427	0.283006078857787	0.593146302281279	-0.0997830962741263	0.453702260666225	0.0766399274963481	1.32955308206488	-0.726984700126643	-1.22820975221146	-1.22820975221146	-0.703343563856054	-0.118300061723129	-0.974240432324126	-1.22820975221146	0.231685862123679
"TSPY4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TSPY2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR5H6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR5H14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CT47A1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TNP1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
