"Pt22.baseline"	"Pt9.baseline"	"Pt1.baseline"	"Pt10.baseline"	"Pt12.baseline"	"Pt13.baseline"	"Pt14.baseline"	"Pt32.baseline"	"Pt6.baseline"	"Pt20.baseline"	"Pt23.baseline"	"Pt29.baseline"	"Pt38.baseline"	"Pt4.baseline"	"Pt15.baseline"	"Pt19.baseline"	"Pt2.baseline"
"GIMAP6"	1.56420268223426	0.705725830888138	1.0370594352901	0.267524345777857	0.488309450599363	1.36049572520594	0.777473496568605	0.396049061090605	0.875771810553344	1.71386883984367	1.3326432506099	1.42499851042201	0.936490385933716	0.717788290096236	0.772504334309162	0.237941981725613	0.72435281698399
"LEFTY2"	0.862154345285564	0.274501132599718	0.380485517085739	0	0.166517855438835	0.360297766429227	0.325273401896691	0	0.035995051390891	0.607056727695854	0	0	0	0.474457680372864	0.31983419735211	0.202241651151619	0.146243321280608
"LAMA4"	1.29976795433848	1.80831803875991	1.09766913024094	3.44114849530855	1.69770490719666	1.70730966397719	1.28458754248905	0.528190621736043	0.631378083859058	0.589280853910948	0.77126036404285	0.366493848450274	0.894379509929213	0.60429134839743	0.354043643866925	1.3065670406186	0.464380468804288
"PLPP7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SOCS3"	3.01251279843688	1.33375601622366	2.13537743921293	3.02520461471826	2.18436980765788	3.93416340161604	2.93315051768365	3.35690572026051	1.71666996499687	1.68898729752664	2.31506750375439	1.70877184842833	3.78033627062915	1.38034229641999	1.30803201396962	2.50566234543696	2.54574399783883
"EDN3"	0.00607003072743302	4.30750527110784	0.020267762213467	5.51337842416054	0.100837578170839	0.380449455670214	0.00500307074634157	6.09563842937032	0.00722671655731249	0.00953845157706042	0	0	0.0344029561149108	0.0240868483848723	0.00444941794665587	0.0248476241588981	0
"DSTN"	3.72264368658677	3.78823265886998	4.02598895958953	3.8307985500782	3.54382393069259	2.99528698315467	3.66237882387089	2.63089985579405	3.00024435811104	3.02782015457936	2.65859054789936	3.00712324155163	2.29399271665002	3.45497825069029	4.19461528466408	2.5565612423739	3.61817070982655
"TPM2"	4.75217286759862	2.62405723364256	2.68495996686968	4.19311448707004	2.92991661923338	4.4759673717256	2.91105180215225	4.68539334179621	1.81166023244823	3.08078174747209	4.93823269719174	3.43661359684697	2.5063573280518	2.98247887387669	4.1368077396454	4.83292423636638	1.68966365936123
"DCT"	5.78090410882948	0.102354793385361	6.32633543679334	0.918394936694168	0.00299805389152721	1.40532100749321	0.00159379933471941	0.491291939231382	1.5590603655225	4.41419723289355	1.01489728353964	2.39266775210202	1.13565191485714	5.68854055037219	1.45550551620882	2.12447569418375	0.148650077886783
"WFDC1"	0.251403758625379	0.0349534204696282	0.0504595441859543	0.484775807246326	0.0661460450302959	0.0924621407785258	0.0530794338403038	0.0845852024697589	3.21062076016399	0.0673639333850993	4.87848697274556	2.49163511838079	0.0264945038672068	0.0742733678016902	2.08186724335891	0.205532477809547	0.587453863042046
"TPM1"	5.55955601530981	3.93816453345726	4.70037770868768	4.41071335692645	3.94672390426772	4.65554707856194	4.9026630913677	3.84488220818882	3.30499062329102	3.21336468255203	5.11445819888357	4.66117900080051	3.37597052773331	4.65812186038377	3.39974701911793	4.25706223251653	2.97095969947937
"PAK3"	0.180055178724517	0.0602763592875554	0.0553252063862213	0.061921791591323	0.153155670435862	0.0380802321713072	0.0325674276081504	0.142419377043025	0.0537084683463307	0.0283415391490672	0.0754773607071568	0.0327871652772958	0.230935433239323	0.0534861482538154	0.0861560977437227	0	0.0167147852788009
"PDZD2"	0.045072673771623	0.00870881753098821	0.00957915455101006	0.0292740582627716	0.00756155450659513	0.00807589090736074	0.0081916813071147	0.148912052466182	0.00667696571989241	0.0072460163540336	0.0110922130924812	0.0215626869903798	0.0123081398745884	0.00516998761378572	0.00788459169509189	0.00254683089498161	0.00811484989511597
"MEOX1"	0.569544919977317	0.339475203395689	0.56163517889466	0.0144627087606468	0.0758668641436215	0.119782352159817	0.15798868412986	0.638041752757081	0.020508212108732	0.182760689055735	0.254311866993265	0.0299001345730619	0.376379490496319	0.186579333593843	0.0822226636209714	0.0369445749918601	0.038576903726196
"LVRN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CCBE1"	0.0658870002625444	0.0140902434301957	0.051686587803624	0.0993054433338321	0.0270406867378681	0.0478815003985793	0.362957186417582	0.00780088514964379	0.128471362675943	0.00541382636275544	0.0213822030533572	0.0329123017648866	0.00587226791251512	0.00467198217748157	0.00755469457675	0.0112011353196895	0.042316848915801
"GYPE"	0.192488320444244	0.189869987250805	0.0495258381740043	0.023116253477357	0.0140154995796155	0.0444587291811102	0.0202318080486208	0.25890019178308	0.00169962272923678	0.0460590563214123	0.0513499240663003	0.0493812512343189	0.380057498447198	0.00819230719230425	0.0146433887718823	0.00320197124439616	0.00663043224032231
"ITSN1"	1.55280034896486	0.844492490899517	1.23549385726144	1.68064859354365	1.34936516604154	1.10135552671536	1.27679415989379	1.74754995883081	1.75308888291938	0.734203517750663	0.948211377203802	1.16687935804758	0.679217230126285	0.930045072038574	0.654593873309309	0.513388858425836	1.33567109198135
"ASB2"	2.82057042478138	2.01519981613133	2.4873552987757	0.433016864956047	2.73526016509202	2.10492112618188	0.936054302369132	0.780555868341869	0.575776546978331	4.55586859079927	3.15835449044686	3.72498273383507	3.8265594668429	4.33898960501632	2.37656882306611	5.18781571094181	2.13796860400711
"FILIP1L"	1.78260655596993	0.295915464992168	1.35660232280383	0.54265117357035	0.546737107161144	0.847470203230615	0.535060390487703	0.490303138353179	0.557144803369662	0.247528812738611	1.00362979711351	1.14895269649832	1.32907247504874	0.143662670681125	0.20341423237975	0.358633997003397	0.251055842851141
"FAM129A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GEM"	2.0210649797785	1.36567316710445	1.7401751940575	3.23083096870284	2.69650871208304	2.68319083331675	2.3088955874958	2.06063952615354	2.24530234370277	0.511405942463905	1.75996933091697	1.70910801757829	1.51193734486812	0.751341533827142	0.494332426428384	0.519661129743447	0.956044763389436
"FAM180A"	0.0808492102886086	0.054340377905875	0.113333685423702	0.0492668089698458	0.933789030692355	0.0176307931605411	1.2895349932893	0.0196137047296815	0.0662264890394671	0.00902207704617142	0.0356843862204843	0.00386903704030681	0	0	0.0389481380633435	0.00376017647141751	0.0207901975870671
"KLHL13"	0.0808207671623195	0.474629103790914	0.0166156535899221	0.0939160356685687	0.0138809237399454	0.101833927315937	0.0105323937574217	0.0411551071233219	0.0169925564639234	0.0958935194535981	0.0398348633588027	0.0137711269552454	0.107948992754026	0.763127858759191	0.0118122035474204	0.165047761325639	0.123789680820347
"PDGFRA"	0.944875301884417	0.453069915235854	0.878063473659695	0.493591148322744	0.579045237367043	0.342960839860361	0.838075479226148	0.773880904683629	0.189608918174677	0.0930537633472793	0.171290064538284	0.386328956081333	0.0635307186316492	0.0692884866996094	0.0465696396731511	0.254886870517023	0.124748462625855
"LEP"	1.56806563583595	1.24632283392259	0.161280463863461	0.554693108974035	0.00743417299678483	0.0430635812353129	0.626185010290262	0.027116851233572	0.00546059365059506	0.0105708584280917	0.761388847267895	0.0068276861811679	0	0.0130265898955887	0.0298861568334725	0.0751613544118833	0
"RBP4"	1.01485967122589	1.19106567011988	0.223833711456972	0.193791022954823	0.0654015312825913	0.0587113545627311	1.10903090486251	5.43221814373708	0.0167611384617878	0.0269017633322274	0.734894522927671	0.0386434509979849	0	0.0439202211377851	0.00685369577599083	0.215389701298573	8.33734752027778
"SLC8A1"	3.16972207805992	1.20541210063807	1.57464347503293	1.29372374443798	1.22946595122595	3.01602285791572	2.52883755691465	1.30374344591689	2.52500115267174	2.55980853354685	2.63389295575464	2.81213371479817	1.77324945840158	3.85879132131567	1.79245280916427	1.77968546463934	2.61473826374176
"MYOM1"	0.368414283396849	0.0974834156140682	0.117585222421914	0.0548926761191964	0.020909816940675	0.099037934576322	0.0717524725004087	0.039093639912945	0.0486665410557474	0.0739938622769031	0.255663666459528	0.08089777836348	0.11461990827876	0.110629356260033	0.104597460633688	0.351419761192802	0.805786518295119
"PRDM6"	0.0166550501754364	0.002446873445611	0.0165243041261524	0.0136653548881611	0.0203876635353766	0.0122344474841954	0.00435738028259717	0.00898277015104643	0.0129475355864294	0	0.0103158559584353	0.022852589643812	0.0056879204223388	0.000651298245709884	0.00702106896872341	0.00587418257748798	0.00240228971156661
"PTCHD1"	0.00676556647026382	0.00402713436250698	0.00440659698856959	0.146027546591038	0	0.00500738225181447	0	0	0.00405394848403259	0	0.0388597795052033	0.00929394823302354	0.00482515150747954	0	0	0	0.0290453894871447
"ART4"	0.811040699133978	0	0.818238851115693	0.318538242559727	0	0	0.241880218182751	0	0.357001838562221	0	0	1.15506961678697	2.92356900711463	1.56429127397786	0.079370714168958	0.483266887673117	4.04325995156895
"COL6A6"	0.112773524965991	0.0611882455586301	0.290391657722549	0.000148191109925737	0.0291699473634185	0.00117115484409482	0.0379288790594076	0.0501849592506974	0.011973192247154	0.006599598633435	0.0304092718763961	0.0513712465722648	0	0.0381476386951077	0.00470797120200914	0.0035195981118514	0.00650018134370814
"C10orf142"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NDNF"	0.0397090104446473	0.0339945149091615	0.0129951735436209	0.0159195268540466	0.00118763512096544	0.00977260392433372	0.00241886331758001	0.103700407374914	0.00460562893511245	0.0108145767010934	0.0150326178010118	0.326178194300498	0	0	0.00167393878679234	0.0112433208330747	0.00436559537459602
"KLB"	0.0803301117165059	0.0436622190409626	0.0141769390628063	0.00403364042910795	0	0	0.0971002156395366	0.0138170769083101	0.00115006141029562	0.00181109069071835	0.0033679329779101	0.0302397810778716	0.0256073488032353	0.00415155995843779	0.00634808271787388	0.00490576896426055	0.707323013190471
"RAB3C"	0.1656299179273	0.0218000106843233	0.0412231418783793	0.000817556837972943	0.00279647241266236	0.130381523918451	0.0170530992545766	0.0511794707596886	0.00618331970616656	0.0480420942485294	0.243036003411777	0.0116194947684388	0.0293864093917673	0.254476546321941	0.048765545801113	0.345586694146424	0.0101146326432355
"S100B"	5.99160416700706	6.99212698256573	8.06118839453091	6.35734199237684	7.23851051983535	7.08911427840712	0.360136777057351	0.32070016457619	5.48732876747129	5.13918756724203	3.2088027515163	5.58899555406303	4.48663382105256	4.22602930572879	4.90768679918212	5.64355597295579	6.37272913763134
"SNCA"	3.59317264137115	3.72380748008368	4.90322925378087	2.22232587438552	4.47153108440874	3.52864318515402	0.230631797669029	1.14876807084675	4.79474238397121	3.60989682654881	3.80494363722995	4.48768613909173	1.61942846331147	4.12325897806933	3.97050665048518	4.43984811346911	5.28203122104866
"RDH5"	0.370090341849479	0.255908313772292	0.545954620224508	0.244559344831835	0.969782395476903	0.201340190264278	0.11272001780352	0.260885481016013	0.0867117926100279	0.200045015581864	0.0673328118801933	0.0104443577201953	0.544834010831011	0.296754078595712	0.100583214362092	0.131886868859115	1.72056305668008
"SELE"	0.320466053848602	0.060019989612174	0.213098098215131	0.00154134278133253	0.0648162225838631	0.160108955128834	0.0648440663376875	0.0856381888747456	0.0832067428844423	0.0104097209575456	0.0632299824782876	0.0488083104217913	0.606814373081628	0.00751185930406967	0.031339124930002	0.00427992527244937	0.120857132125423
"ZNF385D"	0.237570689224336	0.0634418308773211	0.34584435644504	0.111743847300677	0.0518400017172938	0.0710217908319851	0.0592351272278896	0.0810941275939281	0.0532419839135107	0.0302488194794288	0.0845953540403293	0.0529024588556888	0.117066526254989	0.00873703573628852	0.0414324578078141	0.0657355807156722	0.0286408282510974
"CACNA1C"	0.108569597048728	0.0293951908424617	0.0474499638170389	0.0407224577835012	0.0310618146495627	0.0318273448238506	0.0238160778477925	0.126529187771543	0.0382859503895474	0.0106210462112236	0.0615473213266908	0.027446686980482	0.0206405331828128	0.0171520174597376	0.0132810383576117	0.0521489946914134	0.00874264901569078
"PLAGL1"	0.614645438270477	0.264965570291934	0.460808726636402	0.718012786114303	0.158402275887763	0.810628381424538	1.15509780712677	0.0462817643593015	0.139590090234565	0.241266844689472	0.302822093439165	0.276551859268521	0.315267104543682	0.0524430580106411	0.1934266214242	0.133436403906031	0.129116078839027
"HDAC4"	0.159747357112407	0.155875892584917	0.458752312851155	0.550199872543301	0.570783374799467	0.221774552255766	0.116635947505793	0.28530360879519	0.340083822780049	0.131381982480707	0.191334538809801	0.0594938414843411	0.165091006420209	0.243607057642794	0.230304176100523	0.331265453502818	0.295705309306789
"ARHGEF6"	5.97738772440437	4.6996635299966	4.42204685606784	6.1913665808086	3.06093889786686	5.68284474709576	4.00844501201542	4.86602476794872	4.6372353219133	5.31526225915619	4.28631122480667	4.90789265018407	6.10891254252928	5.2339479507493	3.81038173288842	3.04285482734149	4.9447095269869
"KCNMA1"	0.747531925607495	0.710864605498837	0.442729449571346	3.03456268998784	1.83736612513112	0.79039353099598	3.14905826345346	1.49371070073522	0.452356677538897	2.14457907758367	1.42605257849356	0.93295414324319	1.26199285653402	0.305561422599187	1.09022235429221	1.01698865748428	0.932983052352233
"ITIH3"	0.70353456511029	0.245477576660057	0.105072041882992	0.109564289548981	0.758478640907101	0.142525468380113	0.161249012823856	0.0716351877775769	0.00574677400551263	1.62945667815721	0.0403152007014413	0.389258292779366	0.885689281301845	0.104229893021543	0.0826732451888151	0.407586482648294	7.06359418429675
"KCNIP2"	0.0544115557898628	0.0650515364918123	0.0659204032241614	0.0240064301789764	0.0476368359701783	0.0331215213823815	0.0663518570744513	0.0191900002170842	0.00680333278446725	0.0202943887284311	0.194341660849604	0.107050541349331	0.127742694315645	0.0644184316742018	0.134380954062812	0.0357913988550564	0.17529223814732
"PLXNA4"	0.066780227941424	0.0204716555859348	0.0189725283385711	0.0957495444757984	0.208468157577914	0.0406857010263493	0.0497730127244275	0.00979798758976573	0.406315050564613	0.0076176633676644	0.0118902447652817	0.499248085814013	0.0198383979951211	0.0435680255873236	0.00516003065503287	0.00497692287888815	0.00504248661247376
"HSD11B1"	0.351750787239153	0.223787575084925	0.25916190647673	0.170115396649408	0.349244484360807	0.306931074569158	0.20368879256512	0.0359785757899196	0.00572128302130894	0.542776717359764	0.117341858579727	0.99445540043107	0.0732274396577393	0.0677448464474982	0.0360799106434551	0.0636925887435922	3.25306988132107
"NIPSNAP3B"	1.98433331446417	3.06455991519016	0.93328131309585	2.53465969478926	1.0608535607121	0.910881901443827	0.857153824005085	0.814727814893246	0.793600843543174	1.28713649117345	1.59241176350673	2.89104914148726	1.50701056947216	2.63889191867883	1.43889942351328	1.20784905130435	1.1385770470498
"CEP112"	1.92723037066752	1.88446421396007	1.84205703037782	2.34236020950585	0.664134626424931	1.78147528686665	1.42583025412292	2.2946839740926	1.29119668150181	1.30522772653372	1.49405171947653	1.71154538923903	0.822803333012694	0.999473894520806	1.26921006996271	0.794074345677065	0.636386042032108
"MRAP"	0.148378107737603	0.690238023526617	0.02855077670028	0.0922713233806687	0.252311629899194	4.3433326363879e-08	0.635464981547818	0	0	0.454518863970408	0	0.168481373316826	0	0	0	0	0.691922553097676
"GOLGA8R"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"APOD"	4.75313542348945	8.37684880021515	8.63389904286218	8.55765819058577	9.9331836119756	10.147664427606	2.80948924476056	3.98667373807805	8.36465255977535	9.28608001456392	4.26479653718193	2.64027982900954	6.83926883152744	2.82016875192063	2.20398568788452	9.63568044914378	8.50435449529823
"FOXF1"	0.0117523034143555	0.00936823656241116	0.169639147898496	0.0446046782353762	0.0593186434363035	0.00887517873876533	0.00807889452378412	0.107621809481668	0.0116521958580578	0.00534564532020991	0.0164413169444861	0.0922446543620811	0.344190453914605	0.00765365326235806	0.00876890294084657	0.00950924202328603	0.0348741429173373
"SMTN"	1.20623692155121	2.00311986165377	0.684388125909956	0.863299582887857	1.5439015158551	1.41673634018625	2.20070310810975	1.56679766887736	0.414649794443136	0.484207330575318	0.822913933018665	0.940295267264457	0.407111458993369	0.354468674821527	0.574382649975574	2.02961190679676	0.476675661223848
"GRID1"	0.0467099169685354	0.00696965283152787	0.0150013976076016	0.0278094551556593	0.0108709080895722	0.0140769825372121	0.00593350401299146	0.00916191814409323	0.0114673308441625	0.00519542232910619	0.0238151872227471	0.0346714490076126	0.00610018987426386	0.0133201224356394	0.0112719212427451	0.00943918905505264	0.0904738429515151
"SSC5D"	1.77028358267573	1.03675760620441	0.958836541456001	0.495131699299199	1.62347165093799	2.4020652500836	0.628016092176856	2.87755153922668	0.711231144930674	0.166695811879462	1.65604910119455	0.336623137604988	0.205038693783586	0.128688534012282	0.309831842583683	1.22686401066461	0.852945512002809
"ADRA1D"	0.0488454746084531	0.009115883163888	0.0364656479380374	0.0196611556305943	0.0267726242645708	0.0378569300446589	0.212343897475291	0.00888444117603825	0	0.00917090483493072	0.0238526297567003	0.0935536732521349	0.00580169500977482	0.0139145940433653	0.0259226078033373	0.00564185697821083	0.00212975627491657
"EGFLAM"	1.02234862917152	0.619542293361932	0.938556744690162	2.58056365198177	0.376258150098526	1.42360644844339	1.65064740478499	1.19530297098848	0.317168189654853	0.293542854066462	1.19124463314062	0.379566570416622	1.33008222038472	0.31201322945741	0.382922887672424	0.609558384725827	0.171677503990772
"F10"	0.119665605070275	0.125938544857783	0.334828417677686	0.0130679228237609	0.0180258940259324	0.00580709375080022	0.0365538735817629	0.0538178129357439	0.0028205031475373	0.0415702743139225	0.0283309528669047	0.082295951075974	0.0564014206225795	0.0232493311307848	0.0117937768381918	0.0702023184705242	1.04339183582752
"PTX3"	0.192378409106632	0.351012337875725	0.933808926600822	0.701663989569193	0.08787310894309	0.749573603170514	2.65584048026382	0.349886820424217	0.0165522394146987	0.0224396213006345	0.11187745932969	0.0774563185338809	0.0490065949805645	0.13552479892955	0.0509087097635557	0.0572262781418293	0.0139138501650834
"THSD7A"	1.88160922384118	1.16541143604199	1.50372985037171	2.42698582243849	1.05821015442305	2.42924708828183	1.1151032743437	4.83128616172489	1.04210607006998	0.70350860076502	1.3078450046585	0.382649124876976	0.877506706464806	0.687450399751431	0.556700005620411	0.149714094887596	0.618984559648695
"PPARG"	0.372316496000769	0.128290877929305	0.13506864206144	0.0545739582856201	0.0511483921820642	0.0558191169112365	0.342170695192808	0.0366638753034771	0.102074592852446	0.139135350109412	0.413488541213253	0.0516517455319051	0.0262177809113316	0.0597194227856879	0.0938334610630733	0.0520858412965983	0.144864471659453
"CTNNA3"	0.0129081179172737	0.0299327339150168	0.00848717136369384	0.131612717620497	0.0133395104097711	0.00731234862129008	0.00666630447587807	0.0322489880562831	0.00378996563123434	0.00130704997297869	0.00205537863005916	0.00463048003395881	0.0101512879555194	0.0122393266814705	0.00585448075544921	0.0127588877299718	0.0177665924068263
"GOLGA8N"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MRC1"	0.444149147304996	0.823681083911833	0.403508316461806	0.766658257583951	0.948684668000693	0.208377470071168	1.47321604619792	0.521319963361336	0.391398345756632	1.70783356820533	0.22397680258681	2.00824464005294	0.5104189887937	0.166638925692279	0.155598288720384	0.0231952283275981	1.24407021402736
"LRP1"	3.95434547364073	2.40669934474818	3.38910193897596	3.23605270228456	3.88103104391756	3.19676850948439	2.75552126773341	4.3157325824206	2.42472774041031	2.85832181440013	3.05409683862016	2.24541528715604	1.15409259822381	2.31722969107532	2.28079300990725	3.62257777412864	2.790841029912
"MFAP5"	1.51953272029975	0.463191412726918	1.25348239498621	0.0808943984770119	0.454112764685389	0.451515005989665	0.293517085327999	0.0141803574596662	0.105880602577866	0.0810637474893715	0.255693589018467	0.00316276850392501	0.0197479165324859	0.010625974831275	0.039355589990634	0.1428480149847	0.00405667325888356
"TMEM200B"	0.183151107227813	0.0882773182240654	0.133834861462174	0.218508827353291	0.102249486735299	0.159432484192085	0.183295176913716	0.541164164874263	0.061080842877244	0.232829176239281	0.417920486945852	0.111541312060603	0.222951591181305	0.0427440355213185	0.176151873340212	0.187347869723082	0.0723514805691206
"CAT"	3.13804499457235	2.87502280935789	3.28835887416788	2.45744789037055	2.19666980705752	2.88502571659229	3.40413820519453	2.09040820528183	5.64778456765079	3.50444561562685	2.51726539079615	3.15549092580236	3.67235920633285	2.92705083463466	2.55343710856696	1.85174055421417	5.06993480803605
"GLDN"	0.222147560080886	0.140357708134001	0.165361246642678	0.062939027143997	0.0572582113030477	0.0980806108032825	0.0238275214870915	0.0974123178046169	0.0362579330984282	0.0676234213621788	0.0962219870763179	1.06104436756202	0.024278981534064	0.0788651682303671	0.0262040038489068	0.00150934921682205	0.0183436028274234
"CACNB2"	0.0719700502279605	0.0260951145631851	0.0573368512850195	0.092638374511929	0.0337898644071836	0.058005280163113	0.0347963446771038	0.0967810024608681	0.0203937426204138	0.0471948068252271	0.16342520374411	0.100535136157561	0.0884305838371142	0.0390703523998402	0.0279929940986359	0.0360351726573546	0.0514045415424942
"GNAO1"	0.104471132215209	0.587925791358978	0.378084987240191	0.0627975018934672	0.0379956722821774	0.0331849652501441	0.00989663038621295	0.0319016028548912	0.275896911528532	0.402244308551871	0.217302079155393	0.358666431241448	0.143101194527217	0.233360482734416	0.291441342094167	1.11545758932646	0.854105926625253
"SERPINF1"	3.58552813491906	2.7322616093475	3.4288255656265	3.31461815945262	2.52615902248636	4.25914359210618	2.5574683944117	3.82121005824689	2.0466100091716	5.92817136842416	2.40949384286249	1.3634714481451	3.17118562438563	3.36115204041765	1.35743888248961	4.12702291615954	4.07705792009149
"PRX"	0.0942139506890888	0.0664505574139538	0.0783426349791116	0.0987863793153462	0.12420804941037	0.103075344739317	0.0764511141063211	0.331580922870668	0.0291140411933547	0.0964111569455453	0.0731994804930287	0.107017257576309	0.0524615033290111	0.0264326437584838	0.0645481993725644	0.196730041801712	0.0602483869405298
"LIPE"	0.384523594521706	0.420410523517885	0.111586740887303	0.0644270992923641	0.049156142207711	0.1088206154266	0.272806064727167	0.177841697666655	0.0511511855703256	0.0857372670065048	0.149544387372717	0.0502966184822806	0.405865281574692	0.0261559619610663	0.166212958317096	0.506652385942132	0.0509770467651984
"C10orf10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LRRK2"	0.198377707871462	0.836285062101577	0.105200304400233	0.0744205952139821	0.0319252218398866	0.231062517110376	0.0336604495045438	0.0414866322200512	0.164013948400232	0.229221218760307	0.11587319471873	0.50807940881652	0.198792617959172	0.0999096347922108	0.0466096825709768	0.035695746854991	0.116310290568439
"TLR4"	1.74857750339019	0.411368234154154	1.06533045936303	1.17266724021041	0.575260035826949	1.03034047717008	0.722879702509773	0.261728712212143	1.5042470129812	0.913515427745902	1.26026517321091	1.31104761432284	0.893575870716603	0.887939639994978	0.806639479200644	0.169485071273464	1.83052273139788
"ENPP6"	0.0389381266363808	0.0885447352870795	0.0110238411484834	0.00246850352285254	0.00252919818842615	0.00769590592616157	0.00535905418188033	0.113115225283787	0.00387104166124857	0.0239368351199497	0.0106893416109501	0.0238529880141332	0.0350533633761693	0.00802488573670152	0.170857219214537	0.00216370005784063	0.0160353032342902
"CD93"	2.34384789076317	0.969775636929997	1.87664624146382	1.18292977609279	1.12014743672602	1.75181046091338	1.36517591325543	0.946353584243294	1.61287221428931	0.717338702309226	2.24299274418	1.31555316722529	0.732407250495683	0.932774225543238	0.77641794178057	0.402076683681243	0.783714704327838
"CSDC2"	0.0864743155849417	0.0210589976339064	0.0147829258795866	0.00147041559977863	0	0.008383512496544	0.0140455846525245	0.107414377490133	0	0.00329347015105082	0.00320785793275387	0.0275116285364516	0	0.0522297359273329	0.0104806931458743	0.0376565641894512	0.00112765705325582
"HPGDS"	0.1712208879331	0.119790024983929	0.288647644206109	0.0707685141913143	0.055500567952686	0.0596713325534139	0.12217520156581	0.0101669166842538	0.219875973291048	0.0162908530601242	0.19222491107275	0.0410733289988657	0.00636990752130416	0.176996231263509	0.0369187527342929	0.0574892659763312	0.0872948117896615
"MT1A"	0.179365721264401	1.89374633578035	0.142901212103572	1.53750972629069	0.102523746833665	1.03321663867565	0.519748838229235	0.700955436969139	0.0384498783948117	0	1.08347798446085	0.114250520509823	0.0868423073407019	0.0470354091466212	0.581102004839352	0.0500604621631185	2.55793665609355
"PRRT4"	0.0627063060822001	0.00505535520504142	0.00247724142883939	0.0145423996010159	0.00355032254798482	0.00120890276324001	0.0152974551036869	0.0134475990773482	0.039557068642486	0.434670241439722	0.573358182274294	0.038838150679481	0.00266047442048748	0.290934385391518	0.608140778223457	0.314564853362451	0.00365667495268709
"TLL1"	0.0956480166117574	0.0306040138844054	0.0901064917732092	0.0078295465145102	0.0433381020031855	0.0118049803379805	0.0410265524468137	0.0379692502039849	0.0157690080783874	0.0151869500654793	0.0288432993241051	0.0251894433118999	0.0290849426151482	0.00345477442323447	0.00511176906197311	0.00670577849678041	0.00139267096717914
"GPAM"	0.508490884403237	0.380820638001338	0.589668395735948	0.323214715632376	0.463253821195043	0.230463712491029	0.743810572413645	0.209551752444791	0.439293963404613	0.370475730414754	0.265290803776228	0.59413404944296	0.16608132625985	0.501588587309008	0.709821376672727	0.342089221663316	1.62546186762998
"MTMR9"	0.199328063437302	0.171501812642268	0.309510665180694	0.13575598336008	0.310696608200521	0.181118475197088	0.155958918542312	0.161239676404936	0.222466333272141	0.128777754781069	0.160824257717993	0.150852602688946	0.169007071696671	0.228297616777778	0.0900049651553731	0.0500113653092093	0.249546304311589
"FRRS1L"	0.000765626130053647	0.00378147313266225	0.000951997996870835	0.00287139044999664	0	0	0	0	0	0	0	0	0	0.0137346895118571	0	0	0
"IL17B"	0.270758282010059	0.775652313169184	0.107549447534553	0.71335869703182	1.91315245514909	0.0106967953194335	0.0108163130190944	0.263963862074522	0.990993110384383	0.083474545158178	0.0357631165780016	0.0451500873645385	0.0530242954083809	0.430725786816054	0.122139677115693	0.0582396920224766	0
"ALAS2"	0.231950166689193	0.495119603881313	0.843372592066938	0.256712684544134	0.25255214494684	0.0282639944550199	0.0674053856178045	1.09288804294331	1.67645922979906	0.281131571616642	2.59268306079429	0	0.120651000868529	0.594850204899364	0.089024282477782	0	0.107524915364659
"FAM47E.STBD1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACSL1"	2.22423507520153	1.57917155105994	2.27370763662796	1.85900822139876	1.26710742657895	1.75891040064087	2.14515693526644	0.437571327168847	2.40584764300636	1.54053551329559	2.47496437243602	1.83840676539416	1.27956533389087	1.54897199391856	1.94878954460138	2.08127560180319	4.61156336600305
"OLFML3"	3.87472468613858	4.02389221569148	3.84790526363811	3.43700949430512	4.88191526377743	3.06634073585419	3.93728636404684	4.36335845311294	3.51297511218482	1.72397212086787	3.10118729359982	2.70794702619836	0.755094122366571	0.948191025475413	1.96873171797367	2.75446083367659	2.03642616923075
"MS4A2"	0.487838044178598	0.0622084404039983	0.400127255967907	0.0449423230155886	0.1024598470748	0.110143578454392	0.150865473085535	0.0291940046955651	0.00304552158244233	0.00790831959354559	0.0470747923510026	0.0301602313339738	0.0149634179045443	0.00908447746157663	0.00765991157627466	0	0.0367852649361241
"KCNQ4"	0.0365678847514996	0.0472716065074125	0.0264010211819792	0.0309967568037072	0.0127703630318646	0.0090560524227196	0.00709868881838288	0.022129111379959	0.0173822884113971	0.0694513667555387	0.0724884911688068	0.326436856678648	0.0154548045256388	0.182225060312489	0.178253980602353	0.149428943177626	0.0107818710730388
"TACR2"	0.0104703393094134	0.00982440086330145	0.0127953618975602	0.0158261814166798	0.013356175443204	0.0072729994307406	0.0126766734739694	0.00405020049598188	0.00902551875485213	0.0234374993655597	0.054392810235044	0.083663407106615	0.00620227884051889	0.0322536513228403	0.0732589829063411	0.0749826516361635	0.0521569749549816
