"Pt15.baseline"	"Pt19.baseline"	"Pt1.baseline"	"Pt12.baseline"	"Pt13.baseline"	"Pt22.baseline"	"Pt27B.baseline"	"Pt5.baseline"	"Pt6.baseline"	"Pt8.baseline"	"Pt10.baseline"	"Pt32.baseline"	"Pt4.baseline"	"Pt20.baseline"	"Pt38.baseline"	"Pt14.baseline"	"Pt28.baseline"
"HAND2"	0.00662423064665851	0.0692520776386804	0.0776565739501687	0.0532645231194235	1.54856513989733	0.0797739034984021	0	0.0412743043560651	0.0205620213348095	0.523919316193824	0.428759975519545	2.34315357703961	0.686821213030874	0.0250257948978404	0.0267641841623776	0.0635724882172054	0.00847076248255796
"FAM180A"	0.0389481380633435	0.00376017647141751	0.113333685423702	0.933789030692355	0.0176307931605411	0.0808492102886086	0.0223758819674629	0.0624644791515485	0.0662264890394671	0.115518943971372	0.0492668089698458	0.0196137047296815	0	0.00902207704617142	0	1.2895349932893	0.0184957090249348
"ZNF781"	0.122617234308861	0.0053887087282148	0.027358180832954	0.0270261804012303	0.164676390277459	0.0812208327612002	0.120268147384666	0.240318030737959	0.0190553919149429	0.00953500837968003	0.0794654313697447	0.0285139550716301	0.0807005421627998	0.0845930485414175	0.0652661235176475	0.0282265585919259	0.0410532201016668
"PGR"	0.000407694572012597	0.00384789119225427	0.013050172695975	0.00296714743921042	0.00420578852349944	0.0235352035612903	0.00363278423325322	0.00032434954570743	0.00349319940936368	0.00209260013266437	0.00193834633450405	0.00410845251518116	0.00306677565967595	0.00254112312687308	0.00252600930294888	0.00914309181622722	0.00374808125546616
"TLL1"	0.00511176906197311	0.00670577849678041	0.0901064917732092	0.0433381020031855	0.0118049803379805	0.0956480166117574	0.0149839877190883	0.00547802889893042	0.0157690080783874	0.0130648103174927	0.0078295465145102	0.0379692502039849	0.00345477442323447	0.0151869500654793	0.0290849426151482	0.0410265524468137	0.0399597434941271
"CYTL1"	1.38970964864694	0.0636319335413588	1.05092203445223	1.01522866629488	0.664066049214569	0.271926797990152	0.0328585302872265	0.0479554355330128	0.349154812931809	0.708340759495727	1.29224910671465	3.14763239310134	0.0228259048040082	0.0381006894217049	0.182044702796452	0.0542345826417043	0.409219111020986
"ADAMTS5"	0.0511469025880149	0.0427993437649541	0.568285212354618	0.261531925739355	0.583903470831686	0.647962684594958	0.132037754813635	0.0515965965133505	1.21982923367658	0.127740394977002	0.658174586888726	1.38162523579217	0.170046350839733	0.0459824123120081	0.0430847145566233	0.198242233233977	0.243491825549913
"SLMAP"	1.89541378171723	1.47021634718178	2.26699533829355	2.3933418711909	1.86934570806604	2.30307373162685	2.30274488180277	2.28215894717594	2.13972243181207	1.59603880975277	2.21503266859535	1.24727360427373	1.93427854786846	2.07352400541695	1.94273444783076	2.51128096730628	2.60787570628758
"EBF2"	0.255015828573876	0.378379549503172	0.718957563829374	0.597554565530972	0.268505968688847	1.07886209024897	0.125078936386977	0.0539587656485393	0.331948201961361	0.238901887157217	0.182673941726137	0.194950348368721	0.0585191907291655	0.103604995602263	0.0423193495171255	0.162804927899791	0.105900866911614
"PRG4"	0.00592084155270144	0.0667646027502238	0.263505371382721	0.0949572341562517	0.0133597552212538	0.261050149089134	0.00919421351775091	0.00286602250245316	0.00141359958420596	0.183246899030398	0.154535223796778	1.10804009610374	0.00174424460079327	0.059080113412262	0.0134580053879929	0.0336763427185085	0.0883862474534376
"AC013461.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZFPM2"	0.0194058469989832	0.0252573424042932	0.0716299425096894	0.0352071164288133	0.0428488237224136	0.151828053554394	0.0517822461053462	0.0101009464599587	0.0385205661327858	0.118021441730208	0.0193155724720867	0.0595682871873343	0.03164550075666	0.0129950074252689	0.0737053417056178	0.0339188087549356	0.0162220880068392
"PCDHGA12"	0.318413575835076	0.157136249726727	0.148553807204337	0.346381521255748	0.0767649337214726	1.18801367748798	0.11602307795307	1.38689280683092	0.0536533756805708	0.0909680433923973	1.69803590884046	0.0540517998758957	0.685732019876676	0.855478680888602	0.451415261962672	0.953279438691442	0.105403228623802
"HMGCLL1"	0.000329230740735822	0.00222053157046933	0.00170388795584394	0	0	0.00136625346514049	0.000548316470044113	0	0.00141354710360586	0	0	0.0104444693826078	0	0	0.00982779058391233	0.000880767446682056	0.00166739321574684
"PCDHGA9"	0.0368966640225126	0.114242244415551	0.206771953085529	0.0917783602857423	0.120004935772967	0.267154048116229	0.138825855366712	0.372152307878398	0.0778312550824687	0.0577293195242496	0.116436347562244	0.0240290075025509	0.0775457850925069	0.0230444431683997	0.0967428954033431	0.137561117203512	0.163022417270374
"TMTC1"	0.139977002800754	0.457552309621762	1.00436383444696	0.217695643116739	0.196251429385982	0.444145080309247	0.034466102410022	0.140924136537976	0.233056872236134	0.645735552189282	0.577630353749145	0.654616344405808	0.264989500771385	0.491781951328415	0.114470217478686	0.0959532225721174	0.33461706438316
"HIC1"	0.125438060991479	0.599770924830068	0.278333503750349	0.179737646910687	0.116754874094537	0.465726020784686	0.134383696379365	0.0146058898791195	0.0387087422298097	0.169305770315847	0.0964975477680425	0.567648069065422	0.0677039678254111	0.226451221091373	0.398978351842603	0.251267209338563	0.0783937374420489
"IL17B"	0.122139677115693	0.0582396920224766	0.107549447534553	1.91315245514909	0.0106967953194335	0.270758282010059	0.0157584289577885	0.0208973261141826	0.990993110384383	0.0765581354147546	0.71335869703182	0.263963862074522	0.430725786816054	0.083474545158178	0.0530242954083809	0.0108163130190944	0.229584843461147
"PCDHGB6"	0.0189787941567884	0.0653314723197655	0.16197358940878	0.0612250053562731	0.104252635070724	0.141140990773683	0.0424331548675425	0.0759916661656967	0.0602916106160443	0.0568032903828066	0.139489242848846	0.0562536283534886	0.0514762503099878	0.0466114271265234	0.075253567875309	0.108684139933611	0.123743084772251
"SMTN"	0.574382649975574	2.02961190679676	0.684388125909956	1.5439015158551	1.41673634018625	1.20623692155121	0.481942179021242	0.938698755568104	0.414649794443136	0.565676204908484	0.863299582887857	1.56679766887736	0.354468674821527	0.484207330575318	0.407111458993369	2.20070310810975	1.44710816043214
"DNAJB5"	0.558934870303336	0.734259259591633	0.454938922396363	0.901817871762232	0.646871299262362	0.656953974563736	0.366107866017536	0.339666442789262	0.605253024085496	0.435099489370294	0.398247163753437	0.284239531066819	0.515261247252407	0.576603228914198	0.423751805577681	1.05242425724329	0.568935091567301
"HGF"	0.0877802332835898	0.161726726303654	0.124913721432488	0.252647123560626	0.846773887230182	0.363467361566154	0.0636673550905084	0.100596234411207	0.294257235342387	0.207575176723614	2.03080582415881	0.322271041789135	0.222968527029434	0.109273451206419	0.0366204470306508	0.15440367560786	0.0381978675566292
"PMP22"	3.74003273768029	2.93422904339568	4.04342180449067	2.39060281462403	4.30928201599854	3.06846125156688	3.42201928039898	4.20027539729241	3.49186106539564	2.4453121692469	4.27030442220943	1.89840164773231	1.9858495515011	3.64298437983543	2.07256764337728	1.72926764432135	1.07821948097378
"DSTN"	4.19461528466408	2.5565612423739	4.02598895958953	3.54382393069259	2.99528698315467	3.72264368658677	3.55531711797866	4.98666559986984	3.00024435811104	2.83147223921233	3.8307985500782	2.63089985579405	3.45497825069029	3.02782015457936	2.29399271665002	3.66237882387089	3.70872650115407
"LRRC32"	0.634709862389693	1.74134736370451	1.42672764721616	0.757525654167048	0.827794999913383	2.0472976149101	0.325318597488804	0.202937887061905	1.16108905305122	0.850896333446773	0.785036969062919	0.533176033877324	0.81209865943283	0.424966291310513	0.391114520917222	0.910981117060091	0.755084309038191
"ALDH1A2"	0.107409843494908	0.0832293438815826	0.0608761153780736	0.0487060100443444	0.0430679160192243	0.10687218996066	0.00200737229713866	0.0728531114423787	0.0873694093281127	0.099999250606669	0.778031393313935	0.539982181690671	0.0337552904536578	0.0344271191976466	0.120941520809524	0.106355544308999	0.0402554170407337
"PLXNA4"	0.00516003065503287	0.00497692287888815	0.0189725283385711	0.208468157577914	0.0406857010263493	0.066780227941424	0.0112060463751309	0.00220463773713154	0.406315050564613	0.0287547038384572	0.0957495444757984	0.00979798758976573	0.0435680255873236	0.0076176633676644	0.0198383979951211	0.0497730127244275	0.0191655847162109
"PTX3"	0.0509087097635557	0.0572262781418293	0.933808926600822	0.08787310894309	0.749573603170514	0.192378409106632	0.019389559761388	0.00663139600286439	0.0165522394146987	0.595313981333302	0.701663989569193	0.349886820424217	0.13552479892955	0.0224396213006345	0.0490065949805645	2.65584048026382	0.0990131698884379
"PTCH2"	0.043241753207817	0.0572467431359022	0.0350350373219152	0.183028442512896	0.0273843075514777	0.0982183295781759	0.0246616230346414	0.0027649775668753	0.00772515075945089	0.0332052857639886	0.0156936492911711	0.0608870914935113	0.0213225775795005	0.0544968646373309	0.0417370623839398	0.0489267746862157	0.0234419923810604
"SCRG1"	0.402283191170229	3.23855058977414	5.9247101915752	9.58804668996953	11.0177170269578	3.75071767059209	2.14998438255508	3.37904138423911	0.122958729000166	5.31019799696501	7.98653945689749	2.61346448160339	3.16463350204991	0.368014580818976	0.386517967651842	0.468765320799743	0.720719834642969
"APOD"	2.20398568788452	9.63568044914378	8.63389904286218	9.9331836119756	10.147664427606	4.75313542348945	6.21456961820754	8.6526296025725	8.36465255977535	6.17977391915496	8.55765819058577	3.98667373807805	2.82016875192063	9.28608001456392	6.83926883152744	2.80948924476056	2.8824156086989
"ZNF385D"	0.0414324578078141	0.0657355807156722	0.34584435644504	0.0518400017172938	0.0710217908319851	0.237570689224336	0.0138826858113195	0.0161352753137397	0.0532419839135107	0.108750309273212	0.111743847300677	0.0810941275939281	0.00873703573628852	0.0302488194794288	0.117066526254989	0.0592351272278896	0.147682031130276
"PLAGL1"	0.1934266214242	0.133436403906031	0.460808726636402	0.158402275887763	0.810628381424538	0.614645438270477	0.14265133230218	0.0199824748786327	0.139590090234565	0.134606896094864	0.718012786114303	0.0462817643593015	0.0524430580106411	0.241266844689472	0.315267104543682	1.15509780712677	0.467829608276986
"CCDC136"	0.0271607602695516	0.306271944847487	0.139619906357305	0.0434889976096283	0.0141238010054302	0.0227734324518805	0.00546776153502322	0.138059593988178	0.0500815640701714	0.130007778283345	0.038114518986018	0.232896340264069	0.0998650852788437	0.0257940360923613	0.0691576416151141	0.0219099539213221	0.00870749545253181
"AVPR1A"	0.129016062025837	0.0148833362674454	0.234423005052543	0.14146236380658	0.278987708124786	0.727093172623534	0.0575028953195069	0.0176890407606761	0.0594301064835364	0.118338873315518	0.201930385565178	0.290347813942439	0.0361971216345099	0.0552532641121271	0.0222512490482706	0.197920091246618	0.212479881483167
"PLPPR4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"WNT2B"	0.0973350960253554	0.0518946738052254	0.0988637320563325	0.170018955628102	0.10425235021327	0.084585252118972	0.0717148488929034	0.0228164756438979	0.0751637722620477	0.0589948438436755	0.0489494285626364	0.244158473024542	0.0487479642958249	0.0424278089919753	0.195242949786561	0.0950468112941752	0.189232674273569
"HAS1"	0.00786718293800399	0	0.134778140206381	0.0280049460063031	0.16230436260018	0.214877876733651	0.0110771416994132	0.00529102927692716	0.385919570627217	0.323640365146772	0.582692472352231	0.0890835110697895	0.00156285958930481	0.0101992437297764	0	0.0948808025085148	0.00500765539070844
"FLNA"	1.3132682798693	3.56240632103571	2.09633945906344	1.53645148475922	1.57817902705839	1.97625846720552	2.55257287380629	2.60585390843461	1.7761794778007	1.82817098064449	1.273493950844	2.09397722580106	2.09443555230738	1.71017034965183	2.06254004202944	3.23344197560968	1.60606756456384
"SPEG"	0.178187558287574	1.36232447370613	0.295280148993681	0.0865569321720888	0.31554367317751	0.454316975862592	0.00661150405885431	0.0911654948050129	0.0384872015398131	0.923498078342414	0.418410197948003	3.12738146947526	0.477088413026627	0.193653865558335	0.155077388191002	1.21821931903489	0.505145220073299
"CX3CR1"	0.0434258372343926	0.0541233028513103	0.269628372904704	0.164329885157797	0.255886747871453	0.372090099583681	1.59853032121968	0.00622503740989824	2.35164856095827	0.0829059013159859	0.0873891533265646	0.133429339826662	0.62538495123472	0.141627118162605	0.192760134070949	0.123740351352924	0.233999525449411
"KCNMA1"	1.09022235429221	1.01698865748428	0.442729449571346	1.83736612513112	0.79039353099598	0.747531925607495	0.431825112768613	0.599298343996056	0.452356677538897	0.727399273074717	3.03456268998784	1.49371070073522	0.305561422599187	2.14457907758367	1.26199285653402	3.14905826345346	0.282826507995156
"CAPN11"	0.0731491007643266	0.0537244548937209	0.438765056875658	0.414792889608468	0.313630640029265	0.58306305410008	0.0985215205785232	0.712667212094487	0.142233546994575	0.0773524094082564	0.117961080684836	0.242537481073312	0.172381237515603	0.0844029238178204	0.0968692593594604	0.741110405525031	0.356087883294194
"MAN1C1"	1.19486643241462	2.28763463481959	2.09880740265098	2.50934224581066	3.57265618689359	1.95028160999024	0.510088168446916	0.615760335471015	1.03583404111441	1.8645633550943	2.11827334555155	1.65695589450806	1.97768164843008	1.4678662758832	2.15201372055503	1.93562857887286	1.4224973708276
"DOCK11"	0.195686433264374	0.174785648673469	0.482642522207424	0.298697599263715	0.491401429305073	0.711679220376097	0.281755164778589	0.32059568535311	0.295204841599181	0.227197738674984	0.389441052571623	0.190832757271244	0.434155689422145	0.512695255070239	0.914552333894456	0.482270213622652	0.334446538847248
"RASSF8"	3.75970753274763	4.03094750077574	5.97033426490423	6.94819344807257	5.80379727285061	4.43720262350764	5.33334906009354	5.6887774982186	5.66281131258744	4.05542960472808	6.64307594459447	6.41503002121526	4.65043713311781	3.16487372363383	4.15569654189242	6.67621069391783	2.08504782569254
"NGFR"	2.23697842730567	3.61315448836722	4.92122985193313	6.06847945685177	4.6949445606641	4.06374582962408	1.19738695458477	0.0811246659319114	2.65116943591359	3.19789316878638	4.14533388221601	2.08167454835612	2.25429190215641	1.50271310022855	3.95004237331249	1.56770752493275	2.02668896797308
"CBLN4"	0.0179845638783511	0.200231542610771	0.00825881501464055	0.141426325578626	0.00863590640010422	0.00555832864217716	0.00233422804858405	0.00830037651472487	0.091170711420941	0	0.0866202226349142	0.00996527291163365	0.0131957299169046	0	0.00286242514710132	0.000936429634078083	0
"MSRA"	1.32023314611358	2.08307697066326	1.72794728991355	1.7099194490421	1.53919604202359	1.88720330408563	2.40717770886979	2.0108364379096	1.35189952629393	2.74983569454163	1.11195748988957	1.47752432772363	1.70846907875795	1.82120184575523	1.59772773649548	1.42937737167943	1.35438269180803
"DHRS12"	0.293747095291732	0.356364248529115	0.270768386590422	0.11069688760332	0.266611852257127	0.352040612862053	0.523166728769776	0.557875128502821	0.487059256206859	0.269353341750782	0.0991508631669802	0.343956369335409	0.399213690453743	0.435994620884877	0.283723544839116	0.0886413625235666	0.22952845668959
"ACKR4"	0.789556207754916	1.16795378082058	3.64052282846776	2.16331131509102	2.74102363170689	3.99831517415151	1.49095723626898	1.02464680369417	0.704256205819336	1.47916385859261	2.08742451032782	0	0.929584631753046	0.961442202142115	1.72432058160746	2.51333211325438	4.63217725917045
"C15orf52"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11.724O16.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HLX"	0.537791517879983	1.67807075250833	0.37312042523313	0.190753805503629	0.287909682469761	0.41086067840507	1.43629972653646	0.159589241505281	0.127312465632315	1.04401558499023	0.183804925773948	1.53559507538798	0.525736708023881	1.34579475525296	0.431590031578936	0.353262261391609	0.316943008602699
"KIAA1644"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PPP2R2B"	0.00701133996923041	0.00980686310333293	0.057650104520547	0.0154744133712874	0.316268992536469	0.0934541612020862	0.00508692884972776	0.00839602565305246	0.00306524846185455	0.0256391426298513	0.204594704645882	0.00765939915968512	0.0158542468301979	0.144114633152322	0.0863019614916012	0.0122457195517827	0.0338329012384593
"CYP11A1"	0.00794418803807264	0.0437468305154664	0.084950187032339	0.0149206216631835	0.0148575020300478	0.071974524015582	0	0.000966307000099233	0.00615804762715055	0.0443905222995017	0.0416264331725072	0.0580843179275304	0.0751191555583853	0.0102354899570177	0.00971993793450876	0.037522549358573	0.0027525583851621
"TBX5"	0.0376664089771939	0.66797754115561	0.935384922020667	0.759041509115775	0.0277450894624249	1.81016074561148	0.0629105824132722	0.0576925121968228	0.439589897910695	0.374327443078833	0.545295263734716	0.626985532410878	0	0.104859941929945	0.259912896285636	0.729422335857558	0.0283111014967333
"SNCA"	3.97050665048518	4.43984811346911	4.90322925378087	4.47153108440874	3.52864318515402	3.59317264137115	4.6923338277959	4.64187270635615	4.79474238397121	2.62152305098494	2.22232587438552	1.14876807084675	4.12325897806933	3.60989682654881	1.61942846331147	0.230631797669029	0.702042768654105
"APLNR"	4.35701627734644	5.16293249957944	6.49810004051299	4.68765058786754	5.70805411963689	7.23621024240491	3.40413286217731	4.18314342357667	5.15482921386215	5.46977469506111	3.910328728986	4.73666842048084	2.37125537650252	2.68474714369289	4.84963706961098	5.03353759956813	6.21989132956214
"PIP5K1C"	1.22845437948386	2.7163679840301	1.41714130000915	1.79843517058308	1.55602990812544	1.48365663045483	1.54800244871392	1.73024586228214	2.23669923035016	1.57204659449405	1.36578531827131	2.60974380627111	1.1936267456393	1.33182727462651	1.62308414387857	2.25121760909834	1.15737193784021
"RGS22"	0.000584957304241302	0.000608070630824076	0.0144890724903729	0.0035076737265091	0.0141623039279611	0.0150671258903616	0.00140576101236676	0.00105144057002205	0.00155153243354486	0.000506367366786252	0.12944416834387	0.0196583780776743	0	0.00208158241758799	0.00587227914429433	0.00968760441697232	0.00330372706535202
"TPSAB1"	0.0272988176797877	0.0218944585204224	0.559404944721273	0.173156649239883	0.175951927283167	0.427571009825444	0.00201763073303841	0.0175813350451115	0.00544642293413309	0.108670829961465	0.0240475162572949	0.0609355649952437	0	0.0163979288297703	0.0140046019805183	0.497147000976605	1.00630918836525
"SOSTDC1"	0.0466169760803682	0.0483488964400301	0.0153666644232105	0.00282264743783613	2.61566847332483	1.76624640229234	0.00473851196506617	0.0119983097834773	0.0416001862679708	0.121050282379642	0.0622403037606556	0.781072965130579	4.55120467270075	0.177279353964838	0.0682295354948109	0.00272476676036366	0.269179999493054
"ADCYAP1"	0.0962750945324623	0	1.48271424899524	0.0261292721275293	0.112806660658528	0.566560414979213	0.0110597915945063	0.0247102186607118	0.0107574667637365	0.144281079339434	0.019872086603607	6.06527865586578	0.0433190055676882	0.0079208899752444	0.102226036652005	0.269333806257872	0.157450708679253
"HTR2B"	0.0055313903878193	0.00753104852495857	0.0277204943901328	0.017578138661942	0.0520843261999253	0.319610497620264	0.00180537825086264	0.0197139023714934	0.0578124272692324	0.411976874658619	0.00275043807490511	0.0205523104154156	0.10882449861674	0.00695214282698331	0.0267064853720337	0.00976816402491749	0.00384637610563439
"ITGA10"	0.668039601282809	1.93857287169966	1.98607755880421	6.92453580172122	0.893878886679931	1.27081713066339	0.804532398612096	1.41660407861471	1.96904544730238	1.20456281346972	7.03726380599424	3.36737308890529	0.459098148346336	0.199998230547276	3.06981431988549	4.29351343459994	0.624592080974983
"TPSB2"	0.10336988818225	0.224396526603983	1.39193611892113	0.825524494897024	0.592956299059592	2.01628049244025	0.0497584553715847	0.0862172653903169	0	0.544080843692141	0.0546469015743544	0.194059637726444	0.0140867390345079	0.0782176692530085	0.453103771464414	1.72956546428874	2.35688577372641
"ZFP28"	0.280364276064863	0.134972633932008	0.0977012914348441	0.0416208666901141	0.271553720799266	0.196899204769191	0.313977100191566	0.540202625972375	0.471965020642442	0.0272385238350531	0.296231227533333	0.0179729961570597	0.328873547646454	0.316828541748899	0.160611155996252	0.167742284593809	0.0401285348375446
"C1QTNF4"	0.573452155027576	3.77308033600426	1.57870790836677	3.94383583871661	0.278969958721668	1.17747170591151	0.131087648451899	0.0691564011737763	0.0558145825626983	1.86008143903635	3.81392674963003	5.10186174797822	1.35508650879978	1.06362970525001	1.26043588903281	0.476461955455177	1.44060177454937
"INPP5B"	0.53452040230766	0.532153349941062	0.64770723783417	0.331456750835492	0.604804533479225	0.512949302566771	0.818280286991316	0.600216808106765	0.30776496305196	0.58349402184347	0.36625576285377	0.757627978080881	0.368305946112942	0.526900843516715	0.952010302016138	0.288814393155666	0.309053409316513
"ARL6IP5"	8.41568507696708	7.3629925718046	9.48016504711766	8.61982695646865	9.44680812508357	8.8693255544395	8.94529655057177	9.91837611896338	8.91096356072421	8.59583677555313	8.11266602776604	7.19293901155105	8.24793017885973	9.42991351000646	8.49602458649582	8.25285914660715	6.91253953766634
"OLFM1"	0.131403344266462	0.0471390166330234	0.247962965455885	0.085820986250666	0.135228100076037	0.35497686053117	0.0334682937133724	0.0134166321928851	0.71027367286487	0.223936589526911	0.962421580721667	0.0460133177124467	0.0462212843968747	0.650666081151129	0.505624557012314	0.0514632596842532	1.02850150624031
"PGM1"	2.16237439230515	2.13296558655628	1.76278371234481	2.63571213965356	2.06860055118736	1.2020945383483	1.95702411024967	1.47580836284249	1.85663948320977	1.06736369050792	2.41417459157198	0.971595281529138	0.552431334340837	1.32596915862569	1.35035412800876	1.78101488482859	1.71395093208305
"FGFR2"	0.00162927034756344	0	0.00792114571214969	0.00999037627688044	0.0105663850603184	0.0386979105897043	0.00213446519884992	0.00130693443061912	0.00111402998515707	0.00222360004103939	0.00512176125250499	0.0783511891372485	0.000593559394783416	0.155826463878537	0.047722460146885	0.0183038115465264	0.853002942027018
"MMP23B"	0.0278997342115309	0.100429148177979	0.556888860477071	0.773631283046189	0.215985633955401	0.443262349226447	0.0691566666073076	0.0422714882819693	0.0401841203969463	0.313154685540687	0.0565474091448953	2.62968236728984	0.0570330525955259	0.183323164367188	0.780061689320585	0.487885746706424	0.11530321501833
"PCDH10"	0	0	0.060103903934458	2.05163794840823	0.150710524478943	0.0176176857637383	0.018282973692864	0	0.00480462257244752	0.00684707600065206	0.312293350222245	0.160818889935408	0.00321360198853478	0.0188602078876402	0.00488324039369907	0.00572241603366629	0
"DIO3"	0	0.0221354458087545	0.0373885948847421	0.0638228450375204	0.00081772946361617	0.00869758934047135	0.00126406188093362	0.000288684717014351	0.000726532299913038	0.00788398043296537	0.00049834109315045	0.060068612934712	0	0.00143005271597582	0.00146347690671578	0.00269810025619934	0.00825867317263609
"HDAC9"	0.774684934756829	0.194048735028216	0.448355584731864	0.226407120241612	0.43029909202326	0.469505562409487	0.639618463340647	0.0984196611964083	0.521171836812439	1.56976684189016	0.279543592325003	0.77540719315779	0.207357442767139	0.319538578745545	0.896429171590919	0.577114029355835	0.0761385272871383
"FAIM2"	0.00361625651797749	0.0259126873750003	0.0112589637028454	0.0375964226748276	0.0603852141166901	0.018343767207539	0.0148951840568896	0.00119810962951753	0.00158031918879823	0.0168078602766875	0.0727369640988761	0.386163431682558	0.00809335906435821	0.026360005086635	0.022725711448863	0.00629088784185417	0.017468519798819
"KIZ"	2.49225758182166	1.43765722821144	1.15533921849791	0.665598570794905	1.41995095286144	1.6506312093889	1.496475594853	1.41161910059875	1.1531862549607	1.21244597001657	1.75184148999262	1.46402294095622	2.03382824802839	1.47849265184759	1.38640043181041	0.979952004314827	2.34854936657189
"NPY1R"	0.00213633440764467	0.0143060317123785	0.0470867665873054	0.00297453062008982	0.287632051154732	0.280289972271507	0.00114651821298038	0.0219157403785123	0	0.0108563813881745	0.0524450036257237	0.208777421701712	0.247020632941358	0.00166899362107593	0.192401795809546	0.0364760532137537	0.0604331518500582
"BAALC"	0.204188528775336	1.50135410640528	4.49786988745343	4.10362443786949	4.15018365041735	2.13190909642099	0.145714635925729	2.81395499670713	0.184542650937247	5.3684165945999	3.46939714460317	3.68279551939313	1.42245745876286	0.13397297327554	3.96487214321494	1.47645071469927	0.283512247516829
"MUL1"	1.41417058951484	0.847239784897561	1.24596689803029	0.871576564112572	0.834951862046425	0.753038154994675	0.778004440823196	1.20974705774297	0.959635389510115	1.07141899340531	0.643028281110585	1.08664663118261	0.644491898929541	0.813702606622134	0.625982507642247	0.76845674462117	0.911133645708605
"FAM65C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZNF516"	0.1899103234466	0.939296308047871	1.41219308196861	2.39530468219577	1.37283684782182	0.996206740511515	0.17285519255482	1.14882450809461	1.78183673157916	0.989612477659814	1.91336788408223	1.58371410258854	0.832255869969144	0.623643736656924	0.697409288201294	0.458535227123779	0.871545979789594
"TMBIM1"	5.58554648093771	5.47902482116814	6.41665498499506	5.50132130946408	6.10704985244541	5.49098952355402	6.23907956079163	6.37458229802051	5.98555119266534	6.05288412968196	6.38611347510647	4.82172760390236	4.87536110532286	5.60353555248714	4.86846233177697	5.29027130841515	6.52454964568078
"F2RL3"	0.0426010888352045	0.038141437902474	0.0758287913287152	0.321477294060642	0.168750190987023	0.190872145778096	0.0274969094192936	0.017801945874099	0.0940728736773787	0.0850775737489015	0.183058668050796	0.860531179738916	0.0307165169520614	0.0708297602083262	0.433008416357112	0.0951069347997252	0.428766576496813
"AARD"	2.87709499673175	0.0933522398816642	1.20369202921477	2.52675430312043	4.82349228221335	1.20571049825036	0.0488929312175437	0.0423359947944253	0.0705331140808255	1.95719689337571	4.40572804707972	4.41495052873021	0.264753102920112	0.669918802378972	2.49744107245342	0.0600706183130678	0.361988285407127
"RP4.576H24.4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BDKRB1"	0.00410587450840583	0.0094212342764521	0.0510043247999403	0.0987421211002197	0.188419893094374	0.0284153184005346	0	0.00120344774184121	0.0447303355146102	0.0211596837249185	0.0719536351310501	1.33605745849985	0.0014614556884598	0.00529795064534783	0.0116816333909676	0.0794821987831456	0.336013858517474
"FCN2"	0.00221602974528633	0	0.0019311597506905	0	0.00110617371334534	0.00450716716256486	0	0.00204135730844495	0	0	0	0.00742966719084893	0.0131398313656694	0	0	0.00641636021479074	0.0326204722991661
"PIP"	0	0	0	0	0.0110528528032887	0.0117201490833065	0	0	0	0.020739824620936	0	0	0.0274571948109499	0	0.0389441409834882	0	0.0551243561356041
"COL11A1"	0.0915683892488731	0.444492203939885	0.686905912640078	1.91113741104131	1.17613776732679	2.88326574579477	0.481213432803612	0.399418741510448	1.65371814686635	0.383293274453655	0.374947990583145	2.84577662869803	1.6079427314051	0.191603504883906	0.00498567993162003	1.2979082019557	0.0920456297947989
"COL10A1"	0.017483951715399	0.0904336929297535	0.0843787628320085	0.327315250023693	0.383620741541452	0.786096044182	0.129106569744311	0.15899400297051	0.563859954998682	0.082218941798159	1.00677054682961	0.140579056294944	0.0053189265739865	0.0449531058473912	0.00894067677214506	0.236071492730797	0.0514948034397322
"LRRC15"	0.0448652364285156	0.624692516304842	1.70594280980662	0.690215156588594	0.407738244784472	2.13743958519564	0.369529183636086	0.0945927384219183	0.621091124107842	0.459724032164638	0.85999616772563	0.031963601789163	0.00306527627950561	0.0623619114376346	0.0219197200028412	1.0222892253291	0.277034235394045
"ITGA11"	0.233639550865721	1.67454163706193	2.60130880333317	2.16722665266805	3.3828061711002	3.32063386572231	1.28991214409475	0.572105281781455	1.74071173735621	1.17802466631548	1.39864892929672	3.77057984597823	0.785031358339636	0.558361696399826	2.37495614803721	2.25505094922595	0.453944002347023
"COL1A2"	4.05726364417488	6.80214735623201	6.72867367986085	7.08752527286645	7.81399013385678	8.23549247097409	5.024606622101	3.30411736058677	5.94864594965504	5.68886213514134	5.96194987660785	7.41187175678014	5.05910429676735	3.72076692153631	2.2307587392381	6.71933675945979	4.46012974818076
"THBS2"	3.38455387305604	4.84841297345066	6.51866461705575	9.72552701050445	9.22002576693283	7.87010247232249	4.56083005027639	2.66104099926616	5.81201047648542	6.24131387731535	9.46636113747665	5.45631144101554	7.51582111007392	4.02827201729559	1.87117662370049	6.39849513827726	7.50393779641525
