"Pt38.baseline"	"Pt20.baseline"	"Pt23.baseline"	"Pt25.baseline"	"Pt2.baseline"	"Pt4.baseline"	"Pt14.baseline"	"Pt15.baseline"	"Pt6.baseline"
"PLA2G7"	1.4267605531765	0.994230422625696	1.57421404720347	0.374625819671758	0.383445522409362	0.911493845372263	0.588153408733909	0.486652422008956	0.632783690008199
"PLEK"	2.29659158025023	1.7512579635728	0.949777822461776	0.849172092859011	0.946779725777626	0.721844480116675	0.827073795777393	0.651137902826055	0.500319081678529
"CLEC4A"	0.63078662973988	0.766834646592754	0.603352220935846	0.169601643409264	0.622374199343022	0.300928445760083	0.510946997308084	0.500986959244085	0.302611465950048
"CASP5"	0.371452363846285	0.966842972549074	0.52178863471871	0.479650927960428	0.133630694108459	0.226068098020565	0.707612124591668	0.254393807281687	0.49973963417551
"LILRB1"	2.48979589518213	1.62674508443468	1.11523023663153	0.866594020775729	1.07857465158775	0.675046208041852	1.12466790974573	0.89384724365944	0.782781062443031
"ADAMDEC1"	1.89119306411449	2.05549746856141	0.328418768004315	0.34263721756821	0.382246227392794	0.3585333690719	0.588846928257482	0.751614992876053	0.0660021400846565
"HLA.DPA1"	0	0	0	0	0	0	0	0	0
"IL2RA"	0.829078142813865	0.274778838559955	0.199542983752645	0.244339114152986	0.166712027220507	0.242813402906364	0.629233744675817	0.364230556756988	0.162442780831264
"SNX20"	1.71143552235429	1.05472536588311	0.467642563038283	0.216435045129873	0.537668555476976	0.308174659630397	0.320952032208992	0.266994354839589	0.16791762318274
"CXCR6"	0.582510822985051	1.76023844825179	0.517174327358921	0.627427479045209	0.322134096365173	0.188636201131058	0.227228692743967	0.303007102253517	0.0194693229895417
"HCK"	1.09497992625006	1.25874436761911	1.19650522215454	0.949848620495254	0.665548749453579	0.572464305492768	0.764804740402392	0.756762004943531	0.544889362618003
"HLA.DQB1"	0	0	0	0	0	0	0	0	0
"SRGN"	3.94635781731144	3.93214890093251	3.21555669140666	2.27092827918092	3.493908333777	2.5963275917207	3.81483075792941	2.73996022996708	3.32410881831268
"PIK3R5"	0.79400726993594	0.901140555359788	1.04513165424511	0.457934349444655	0.393459472906527	0.302979737010258	0.34399283577946	0.396327987602722	0.53120868813716
"CD74"	9.72411035619656	9.08158858760651	7.61072127633117	8.13434142503673	7.96296808346985	5.89361129143569	6.19624494474069	6.90057670140259	6.78419354367874
"TDRD6"	0.00531537179557449	0.0283159170086256	0.0333936337561634	0.00793201645578832	0.0131536420384823	0.0125665768759663	0.0139539602089699	0.0262494009901467	0.0136290957539371
"FGD2"	1.69615876962287	0.88628656520111	0.712935098218592	0.427305971883101	0.381834097697881	0.275533330631691	0.36219769278474	0.478710854980488	0.254930551860338
"BIN2"	1.99090932736046	1.68647808504444	0.972988489989582	0.680853263280695	0.719623078725087	0.607421528837382	0.506899733187572	0.689090206683941	0.553335419191767
"RGS1"	2.43617186667333	0.795846108055033	1.94194832611316	0.456240371414189	1.56296993048703	0.258191121912562	0.506676781401392	0.718411547834287	2.21959920843393
"LAIR2"	0.208091867887255	0.213534152447139	0.138399851291205	0.0524612451597614	0.0643370251702359	0.0405412323738428	0.116384030209124	0.0787518198660176	0.0764274624739734
"MYO7A"	0.89006787789479	1.56258183713284	1.05103902715079	0.69303404630319	0.784139182569824	0.438294170898123	0.558049088497222	0.58188603060623	0.327519615739081
"CLC"	0	0	0.732595391287489	0	1.28371777003617	0.463094189293864	0.00857332633858496	0	0.569892066636759
"TMEM86A"	0.292695491635582	0.690618738251427	0.575559214529122	0.570758450216702	0.415796605982816	0.618087701588257	0.400716851208489	1.20447575526648	1.72159116718854
"CLLU1OS"	0	0	0	0	0	0	0	0	0
"DLL3"	0.0756699757347585	1.26171683236211	2.37737938744662	3.41064988277416	0.215802203697916	1.47617544199051	0.0414248787520732	1.12938354279388	0.154588895192791
"KCNH7"	0	0.00161917667018137	0.000893504318537707	0.000778996684114387	0.0160581704013063	0.0017412192345924	0.000306886767120582	0.000562166884207373	0.000494522042194814
"ASCL1"	2.54109325916313	0.0689493042804024	0.0885628767061104	2.4888898014928	0	0.561777229846308	0	0.197590260053034	0
"SCN3A"	1.93581731233169	0.417603909403853	0.0713437098507556	0.0485565720241136	0.0674418562230942	0.195334628449068	0.194429645084207	0.129554039987138	0.010399072688222
"NOL4"	0.0247733484180713	0	0	0.000610818914233004	0.0103855803087006	0	0	0.000449027146019561	0
"ASXL3"	0.133761044395733	0	0.0132879206608672	0.0207856428863935	0.469694488741723	0.0319620647461485	0.150021607716781	0.0603557035398518	0.139729849155543
"FEV"	0	0	0.0017551653181975	0.00771608545709693	0	0.00879407154350607	0	0.0021501970566906	0
"SLC18A1"	0.00676380656465219	0.0131500797404012	0.00177552944158246	0.00126005025476321	0.0105712298357875	0.0199721370067412	0.00622793219912595	0.00837521469974925	0
"LMX1A"	0	0.00112485804556508	0.00611834467006974	0	0	0	0.00173023112543079	0.00395091990706025	0.00213072851841465
"INSM2"	0	0.00396353517928968	0.00995811925559773	0.0071903927449749	0.00318187934270974	0.00187609517797779	0.00612824220975266	0.00856848442907428	0.00753093074617811
"SEC14L5"	0.0141521261184632	0.0117980516623229	0.00542399009207712	0.00332843024619205	0.0287397397833825	0.0168443603950415	0.00325006203410205	0.00486125890123663	0.00121796642677575
"NPTX1"	0.0871169930745096	0.00476390437101052	0.00690481204093151	0.0039249088455623	0.0068656393139381	0.0149334769188667	0.0193086991961064	0.00134807913267859	0.0156821031411707
"SLC29A4"	0.0623127814474695	0.0880584096227791	0.397833495681184	0.940294096615983	0.0318241015265959	0.288657839108495	0.0357299728748607	0.0612216016848826	0.0222916090667887
"GALR1"	0	0	0	0.00111245512466204	0	0.000804843070596074	0.000476400279483951	0.00162486412812546	0.000641264825904117
"SYT6"	0.00180021365729431	0.00237659793792026	0.00744923683169049	0	0.010014141590384	0.00512398412920703	0.00335778910205629	0.0525595972346716	0.119547768546245
"PENK"	0.023298716014017	0.00648808666270125	0	0.778131004728278	0	0	0.0121023436012802	0.0764466205916157	0.00518751717205774
"KIF19"	0.0369811152900655	0.112300878555629	0.0358131410536219	0.0129121727347017	0.014506688282156	0.00739911273012871	0.0130942158069049	0.0403462718318391	0.00321700279096297
"SLC25A21"	0.00579378469766175	0.00886323266775568	0.016521565505556	0.00968882084445088	0.0451802627193206	0.0193909537670175	0.124195438129889	0.00825949063912856	0.14042856151796
"TMEM72"	0	0.00100518059522754	0.00389733640140113	0	0.0231824929298701	0	0	0	0
"CNGA3"	0	0	0.00885910217768425	0.00344434623509598	0.00334847151561637	0	0.00131365954731199	0	0.0102439796962056
"KCNA2"	0.0120934023317344	0.00722491959967094	0.000394334113831704	0.00177875698833595	0	0.0136999491420918	0.00045897432011099	0.00329298345154517	0.00103056551444663
"WNT16"	0.0102341944158928	0.00385400943519076	0.000867820895266541	0.00131701014430146	0.000422056813031752	0	0.000988130962110437	0.00170490624342763	0.00362552950426655
"FGF12"	0.0144301146993656	0.00975148027266888	0.0878466582115594	0.00655169791198887	0.00766241347125358	0.0173791265010454	0.0070319569155492	0.00810092520808501	0.365528599699886
"ZNF473"	0.455485431285037	0.584973777703554	0.466109112902186	1.25830785490588	0.712476774005129	1.12007474744645	0.884690448946988	0.977161444007029	0.630320707934572
"SLC6A3"	0	0.00397507213108222	0.00753708810747848	0.0150924841754106	0	0.00253554260541668	0.00220807934420511	0.00152510107650303	0.00205957916092875
"OVOL3"	0.0555234362943613	0	0.0370151239688627	0.0539005764281545	0	0	0	0.0854386481575977	0
"ANKRD34A"	1.4876196227137	2.02940404999317	3.07690902833454	2.24621555843869	2.36608823182497	1.70083697488753	2.68751871668229	2.2309435316373	0.904804252099601
"TMED6"	0.0402806833388974	0.0326733543410988	0.0259084799414899	0.0362062753438038	0.0915380390522381	0.0116937328183853	0.0521091819062142	0.0302438517378938	0.0345658028189446
"FAM19A1"	0	0	0	0	0	0	0	0	0
"CDHR5"	0.00875795770456924	0.00140435945860312	0.000751533101422468	0	0.806310748568753	0.00095025607032402	0.000667950479757161	0.000573068030170269	0.00167791182931188
"C11orf86"	0	0	0	0	0	0.0812878300041216	0	0	0
"MOGAT2"	0.0436295061091003	0	0	0.00635928929123772	0.637051649406026	0	0	0	0
"SLC26A3"	0	0	0.00146609207795107	0	0.00309954550904619	0.00206843391440932	0	0.00329251476372743	0.0026521589310894
"CREB3L3"	0.00448753018697178	0.00144290525643073	0.00191789258496536	0.0135147711767669	1.9017435906872	0.00161072453299856	0.00455287540097629	0.00234560155709517	0
"LRRC19"	0.0406797746173375	0	0	0.00496954937509028	0.0139924575618427	0.00516988233172149	0.00664427664306367	0.000877090476323706	0.0014860436037688
"FABP2"	0	0	0	0	0	0	0	0.000740009069413835	0
"DHRS11"	0.523141434699755	0.581956686119516	2.02992022257417	1.19093720207114	0.959989915122257	1.07422195116378	0.720129260849622	0.893173576714821	0.2951006316487
"CA7"	0	0	0.307341372493131	0	0	0.555142280617656	0	0.367007249274418	0
"UGT2B17"	0.0969981478723845	0.168145746830191	0	0.00301403203302486	0.84460604201937	0.00285246245542297	0	0	0
"TBX10"	0	0.153342099617161	0.0516998938173196	0	0.222433663661951	0	0	0.179565816351861	0
"MEP1B"	0	0.001478104253752	0.000868210926559482	0	0.0173460366578436	0	0.00114396597913541	0	0.00187594611246212
"TM6SF2"	0	0.00430039241136094	0.0412555841962199	0.221425875524531	0.403176448148553	0.011254642787674	0.0122080795693007	0.0176626537938672	0.00334364587952522
"LYPD8"	0.0208332708435967	0	0	0.00971111288712553	0	0.0642428232066164	0	0.00766007524875166	0
"MTTP"	0.00787387534399707	0.0153684114920335	0.00217720220843983	0.00677713580686987	2.2350393119696	0.00658835500649683	0.000927672652612068	0.00908399063476874	0.0110945337356549
"SLC5A11"	0.0515988909787868	0.00876210914586218	0.0103919683216831	0.00252581962484755	0.00782619014216421	0.00405220847544786	0.00590875730548313	0.0203700493772323	0.00432336478697727
"DNASE1"	0.454546599036842	0.115468114380854	0.153321638648993	0.173076045971201	0.13731966656101	0.412223647652864	0.26353860226051	0.180732909109863	0.231395059885339
"CES2"	1.42563437897043	1.03171136653528	0.961568916547122	1.14343931125612	2.82705828759326	1.52893357529106	0.956498239956059	1.20641682453686	1.82769363851166
"TRPM6"	0.00270690049096973	0.00778095697934338	0.013045623141222	0.00493174496524106	0.00276692746788342	0.0243755454528236	0.0714812364172786	0.00714255123025566	0.0111991405635454
"B4GALNT2"	0	0	0	0	0	0	0.0383759024794339	0	0
"CIDEB"	0.680629221118567	0.687864035321013	0.574865339637496	0.609241690543869	2.28272092465371	0.69655170624508	0.542238049239562	1.15860318078984	0.8911209480787
"CA4"	0	1.85370844538877	0.679712398483384	3.89517368847975	0.459482014370455	0.552334584147392	0.291914198943472	0.483426302571558	0.467074344269182
"PGA4"	0	0	0	0	0	0	0	0	0
"ERICH4"	0	0	0.0102833739016036	0.00325913295698384	0	0	0.00131208644215429	0.00714322154212354	0.00132656720864769
"PGA3"	0	0	0	0	0	0	0	0	0.00179137883146821
"SOSTDC1"	0.0682295354948109	0.177279353964838	0.0145419097912294	2.51618619341608	0.0162183167528112	4.55120467270075	0.00272476676036366	0.0466169760803682	0.0416001862679708
"CYP2U1"	1.63935172379549	2.00991741194434	1.71712824045115	1.61538058699953	2.07020597472805	2.16549453965825	1.24361246699591	2.03953433357908	2.49124440521982
"MEF2C"	1.37559748182039	0.33109598271642	0.426341168158122	0.321162071451673	0.224049900362131	0.559549481628392	0.139779796489334	0.245877125192191	0.506296060620652
"ITGA8"	0.0420893280531003	0.167291491848569	0.137484155628456	0.0178247433990707	0.0142951688290988	0.206332312019042	0.0648324096012491	0.0250233229991963	0.0582417499546803
"ALDH1A1"	5.05771302252479	8.3236927665059	6.62463211825836	5.59964969387454	8.00175168285637	9.48909340222772	4.37973033409021	4.6062281566815	4.60261149302443
"NFE2L2"	6.55218897965538	7.50380141097826	6.85674600013182	5.82123375830611	7.93578585619099	7.83391059848869	6.57272065490821	6.97526121714764	7.60333774552751
"ENPP6"	0.0350533633761693	0.0239368351199497	0.0106893416109501	0.0145730882149867	0.0160353032342902	0.00802488573670152	0.00535905418188033	0.170857219214537	0.00387104166124857
"CPM"	0.922384221985759	0.385615730242031	0.657407133074379	0.672467315728674	0.288192857005805	0.102381175525966	0.403149567713479	0.146523008245657	0.421635571235606
"METTL1"	0.844374870439898	1.11741922230002	1.73874851771684	2.06623669058589	1.19409432267903	1.13832391265549	1.48959670347645	2.00261476039996	1.14155581163249
"OS9"	3.39224080502298	4.17702831809608	4.05165523340201	4.53271027217148	3.70829253468841	3.62115894614017	3.52142738364754	4.39926215836249	3.71815366769211
"MCCC1"	0.649605105277986	0.431206547324381	0.692311496130905	0.470684118706427	0.87739116577895	0.622600075252314	1.17960706005814	1.12951989796321	0.612703679987485
"TSPAN31"	6.01533218043402	6.24113826286734	6.03072115708431	6.5806058162216	7.65955897107743	6.83806643047951	5.9824970610438	7.31218412603664	6.03778900169133
"ADM2"	0.36447926716489	0.148314672324257	0.0709950699591908	0.0970225983172078	0.0550958190804847	0.0295057096887084	0.0316281459935607	0.0249580862928216	0.0769641848598225
"SEC22B"	1.1930435081293	2.2038107193383	1.64008986522056	1.32594761079091	2.01179361010216	1.45635169620805	1.76749359862585	1.80846065175548	2.22531060971245
"TMCO3"	0.578279120743725	0.746864946559412	0.759762453538105	0.397758239548537	0.856132157793893	1.04739644579417	1.57111095459342	1.11473835822728	2.03478967194548
"ING1"	0.748252306965733	0.778430786824345	0.579311879202373	0.790460263091535	0.822981607472573	0.771004867552237	0.753575462963862	0.675568884293799	0.720995212503375
"BRMS1L"	2.52965287558468	3.77412976420543	3.63827617060405	2.79477884678783	4.50771353566212	3.90537510293904	4.29469017860569	3.79884860275457	5.35524584244721
"MARCH9"	0	0	0	0	0	0	0	0	0
"RAB3IP"	0.147472617964727	0.0267678366172356	0.0321751978192816	0.00808562857985958	0.174780442245685	0.0608170892347382	0.14727763511159	0.0386814817157928	0.421474046390333
"C19orf12"	5.09055437057906	6.31421661017296	5.62651711967565	5.61845880988016	5.83974135823832	5.15410439264749	4.40373881301418	5.8661280250173	5.46471443953009
"HDAC9"	0.896429171590919	0.319538578745545	0.315864964382126	0.0755276642271757	0.261851413974494	0.207357442767139	0.577114029355835	0.774684934756829	0.521171836812439
"HIST1H3A"	0	0	0	0	0	0	0	0	0
"KATNBL1"	1.24093158123744	1.31627254752868	1.20871181937895	0.609626854151055	1.71693253520005	1.73711990863639	1.6803690019109	1.67510672585406	2.89715607450692
"GUSB"	2.06848772842126	2.73159680937449	3.18952118370245	2.51648699184042	2.30669147717564	2.27176310216418	1.59050186211172	3.22124330624305	3.7657375314774
