"Pt28.baseline"	"Pt1.baseline"	"Pt22.baseline"	"Pt10.baseline"	"Pt12.baseline"	"Pt13.baseline"	"Pt14.baseline"	"Pt32.baseline"	"Pt20.baseline"	"Pt23.baseline"	"Pt27A.baseline"	"Pt38.baseline"	"Pt2.baseline"	"Pt29.baseline"	"Pt9.baseline"	"Pt4.baseline"	"Pt7.baseline"
"PDLIM4"	0.69229026748907	0.365473970000198	0.400954534619867	2.91204890467629	0.364589010508562	1.59024046696366	1.08405335332046	1.32282081104305	0.0899111673656847	0.371854287620355	0.094205048036039	1.72543773583342	0.0182297881318157	0.0678356789562565	2.71059035015391	0.141749022663907	0.389359498796432
"PLK2"	2.41422620543442	1.00188369469601	1.50978461559561	1.34441909470553	0.476930205765731	1.97202904263928	0.75729581130903	1.99626774431437	1.05471589252854	0.950841253230166	1.55077875032344	0.320150934841759	1.35804255075151	0.769208432198349	1.25693634111295	1.22309085892037	0.466458043087584
"SCG5"	0.421564530136665	0.0959941196862381	0.221208511061742	0.106802812911385	0.277275351663719	0.303455683215825	0.601786287282267	0.0466415947101679	0.0878313464375583	0.176036617903692	0.123887725323118	0.150832359296747	0.158220628389431	0.363564829599304	0.341507108144355	0.044709064774071	0.12432504412157
"SERPINE2"	0.778460817094787	5.92197079903912	3.87535047726717	8.11843119415993	5.80881003990813	5.60730192227125	1.45117204658786	2.88664534209862	4.25364690883372	2.8287491057535	5.48291246181398	4.62540690867269	4.53070156116951	3.78863589201522	6.3174663409426	3.17107574854342	4.57087974129757
"AFAP1L2"	4.02788503984463	2.9767298565379	1.52352164172156	4.05072048668559	4.02291782484021	3.62270406499021	0.638559989987477	0.838906313691451	1.09530111762852	1.40110457749168	0.438369972155821	1.93731180136743	3.2088474232322	0.840612976107076	2.81085615534606	0.443376891878044	2.71893342823124
"TGM2"	5.12421651909764	5.58186086650231	6.95973821033575	5.75449724407132	6.36542558110623	7.06892913771129	8.47584771851071	6.01929181097972	5.58439756236985	5.77522542418774	5.44704103360906	7.75541434711414	7.33897944038844	7.42883761341244	4.01452722755565	4.75953289539722	4.46429825206197
"AHR"	1.51840800876234	2.38367235835637	2.18704992139109	3.53042643415141	2.24031004467357	4.08099797135904	1.54983069951067	2.28924816119848	1.1851357580861	1.09116375496484	1.78297399612271	1.40974176189276	1.59495647061435	1.77129398826086	2.91544275511097	1.65119576978664	2.24839177915565
"CTSB"	4.27331288233014	5.72154470225586	4.92141504691438	4.43771961886139	4.57847340936799	5.69006406287941	4.74456209501177	3.71867122656457	5.07218177188533	5.10715311282264	4.22475064227974	3.72608221064299	4.45407697702989	3.84835912169781	4.62709796918606	3.81642670573228	8.31057227909124
"BHLHE40"	5.29499611558768	4.47896912581811	4.5711133535345	5.48811250314044	4.06846998917333	5.18899118542716	4.64571262428498	2.8555714007505	4.20235967356818	4.21120080701121	5.32146934283491	4.44967048736199	4.08973991385315	3.96089021810193	4.53453151478295	4.47758225687108	5.40239203154566
"SLC16A3"	1.98917042687546	1.49208513575416	2.3985050323328	4.76014421623057	3.99984636143913	4.23364613125758	5.33181589101692	4.35195795096877	2.7583427584609	3.26286800854984	2.74555202938939	1.57673483805628	1.14420795922244	1.77241926520022	1.1796552359297	1.17352275540626	4.66128157803363
"FUT8"	0.421824875380675	1.15571400795569	1.64397721767995	2.29042707344907	2.30654657285765	1.82795514270008	2.46016927884959	1.27072153387044	1.30263475114023	0.782884254997176	1.02413198674712	1.03482913785401	1.07839053709463	1.04774742556444	1.14716274702452	1.01088633460211	0.61155353812657
"DUSP6"	3.35160704649735	5.73205947568673	4.41610390237964	6.17434601920716	6.95507929663282	5.38805905860631	5.74525860333408	4.72394365763177	4.39325918064951	3.39712735880096	4.88755090110062	4.9083329856861	4.97755522129964	3.67753186041247	5.91358393985518	5.88225083070181	3.67728398684561
"LTBP3"	1.50259258421642	2.17665260799586	2.59277532857467	3.39643209203607	3.39152622857939	4.07138048459808	2.17863986363776	5.60779302010989	1.86710765250004	1.71320256090233	1.82411277883865	3.20790321416064	1.54898512457931	1.54949158789662	3.45177281853918	1.37968353835919	1.93699564648582
"LBH"	1.58555372446758	1.67303501078341	2.21029169128162	1.34968331192513	0.589629532024209	1.71579744831426	0.975060219445518	1.19472583126513	2.73669681476943	2.38012506076724	0.946684549853583	3.32625209248725	0.899351388713959	2.19016594091138	1.05206030973502	1.92766307183044	0.476060088271959
"IGFBP5"	0.35809783954188	2.07142870691979	2.97028725607833	3.78140390802934	4.22819773139951	4.32921307899528	1.03939542426743	3.60912667345235	0.640667369839182	0.989542758835543	1.65222156100248	0.299353030739203	1.11595386703404	1.44365137305857	1.03308197877704	1.50774784724929	0.754224818716906
"VASN"	1.38422727148437	0.750566543798918	0.918397962561391	0.526541522031154	0.624175844526229	1.19403264696284	0.714246000371373	2.68617477974913	0.316180912443444	0.97547076308915	0.23466437837352	1.55471198664726	0.500414374390101	0.620503387586608	1.43671598859058	0.355589011222045	0.216947895574965
"SLC38A5"	1.82193720546542	0.381261588270692	0.904266804712529	1.68595182983224	0.14864786201801	0.217822726029196	0.246492954082768	0.362684843404853	0.780196122597741	0.358630629806504	0.2048643810346	0.616071394840727	0.0376838794683484	0.17604861294444	0.233758160654453	0.0484619404373937	0.162552184033024
"FST"	2.4541123025961	0.655638703416463	1.044537442092	2.95238682129498	0.299914567558084	3.63886200128314	0.681291985323293	2.63675830777914	0.122255544272001	0.83453056974283	0.238449187641955	2.35196920011976	2.33564713884408	0.108472926884979	0.975151840676651	0.0894219543809591	1.26378981165452
"KIFC3"	1.39791167466131	1.25739494875577	0.63191796027989	0.897173560408802	1.57914633625257	0.942462516349746	1.29882171917249	0.458428952479409	0.89782327053197	1.16691409938524	0.784253295363307	0.586832991834537	0.873558248663455	0.868737799086871	1.72244448303352	0.644070879723177	1.56447961382101
"PTHLH"	1.25622733665133	0.508822110715179	0.832072608881732	1.97574096936552	0.252821158074211	1.59946346362159	1.03254903107424	1.47210192824699	0.341337938052498	0.432117255845191	0.100712128349653	0.11537496474634	0.317984239765919	0.538211891579267	0.200147920610373	0.097309098907127	0.285034001770411
"ITGB6"	0.557927400001238	0.00352470375404445	0.00430737098938014	0.00192204584833294	0.0143589411299736	0.0156315898782963	0.00138596450761566	0	0.00272301940854913	0.000809449434618117	0.000821782315543396	0	0.00112565177152498	0.322724460912971	0.034078261801037	0	0
"PLXND1"	2.08689358986616	2.1981201599731	3.47708379756001	2.74287074881359	2.61534463648383	2.81594953776816	2.99194292357857	2.27819005930469	2.32092341788267	3.65586436144763	2.27019423465643	3.15680639191412	2.17444474361505	3.37455574449483	2.32531946898644	2.16544773197423	1.45270312335417
"FAM20A"	1.08883155485683	0.389309822944132	0.679148825093944	1.44707043994789	0.864827945288642	1.01964959428185	0.344573622073654	1.85486713991251	0.411274596663594	0.374974642594675	0.295839552001997	0.36747305432588	0.665790624309331	0.41073362472845	0.641883707661141	0.0928686777302304	0.0802327410768677
"KCNJ15"	1.51274282801394	0.534306370047954	0.246645987651564	0.322162084742638	0.167394961296034	0.212329144532121	0.242808644373276	1.01957583990212	0.0110934618861221	0.272190915895881	0.0855136610214765	0.170235750387608	0.167974183863904	0.729480430628134	0.0589839197754886	0.225512765883222	0.0219102568446245
"TMEM173"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"EPHB2"	0.50223931205958	0.103277202866292	0.246163886480315	0.303081628582457	0.0580865703178361	0.0988178924766784	0.772549659400207	0.133626749044563	0.0930795853954981	0.147365749228325	0.184535495465155	0.245057845790026	0.0689188232300934	0.124179959779416	0.0617432194008875	0.0603862475835867	0.034846907801527
"RAB34"	2.26967016095796	1.07272636834396	2.1225055901232	3.1493480709023	2.1672229526378	2.85915395566974	3.27051716925879	4.00471667652662	1.77080597904088	2.60656238427781	2.3136187418624	1.89566469612242	2.50936977685815	1.01108215095853	2.61278626002302	2.36114710795474	0.50307902303151
"VOPP1"	1.17204984354396	1.22189466207172	1.74495659132374	1.3852690364465	0.501846410922238	1.66629602876802	1.78987136259932	1.6863259906117	2.14364910322374	1.53431704446938	1.17008469697159	2.25603887254233	1.24098514363761	1.78770864868213	0.844970300003638	1.65908956421323	0.658566949052032
"SLC39A14"	1.28698984899975	2.47295672443981	1.56505236435741	1.99860895087867	3.06445163313605	1.59752655868358	1.91239055861914	1.09541983234722	1.4697822093828	2.21831749290786	2.09821338596094	1.48288569196986	3.79222593139509	1.55904031843878	2.02505645299831	1.60246370486791	1.53850640614349
"PDLIM5"	1.45675986179541	1.83338073019948	1.74523499188516	1.22871363436207	1.52618180100021	1.3397217688403	0.496844514278064	1.25937782501853	0.793664735721412	1.26014041728091	1.77499451137027	1.04322446462957	1.04993593367007	0.537163303911614	0.989430691208948	1.22512990252554	1.14489230962274
"MAFB"	3.86415566863928	2.37759312582188	3.43316643561931	1.63432749467792	1.67374639616535	2.51415668770498	2.48805571454322	3.36745998816635	3.325077465708	3.52782353652496	3.32536742251137	2.16720561878947	2.07215807122239	2.43889054717904	1.72002496267317	2.20598082323828	2.05578342783387
"ERRFI1"	1.76500720149955	1.34409839451646	1.10584275474197	3.59391651450579	2.10099337028966	3.18168126138589	5.46412529311767	2.29852119364703	0.614412424222514	0.816400486469396	1.09462743076914	0.429704176863214	2.95717248480131	0.768029823565258	0.735595318059577	0.287165261476243	0.771900951584864
"AREG"	3.30305322899731	0	0.140828995048586	2.62811515997123	0.880022096485404	1.50853947433715	2.01912870754025	2.11596130749977	0	0.084174697931663	0	1.67979451449526	0	1.24532984003669	0.187612500130173	0.0807718491639504	0
"BHLHE41"	0.1522484150515	1.43304098786928	1.17635185595839	1.08311906297701	2.16891568060756	0.515949859994165	0.831578675426734	0.271331955294038	1.51566478011626	0.895287123130246	1.40844992754249	1.15223537468352	1.61046132238883	0.143721364870278	1.01285287962048	1.48944618695021	1.26560315614371
"ANO1"	4.14886427739453	5.01866256164853	4.72912995294022	5.39036749809614	5.28571364017816	3.99624498932106	3.98727864559596	6.18117906859398	2.85583333150408	5.83275559700484	3.87552476964177	1.57456492286334	5.28652593715498	4.71564493620462	3.97337002149906	2.77633731207988	5.12616143404283
"RGS16"	0.568779890036523	0.371480986204585	0.700690134341551	0.341561575922288	0.237350222345035	1.01840696287608	0.34725650794348	1.41030651415995	0.291785192539553	0.802888223615261	0.196962040759401	0.749612660130388	0.225208518122315	0.510897771169138	0.138738268117034	0.249401912731578	0.0797797008651717
"FBXO32"	0.292309137814584	1.30380229124118	0.739917089739052	0.738857123590061	0.949552790604259	2.3011061256033	0.354189274866441	2.33896627613719	1.74899592972592	1.86020793938488	1.17465746671653	0.622124832562843	1.36316990652506	1.30037518896213	0.901260871597553	1.7875124192729	0.971416826485286
"ECM1"	2.72413841736016	4.93486784938196	3.26894235794237	3.57673602518996	5.8970770848264	4.5203406836837	2.01555959114991	4.17623171117726	1.5703037207764	6.75945990722543	1.87805965012978	1.96862684060502	3.10396917035872	2.5116607451098	2.27739384491712	1.87549754406709	3.71224447299675
"UBE2E2"	1.08104662055159	1.4163503652652	1.04800941842444	1.09700583804776	0.734083664767877	0.961278532698931	1.38639151510562	0.286448699216558	1.26451353392244	1.10401586819039	0.543527182158423	1.12028542199077	0.664014993087385	1.19120178710473	0.847815687186014	1.70824171261228	1.46043683404455
"ALDH1A3"	3.29358577214155	2.93709638423321	2.46013398349538	3.58502206677374	8.023834835242	3.89034098944981	3.93075013350477	4.4183457539964	1.40209275876092	0.528923097526317	1.74382563451103	0.641050013416686	1.24480417035749	3.95970529989322	7.1305098087823	2.97390294782099	3.5714326937864
"PLCD3"	0.478862032100453	0.162190929274498	0.139598727914425	0.126625509927309	0.171929648890366	0.152913282173804	0.469767437871211	0.346328253002336	0.0948832694442444	0.307324854303149	0.168598050272888	0.0422875413852443	0.0714481091511435	0.0344923002325252	0.101506138495355	0.131127320478813	0.156519459014645
"FXYD5"	5.10810196739995	7.34312471481643	5.62261661654612	6.30078409843802	7.80030596565503	6.34925655429931	5.21788857530002	3.94301864011707	5.69836428784667	6.9412551144729	5.73454724090432	7.03496698178566	5.13572121269948	5.01863929481231	4.02113354531025	4.03914123224189	5.56693499416915
"GPNMB"	2.959715228511	4.86063796319585	4.29839907222269	2.91308657058636	5.43801421931296	4.75998835545632	1.89989384456375	1.20661938327355	4.8733173509625	4.21602433394301	4.38697684838681	2.41721623553909	4.57862325065555	4.62934119900205	4.58318495460046	4.89858969400512	5.87848758054183
"CXCL8"	1.0999291295553	0.246877039304338	1.27393701863612	2.41758679916569	0.248692465697982	0.813999585489132	1.82459837175965	0.0707368935049277	0.138931100037245	2.01775863111442	0.267634843168414	0.090153151630269	0.592183273102795	0.337174954314153	0.294115195678321	0.108144193411853	0.349729525949379
"IGFBP3"	2.75091580329939	3.20534702367348	3.79741809930965	8.1689778902075	3.03948139689137	7.91524898826632	3.04643832966059	5.77215187915019	2.69042137016867	2.48234314598952	2.07630935720208	2.77620831317138	2.93368745549424	0.993918677445117	2.81421577494833	3.51009377854423	4.57722153366528
"PTGS2"	0.614020501413131	0.061827731480706	0.312974038291302	1.0470369067499	0.141035931352337	1.46482957467367	0.0890983862288058	1.24034168701949	0.0468540127556608	0.129793846420931	0.0720699192801866	0.673464729859588	0.709680561356912	0.205009794411729	0.0426469927791735	0.158667490502194	0.0567928617573439
"LEF1"	3.79036021100577	7.28017439067105	6.30776239229633	8.10697642500551	9.2425991628955	7.23911331048222	3.12998077150238	6.53350494664445	4.20964053702073	7.63274739956773	5.96399059205353	5.92224196672157	5.58475907398601	3.8458445874113	7.51898957688017	5.36230793570141	7.48012432782514
"CAMK2N1"	1.77102905157567	5.18364588492548	2.56154298509569	5.1936999765798	5.57237304715268	3.99987943425603	4.15498854507597	2.03041833896639	2.36354163877382	3.35876744510643	4.22176501699569	1.82357352512684	4.67801945656753	3.00939324450571	4.60570809239989	1.26601135960364	2.79970931336101
"TRPS1"	0.136624238527335	0.20497397675088	0.18364003209582	0.53306745185692	0.381354079697297	0.475851389326198	0.106718030294764	0.933170317540548	0.121993577891664	0.103554587967964	0.0716598818527584	0.117046864312364	0.0630898922053397	0.0922878441058583	0.0981453588248396	0.0282205680702813	0.210075938732796
"LYPD1"	0.976582878769463	1.18535194337792	0.200906685530609	0.191804259912809	1.37560185709026	1.00025002734846	0.720653108629216	0.226613975255074	0.18551035317779	1.27268762009551	1.9643487981245	0.042251976910442	0.345470051302286	0.0879163515598213	0.0578544894453913	0.233336980779789	0.911262945099128
"CDKN1A"	5.20069388979479	2.15742325174353	4.20179818340685	4.17191390286737	1.68115134663338	5.00149891300853	3.17335339642422	3.28255849723692	2.52318386554911	4.62478436049348	2.50589007057624	2.79946146448378	2.68466976951478	3.80792447277346	3.02813047585451	3.56183905932366	4.25445936101795
"ACKR3"	5.27672971090351	6.49641266878702	6.70590575719165	6.39034545765882	4.28450563061168	5.32531280670072	5.28968758919768	3.46826004917961	3.12387546109686	4.43456286705147	3.67198470684833	4.17708450844047	3.64348851248984	2.95327334365459	4.37160524407734	4.2343910745808	4.97271239694469
"CCND1"	1.51646639241704	1.93626431980247	2.26865625536745	2.18238501730989	3.52641176290368	1.96204708176118	2.89153778643338	2.56591384084296	1.33857809072441	1.78062699857325	3.71130778592613	2.15464401784078	2.6682461090499	2.44262098546867	1.77852508659179	3.68184410289429	5.36072711295897
"CACNG4"	0	0.255437147948421	0.183105646777172	1.70464481718853	0.0876919183566308	0	0.209996361351725	0.355880030876405	0	1.17182262426079	0	0.507997979351625	0.219717261427884	1.78730835321221	0.416776739439301	1.68969501121859	8.76994239499784
"CST6"	5.59576563086665	0.0138618312831442	0.0446020255646301	0.106009525079215	0.289280378505168	0.494419190784266	0.036151067487805	0	0.0315187789672753	0.135468305708603	0.175690150073582	0.0309741778279867	0.0317293847959632	0.568720450052617	0.0340612745493614	0.0107672091459253	0.0265409035169257
"UGCG"	2.43761189539566	1.37613024839897	2.61242728837122	1.54044278685956	1.64909161321574	1.46776093207307	1.77561431848544	0.633456214645584	2.48384505268618	1.45341612496516	2.59993019713545	2.33002204146592	2.91584515210858	3.08296333767629	1.51034479969283	4.23906750979618	4.01519668741928
"EGLN3"	2.25464369681098	0.343997609031984	0.123195564689324	0.308397962350838	0.101543164434051	0.171465094741143	0.10952957539609	0.292195531169806	0.416365723654252	0.700287545078418	0.680622561891042	0.166930236176239	0.140725867714139	0.54271496403655	0.131550384401178	0.0800705270964195	0.352831681408846
"BMP4"	0.157644313554085	0.0404362181152937	0.0837296521805684	0.0420584769568844	0.012880468650197	0.085874482164306	0.490809731173338	0.660077021438943	0.204233552650242	0.0607921551192309	0.0119334693983119	0.0804523434389276	0.114308336601665	0.0883237907969664	0.148746182981081	0.366457075547829	0.499798743500053
"MMP7"	2.9189116316692	0.680472132438853	0.173173648605534	0.131690311733133	0.0130526385914585	0.00741148125785086	0.189809198386596	0	0.0601292971597265	1.12076581688699	0.0757867524558201	0.0300466482771009	1.10818256734735	1.61667094976634	1.80492465473654	0.0265438873160055	0.435352254527617
"LAMA3"	3.27500039045028	0.738518620741956	0.345574134384081	0.200130722150175	0.392550210750616	0.160741624641894	0.602209393934753	0.0766463532956853	0.056002589303585	0.163611646588075	0.108068136154717	0.443861724701324	0.0888583088437355	0.173057662305481	0.309131189333385	0.0439665616628968	0.312560249935692
"NAMPT"	2.76344647778031	1.85963682612788	1.6518822092011	2.04366837021607	1.56597697329581	2.75616845621802	2.1257764163005	0.479688746179097	1.96437030058945	1.6402683355731	1.39474839617536	0.945881520244236	2.16343362197944	1.51599508729572	1.82352792252746	1.41027330631591	0.930887781628781
"NPC2"	3.6923136745706	4.18520176015337	4.92307093582592	4.24532838955676	5.71605428806729	4.79086102355561	2.89480774709565	3.93022392877499	6.08240507640061	4.74136785303132	4.77980966255583	3.71218342742781	4.78086853716308	4.42121518438544	4.30595129875575	4.68663700976375	4.56307640944194
"PLTP"	4.1306289985385	4.70551229405214	4.55338291216716	5.96069776030437	4.43637447510353	4.58656496673838	5.63602483057522	3.4879842141774	5.2037067543684	5.09607961524517	3.97415946551952	1.96872961853451	1.51740732312337	4.13903620343733	4.15241364429777	4.17282492179097	3.612518768683
"CDA"	1.31638360819897	0.166673148589223	0.164047500005103	0.155730638829497	0.0543997736623551	0.0847185393665759	0.701253325378437	0.241867893833347	0.0712926143669068	0.267990843684707	0.0170473899113478	0.0842898443018261	1.04556455987483	0.0553733564118158	0.202252329446428	0.319821465214577	0.0969752258600378
"HOPX"	4.21668233082964	0.195852767287511	0.136480199527471	0.0286797260954902	0.0373653108565956	0.125985203610655	0.779463195989981	0.311029600781545	0.786052272930121	0.172676694517937	0.0483154300920675	0.741268126940218	0.271891801824861	1.19154530028739	0.554307017798273	0.111225122739521	0.050308869099484
"ATP11A"	1.10541764567504	0.612715934526785	1.07055283091728	1.36949042607536	0.882170644680625	0.834232662488734	0.521030472189781	0.522270583203459	2.29600476318754	1.2734912428466	0.45741632544838	0.684695394728322	2.02057340279833	2.46273249024798	0.412251684477103	1.88230763353528	2.34542878989732
"NINJ1"	6.63429459358951	8.63123425278919	7.81227463975978	7.44992933169233	6.92708736604663	7.80113143579673	7.1079828926995	6.98443526405491	8.53646745318399	8.15635673464522	9.45265642076183	8.41506970502657	8.20412782163383	7.26249706923483	7.34003169169724	7.58372638187314	7.78639088418825
"LDLRAD4"	0.0919403506552196	0.226915968178972	0.391925240427884	0.214422633034664	0.250054241060603	0.284555915064094	0.0644474814580652	0.65931769779467	0.271705776087647	0.220204359001678	0.176955406271452	0.322286510617641	0.3348503695146	0.290096306027605	0.172490567913149	0.340133192018459	0.362357358876984
"STEAP1"	0.898268721819309	1.14534471673511	1.03263680122705	1.88623678504855	1.2744738712521	1.28355671202705	3.11238154607254	0.823082183318205	0.584355932565826	1.13115092563739	0.554318890576356	0.358909504569164	1.20857990479151	1.08175912461486	1.16174305022844	1.41123217844801	0.578905493722744
"TUSC3"	0.227563742107941	1.2071661348809	1.43901444679376	1.7049619478879	1.88426583161415	1.70686362612818	0.933653509740933	1.20184435463757	0.551340869140412	1.23488743045017	1.31746258866602	0.471313139298769	0.942917122053771	0.741043647579541	1.6583589331323	1.47830693741456	0.0393727504906657
"TNNT1"	1.26746869692262	3.38966131095898	0.0935976526130133	3.01295459301041	3.34341763765259	0.926940943268694	0.014171344492267	0.0923655486025744	0.822645238447884	2.19074377918194	1.48603280805522	0.164078891927674	1.60061654717783	0.434406652375979	0.0786041220815984	0.476389366293001	1.06090482890543
"GATA3"	1.27352498245128	0.13099790395076	0.191391254919779	0.038553167613949	0.0419185506526457	0.213792195648721	0.116432456996594	0.0930289209266021	0.341295504804774	0.105776377800833	0.158197093083136	0.642162621071352	0.0930549471398314	0.0944017389416173	0.0966793263926285	0.0504538768823718	0.0113436594373031
"LPCAT1"	1.21697094663868	1.25952162947086	0.903071793071394	1.82848926780108	0.797807059690693	1.28294900706563	1.42373316049511	1.79329636741607	1.74064740679915	2.1467932068777	1.55525472172421	2.17181581658644	1.91758585743846	2.15555865814527	0.559063915118999	1.38082828852155	1.41899428070731
"CXCL14"	3.35930233305226	4.16771552250375	1.79491747641438	0.960450078662186	0.618496318469116	0.17559991412873	1.09500727036158	0.415198572130553	0.182933605168711	0.433674587717246	1.42908997934381	2.8976795980058	0.405716576295791	0.0276897897452678	3.27325924281721	0.0238863822312653	0.601548426404944
"CMTM7"	0.520198229818379	1.72589442222897	0.921485496819139	2.04795247167311	1.2552589276796	1.15025759682357	1.8695575382081	1.15484143433184	1.90721325432062	1.80755529422322	0.681106239051413	3.04615960648609	1.07977530491183	2.10743408371524	1.64142693883082	2.01239300336783	1.8247214294246
"TMEM132A"	1.90337883539791	0.953191724302976	0.690663618486567	1.85487945728581	1.40118296236114	1.83963698725897	2.02749211746108	2.23238128329377	0.274306787083918	1.06087790185555	0.565327330355207	0.552781441579823	0.322458309914256	1.24320109033861	0.322219607187948	3.04570997689854	1.23088696810477
"PTGES"	3.27648360157714	0.705103788684873	0.815445214028709	2.66133380329947	0.313768979222892	0.985638804307022	0.362264688011752	5.33225125110557	0.279541696888167	0.455580089047832	0.27462397996721	1.68596295748677	0.345764262513486	0.248424592163683	0.929093645656884	0.484026360535801	0.857851679525665
"PLD3"	2.67871430717988	3.53129953883811	3.89252645052617	3.7404284854459	4.38274440998229	4.52346696809002	3.27257853314837	4.75191602312058	4.65744270528353	4.28254810839199	3.2674059453632	3.13788624416333	2.84945594725822	3.15661980628606	3.68677743016537	3.12620713612472	3.77659021018802
"BMPR1B"	0.344957786598669	4.5116247350155	0.95982139896054	3.09727026848087	4.76513886065238	1.45019952302668	0.486560515257088	2.99225960909737	0.0218822636932068	0.922949111534132	0.0662610078111913	1.98227269264018	0.507748737314783	0.311435218737817	3.95178360841842	0.178253110527851	3.78852137428266
"DKK1"	0.0335725482872339	0.0790489347953149	0.146296485756179	0.331543341324085	0.0131817366426902	1.14657253244639	2.74687048122258	2.19745785488589	0.132083956351466	0.0912840120517954	0.0199152548417359	0.0886679141468731	0.0132409992741058	0.17200889403004	0.0751538846506848	0.16683715415776	0.00207874155622579
"MT2A"	8.12372287336065	7.56512137461535	5.06563283427874	6.74910986510028	8.12550474714073	7.70470903051224	6.91214069239627	5.54302862052968	5.36102053034591	5.86127564110821	7.38181394017796	8.12242317999004	8.01277670166521	5.12078035694379	8.22044967618414	4.10468003484821	6.41858863814722
"CRLF1"	0.113331627320213	0.0201413719060155	0.0803349950048933	0.616581137416374	0.0115915337823514	0.0108227076194136	0.0134223031474294	0.150622929496694	0.0121035771046282	0.02690611289411	0.0160111042886467	0	0.00890489527703454	0.2288885784059	0.0121332097492975	0.00667214706466996	0.117197300533482
"ESR1"	0.0568518318451715	0.0426577587105378	0.072411143542252	0.0125986226567299	0.0099364010713532	0.021544836626867	0.0210016258631856	0.0131419970052453	0.0548878736678742	0.0325562450916736	0.017095798366595	0.0502322523238493	0.252762720448791	0.0226396887476245	0.0584296544235696	0.0150155258492548	0.00409389676403295
"LDOC1"	3.77993331790767	2.98019922557236	3.81859267952498	1.90600823397486	2.04239142765976	2.85806961095097	2.02670733400348	2.07384893173062	4.32923535545594	2.26141734543187	5.1267187739369	5.64107241707078	5.66886596695518	4.02478597568598	2.86402937688112	2.58172219905186	0.895240048032738
"VAV3"	1.70412468446229	0.287937088643807	0.595437994478198	0.342361955491911	0.251729517474763	0.444992450179599	0.192733260507763	0.920419059170705	3.76547120459898	0.342558244782419	2.77320940832577	1.24007924706231	0.22814689549212	0.28481975088261	0.695736953418064	0.34076241176798	0.118271119123144
"STAT1"	2.02235121691215	3.8067772730693	3.92823258212941	2.72735809003658	2.97662847033297	4.04062912832684	3.10430071070933	2.07496473825811	4.65114203047459	3.47304507385641	4.62420983778987	4.25362168539382	4.490120759431	3.37786137922052	3.2267395937866	3.10707267773374	2.3756453577277
"PSMB9"	0.295127163209905	0.260169748029355	0.692123878213313	0.0815023119900484	0.205954419709269	0.906943847738414	0.42307792858982	0.13182782186943	1.19490025015787	0.920005379263618	0.800406726363472	0.892239144697397	0.967963987834121	0.409325241881705	0.570534071705293	0.374428445016603	0.214776558003932
"IRF1"	2.45679866331726	2.2239616186035	3.3909780721025	1.09436914662048	1.40181859581082	3.63413278485498	2.90993372511474	1.68256495924523	4.9279733409994	2.83807022284684	4.24824120518228	4.00205888491505	3.64615079852272	3.0998883400828	2.91065283003731	2.44944972185971	1.61546442229928
"WARS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IL2RG"	1.44310554624152	1.43364070619251	1.79856331132828	0.227168678335534	0.214730099713556	1.77633206124073	0.787523135864252	0.543579657640841	3.33780694489829	1.33743684341732	1.12408656979313	3.82423025450419	1.04960906999525	1.65690692578105	1.22326384238344	1.07163685373328	0.376666906021094
"UBE2L6"	2.8498904347664	2.83914798674401	3.62519749884078	2.40330372214981	2.10794657277994	3.71982442991683	3.19740873618535	2.33881253331877	4.14042409045719	3.55468674890096	3.89943501193586	4.40388932827205	4.02064530838262	2.39479766776888	3.55852326313305	3.24826419052415	1.88938686378402
"EPSTI1"	0.347055481259651	0.448208596460918	1.15810539704425	0.220861035134797	0.283510902808345	0.788087676205669	0.860610766670159	0.149536326175487	1.64951302183583	1.09121856266707	0.64321688769501	1.80685859388325	0.496746921091882	0.726074326051567	0.424209329725361	0.302340921305731	0.451620602426604
"GBP1"	0.655280102656517	1.18510809726247	2.08088558376871	0.278263603433755	0.353787290186275	2.31454744084985	1.89388991809113	0.49396064205462	2.86539051505179	1.69300359727495	2.5404041171228	1.85907981146042	1.28856160637218	1.56666656554553	1.40062267016454	1.24946011653414	0.508954457079609
"HLA.F"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IFI30"	2.273998030188	2.57352540932899	3.74008653691329	2.04445621990573	2.51256746761263	3.96333692361108	2.83295297455731	1.69227593930076	4.69010765508874	4.85017727082683	3.02351109621245	3.40855242637082	2.78627722728566	2.62506826809305	2.52613013821809	2.29669501988515	2.4493883760934
"APOL3"	2.72709193017627	2.84673297072656	4.02994576018184	0.55626202978327	1.32802192341801	3.6527780795034	3.19237897142403	1.3521353549548	5.01897692876482	2.99343635100954	4.423956339963	4.0576801921256	4.48033671097105	3.26133488182406	3.74843808195116	2.24130755958374	1.4447380975553
"HLA.B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OAS2"	1.04058949051306	0.615587215118685	1.20050710567556	0.427010625278805	1.14008029402268	1.00903397830531	1.65198308444288	0.441283165035571	1.69458947928483	1.70255217161154	1.23365081828288	2.68411034945666	1.13802325884326	0.674176719356854	0.66938462006216	0.398310551538084	0.315893171643651
