"Pt28.baseline"	"Pt1.baseline"	"Pt22.baseline"	"Pt10.baseline"	"Pt12.baseline"	"Pt13.baseline"	"Pt14.baseline"	"Pt32.baseline"	"Pt20.baseline"	"Pt23.baseline"	"Pt27A.baseline"	"Pt38.baseline"	"Pt2.baseline"	"Pt29.baseline"	"Pt9.baseline"	"Pt4.baseline"	"Pt7.baseline"
"LY6K"	0.369262433381779	0.0162268045971754	0.113813916410167	1.79871794265001	0.0238961499657247	0.388544342528968	0.201855477072571	0.168374203761161	0.00572163957188129	0.0285332727617001	0.00422416906793357	0	0.00763504983879563	0.00223172969323863	1.94976420951897	0.00431016150326525	0.05557480428383
"SLC6A8"	4.56869239550363	4.96877102294275	3.17283229727889	4.69541965386697	3.50264465632315	3.5785716010516	4.36714647946342	3.40863178328739	5.28443280179149	4.21105222961011	4.70747075389113	3.6368376104018	3.96155096079422	4.54990247234447	3.97332500546475	4.98360546281932	4.92759369764671
"VGLL1"	0.00207611368099832	0.000694007860761623	0	0	0	0	0	0	0	0	0	0	0	0.0166162264952349	0.000817957715690155	0	0
"AKR1C2"	0.705634447772954	0.298210527044601	0.806876918702898	0.0605617382324077	0.088119886765505	0.0234059529380338	0.201186817805189	0.108687137819734	0.0919357914100822	0.030570465158226	0.319407543746059	0.0285159850314187	1.14938039444645	0.131847505072776	0.452565134713505	0.379903878164418	0.0807957905813515
"SYT8"	0.194372358684272	0.00104100540721926	0	0.00051613005541663	0.000897583916331939	0	0	0	0	0	0	0	0.00108700466859713	0.036105395789714	0.00942314508546631	0.00127016829061655	0
"CALB1"	0	0	0	0.0378852831073718	0	0.0228671270899576	0	0.02018376635887	0.00765009963033059	0.0134575615607656	0.00959040830875624	0.32679580430271	0	0.013862814713348	0.0194352880462136	0.01468083429843	0
"TUBB2A"	2.81228036967985	1.4527679309032	0.856504944450128	1.1936844520191	1.09901938849167	2.38020077012447	1.26055621442016	1.36087327177484	1.30821316544607	0.964474348177136	1.81397710904436	0.995381388966933	1.23840689695939	0.926019267863979	1.56073145351333	1.32030377759916	2.47355002222596
"CYP2S1"	2.17222418737139	0.273135390416078	0.384657322378584	0.301912018135324	0.134353671105626	0.561669094296693	0.194690052227199	0.244722627303259	0.146619733833812	0.396784039164401	0.365004790190753	0.424018541792279	0.286389884715991	0.20683700474209	0.163957420310105	0.146489263668182	1.36675956572465
"PRODH"	0.516630405575065	0.0225840748413772	0.108514122881128	0.0675620484362732	0.024212953753257	0.0192007952108999	0.0334239685688214	0.0235856822281395	1.03335003906465	0.174026191564645	0.164454342850602	0.331879195352389	0.0627187116655568	0.96807769257171	0.272019833474606	0.826314842841815	0.81992483989807
"GPX2"	3.75693417038041	0.0106717367427945	0.0333774197681543	0.0129802437362556	0.0212189750178017	0.0241568617208998	0.0242422960005014	0.124746733165281	0.0166625163064337	0.0526276840007257	0.0083839233843406	0.0342467498193206	4.87296198667813	0.0104748734521708	0.603040385332388	0	0
"PRSS3"	3.43772986240038	0	0.00263102073526518	0.113826124423435	0.00682595215534859	0.0231640347009014	2.93634361070105	0.0076927266803275	0	0.00190810994704892	0.00153161756755808	0	0.0658319941764876	0.00711768454916018	0	0.00333687135029571	0
"IRX3"	2.17885724199612	0.355350416690056	0.327385231708984	0.743194384180059	0.141337248634076	0.224749138895041	0.887890063171295	1.94542515659258	0.128664955900677	1.06248790922218	1.66548452954758	0.255733191878598	0.229921749347965	0.862576076707633	0.678212946311334	0.551596655518744	2.29176517249196
"TPRG1"	1.26461983702237	0.0142140127254187	0.0393201484233319	0.0234009646089964	0.00747180131905605	0.0274505782851566	0.0182751185388907	0.0132903290781901	0.0223135723995005	0.0177922081923073	0.0110831937369775	0.0062468957507376	0.049646350881135	0.0168710796231179	0.0520876114266807	0.00470165624566048	0.00811644618795856
"KLK1"	0.587393460962253	0.0645714153241114	0.0292021889093905	0.0186263038908714	1.9973228779893	0.00421797836856524	0.00577744579936326	0	0.0495691890229515	0.00615433325766857	0.0220082861133861	0.173691007798234	0	0.00874192689362986	0.0512702512495385	0.00236702785244158	0.0296909251160882
"NTS"	0.00256042828349098	0.00166300004427305	0.547672553538267	0.332100369304815	4.51251995321748	0.00177493625529253	0.0786467716793242	0.0120131077953003	0.00919731279617975	0.00269473590295417	0	0.191825709029261	0.0877172259123938	0.0217688046905932	0.0261041666110743	0.121783159295878	0.00937637239975572
"CD177"	0.632174213737744	2.42864761404636	2.43103224605954	0.0254665513939798	0.00359575244696685	0.0656247227095536	1.37154794344927	0	0.0146773710622888	0.0603808093644822	0.262192642291045	0.0282494755785513	0.00763281611564376	0.00686407640389979	0.0278419177621048	0.004113515613255	0
"C2orf40"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATOH8"	0.0863990461874963	0.0895238045190479	0.2394914802815	0.118305770335831	0.0135857433183375	0.154811278444607	0.0240388239524299	1.07665224714124	1.00543146100908	0.147758776824743	0.267301846732483	1.32890394234084	0.530466448634898	0.688253833757711	0.579745484027581	0.617146143754721	0.178102873724028
"METTL7A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PLPP3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GPX3"	4.99498892983803	3.97490604995783	4.51066697309919	4.0877841474951	1.59254581985426	5.05189471323896	3.63630811566803	3.30571255482427	5.24629961371787	3.46960293439704	3.55197590868552	1.86354858336292	5.48494693943236	3.3382816187124	4.2705549254615	2.22590287928139	1.00709603140788
"IL33"	3.32518642065493	1.91745734501294	2.40251175365034	0.14175476683564	1.01781389363246	5.07060658329425	3.11160726472723	0.0645469731444397	1.23221129936014	0.368349984236669	1.66032537959706	3.95422131987994	2.27489692214651	1.80866931099393	2.26570077070591	0.689134943187167	0.225043736277345
"ADAMTS1"	1.2759562616354	1.83574695237912	1.47792645312509	3.07730980461065	1.86923817714902	3.28356487007327	1.00256402663572	2.33825196917208	0.751034079715905	0.972098642139692	0.801645604276863	0.896150370459614	0.956943228107058	1.0304873961816	1.93833802494405	0.632606971088058	1.64673093552601
"DUSP1"	5.06101053523456	2.69701924987458	4.52624485021643	3.06143690419227	2.3185333506737	3.47019272778996	3.04702611169433	2.13173080683677	1.20768744694418	2.20311562051106	1.03964733438642	4.30842804173088	4.65042480474236	1.26883747259268	1.60537660822104	2.36865031919675	2.23462395226112
"PTRF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TXNIP"	4.12347320559103	4.49823744188725	5.10226581092431	2.88993796120001	3.6971577744648	4.82182388916343	3.57619913735678	2.58024110437475	4.8281022332058	4.33475572035513	4.43207007255049	5.9969551670101	5.57562818390059	4.43106865708651	3.24618085541852	4.15034172287171	2.16030277186573
"SOD3"	2.52500249329927	2.46887143156578	2.74106814570115	5.53799798268129	6.15567249719889	3.31469797942256	2.69665049957463	5.15801523604078	6.73981990266184	2.51223744484497	2.14975792315865	2.58183937922027	3.28194118318838	1.26971496945892	2.6126639597276	1.32381185956675	1.0893986414888
"FXYD6"	0.350795563624294	0.787256164544921	1.61572052350592	1.5830246093904	0.498228377048426	0.702135678968664	0.522000024613497	2.38510405180771	0.675607156781614	1.74141958847554	0.335689420281229	0.898828688824008	1.10326985665542	1.70263213111306	0.496823594284657	0.895367268894911	0.43461545400226
"TSPAN7"	5.00685328673133	6.30907082413424	5.72443177246971	3.52159328692008	6.74562358959716	6.04728530553352	3.38843394323788	4.57033247405466	3.96124205547161	2.51539045902018	3.46033503960665	7.21526503297665	5.16373005752573	3.80451027762562	5.75961899819133	9.14903253026398	9.03179788131672
"SEPP1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RAI2"	0.127364678035532	0.265561143116872	0.255105688887652	0.0488606147499609	0.0532000009340154	0.0667535946939353	0.0989766305923573	0.0488426752013105	0.047329536762778	0.150765389145854	0.0612760797119265	0.275130333845946	0.0701019083861646	0.10682884501875	0.183203215009787	0.0351084079767603	0.0440583404829483
"CRYAB"	2.64035231481915	4.41217612361639	3.76467140821844	3.08545541345448	2.2602618153871	3.29788374528959	0.646694536644721	0.438578995077967	4.07680688381126	0.922606020956399	5.05905942581587	3.9423810241243	4.26088433520469	4.6394082285277	4.36933622191558	6.06634174730786	0.339808716205195
"FOSB"	0.976385938052265	0.17766936519836	0.585474608634265	0.389157864640718	0.265964835931935	0.220906895997325	0.136387208618621	0.166014534544626	0.0440253146747681	0.0549379657343486	0.182981535386504	0.665411719502226	1.54710062636588	0.0468679248773789	0.0770171817625808	0.0489384029342719	0.53434307908702
"GSN"	4.86414145769823	4.94038969228273	4.43001873483764	4.64490389085041	4.97536115740277	4.60734942185906	3.49894898391413	4.26101012983078	4.96564938442595	4.6602026344982	4.3054629418261	4.71681106529885	3.1293933560542	4.71347284895047	4.53154192391771	2.71728751366062	6.20610419305431
"ZFP36"	4.4240641638232	2.53681504133199	3.65156640587323	2.36029085705402	1.87609743397546	2.71699027177307	2.03186248818917	2.01614726895371	2.20116444843662	2.40208004875617	2.03954897497883	3.77136699808727	3.71301805351078	1.87713042271765	1.33437621277847	2.02820235848875	1.25097184967687
"CYBRD1"	0.8642642823488	3.83550547534671	3.21630318978821	3.179139382196	3.72828672882583	3.53337217124161	2.90357495882559	3.51271615364674	1.12069783161369	2.24588411336065	1.33472247313024	2.6299196478274	3.44744354247784	2.17571250263098	2.40981645945733	1.10557715444144	3.05020474788901
"PER1"	1.74079904660069	1.78565958416405	1.14196141571162	1.27500872369471	1.33332612394397	1.09796112068289	1.00427405897324	2.01034480501259	1.41161288835608	2.77393608944412	2.30873438974769	1.79601390145359	1.33526711688167	1.14644073174757	1.73535369961461	1.26908410628821	2.01065452226185
"EGR1"	4.74715989676363	3.42829905974106	4.48977753751762	6.3077848717651	3.33718246788608	4.65290301320758	2.73070873466709	3.28747483846371	1.21471128875314	2.14835892981602	2.3745950751198	3.687673237902	5.41649638535966	2.13520163758483	2.25097715392117	3.30252744964224	2.50008664469596
"MT1M"	1.04746262680631	0.260591993388401	0.652788300288861	0.716795824067972	0.696138492304301	0.907601719247373	0.844310127964829	0.435284347311717	0.219061763971734	1.6396156493185	0.161835595585839	0.177315063390885	3.70474515414689	0.0978016775685581	1.77672123814604	0.0111687490729894	0.695177905606321
"SPRY1"	1.09242296518366	1.36821277916155	1.51621676182267	1.13072635110805	1.46908677371627	1.02127613620395	0.902063308323673	3.84302108635554	0.844672188502463	1.19650741833643	1.8446344134622	1.52131803595618	0.5016686057889	0.849096330962443	1.67987302169494	2.30814631872687	0.5085658483656
"SORBS2"	0.165539851100736	1.07813373455977	1.03556655120037	0.634939372990897	1.1046479258743	1.12551875391493	0.656121727024796	0.454093207348212	1.26232845229214	0.131770267717944	0.700748606236965	0.0692408900072544	1.85985375492657	0.306769899490644	0.296377632382007	1.30224411396596	0.0797420380210635
"KCTD12"	0.561412233960377	1.37772099873136	2.16458571192591	1.11202615409426	0.911781268680407	2.7816290960561	1.73970562344153	1.93153011107041	1.4962955822498	1.56350034898388	1.66109910716802	0.724864797587632	1.17349763935034	1.62655066507138	1.76057958403675	1.56555572183165	0.427266995404512
"ID4"	0.434534001773127	0.494558557961209	0.68012646909604	0.879255089455837	0.113634510105912	0.912746990476186	0.106501228062616	1.11555087285179	0.903786485208213	0.0968577540947151	1.29562923041943	0.292858834633742	0.067693435900531	1.24536612280811	0.88767917646046	1.10411285774208	1.59703642239721
"FOS"	5.41319293070727	3.03751593770217	4.29917190792681	4.35867771851078	3.27410915243407	3.2481764726266	2.3677100906834	2.12721547136344	2.33563075657656	2.35117438112365	2.61407747315683	3.71248258534655	5.53395655586301	1.19502094326497	1.76052893899726	2.56958176685243	2.70002889014287
"C10orf54"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PDE5A"	0.120334118969359	0.345823851714275	0.515187839190044	0.371860018963167	0.123674296440237	0.374546357485281	0.0875371396840043	0.124402735732915	0.0702182240041133	0.163605683016549	0.138916510409372	0.15031491056752	0.0562219232968211	0.39435656581389	0.196329156036744	0.0827118802566607	0.213261630052674
"NR4A1"	0.26855636890606	0.790027372954412	0.607781999780656	1.87643393204952	1.85481116558919	0.883092717896692	0.155897694181664	0.450150486819573	0.289083689259735	1.07823090984817	2.71679684783104	0.978093079301578	1.71426198601254	1.16745222734401	0.283709871162345	0.693215124171309	1.52314648877022
"SOCS2"	0.442716604265853	1.18709317184131	0.731711356785789	0.430870117474851	1.59989102589278	1.01429543074434	0.349333498299496	0.571833676378392	0.107253502795491	0.897994309755372	0.552249814969675	0.408431361047463	0.352766444595117	0.811642801616668	0.728730662369624	0.414791428832682	0.322189426927125
"AHNAK"	4.9607160746564	3.8971936565608	3.24686969544513	3.19478852454861	3.98194519127767	3.52380971916401	3.99796473795336	3.22605900604203	2.85647835623643	2.37902516766019	4.48754892293676	2.64576508870077	2.06611371611374	2.14982374645795	2.48674324327278	1.89003771582539	3.35484946276922
"MYADM"	0.611220195988515	2.37222944704152	2.93199716897965	2.5468835772874	0.636121758807662	2.32215922377553	2.79422744552175	2.09610129241052	1.88160674491906	1.85524419641105	2.88840692156252	2.23253277119233	2.27261296364623	2.34240949031785	0.562646690623105	1.89260289963607	2.34698476614156
"RAMP2"	2.05908208627771	2.46018392272984	2.43768843680823	1.94871872692314	1.18048755048345	1.51299871985927	1.10773627111171	2.37794717856502	1.31475761599336	2.81856480423693	0.778901371399281	1.54697511237176	1.34886851660217	1.66259432484808	1.37826133771852	2.60440145535126	1.33688272224476
"BTG2"	7.58625561742105	6.41788495276635	8.80455274685715	6.27632749914072	5.21978663368227	6.51067545107442	5.43850799353418	4.67445754451917	7.81718331303444	6.13580843128494	5.93476630586816	8.16577807459538	7.34841293542129	6.99397665550264	5.72725197220459	6.71275531249814	6.26693686273738
"RCAN1"	2.15159043742559	4.41792289587094	1.64031165298523	2.62291164391105	2.37634115286433	5.58842703816583	1.42461523597088	1.94244765677726	1.46369540038629	2.96573824802947	1.81245438431351	1.71749241664597	3.37683010997438	3.8131718302003	2.99161689118171	1.03743576058986	1.53397496258776
"CITED2"	3.27668422684081	3.26532264870253	3.26850208722809	2.24943795363842	1.89985922300006	3.27125390815458	4.68757527090474	2.16083350471659	2.64697517975265	1.95713064522578	3.04986900889643	2.25676548250677	3.11879955900994	3.05899207619686	2.66141060996704	2.00667006264271	1.45445714666114
"PDZRN3"	0.247767367740238	0.773097875769004	0.743005333780049	0.976300822162824	0.288344803102305	0.576021010725735	0.302865739888777	0.885074220285941	0.107383690408488	0.300249987955874	1.06446854009757	0.25196238523574	0.227689634888178	0.203592759831914	0.464548184264711	1.00957002370413	1.07934496941393
"MEIS1"	0.222287578591283	0.19196571940095	0.270281787322803	0.236573632577537	0.361972386041444	0.323741811492239	0.174012005584383	0.36722459505895	0.162261870314159	0.161879001437389	0.295347584713548	0.127867852179826	0.161461762099388	0.304263610837286	0.205401944800539	0.266806722702442	0.217825280203712
"MATN2"	0.51385966158665	0.963019717364234	0.806430281244745	0.949196287341099	2.22676645892247	1.83115915360499	0.125873084545468	0.103159587776045	1.22649335608359	0.246252623639831	0.188202730576526	0.307922517696779	0.688085815793831	0.288791058833396	0.455042302457193	0.577350417422758	1.83294520190876
"CAV2"	3.1726922225066	4.09797164485519	3.84482615318247	3.33562614587726	3.4072768572072	3.97322078924614	3.26721842889195	1.91537461651951	3.5280532212146	3.02432233697784	3.03486753873879	1.5359248031057	4.13060905082132	3.34233953075311	4.06210727179796	1.54343353163406	3.45307336065471
"PLPP1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PROS1"	1.15441453593102	2.81450752564498	1.49926257887139	2.6541147609711	2.46147733174873	2.4197375077968	1.02512366911469	1.5124355792943	1.72841256756725	1.47702476750247	2.88020555981246	0.93486651465475	3.25655908968941	2.53355392284977	2.24343652828697	1.13993314938066	0.960585672920033
"PTPRM"	0.595749710245993	2.91727302731333	2.14102197321999	1.71504719754276	2.66235277502361	1.66161045718988	1.14685110938329	1.07769818518303	1.52712506842185	1.78816354525439	1.43709480040489	0.790720477674972	1.97451184453021	0.908306196642496	2.2196773368363	2.15621039097345	2.4930604907965
"KLF4"	3.63000015187658	0.799194863697014	1.09645075940748	0.815651014890123	0.44392924172433	0.919857989815234	0.807386404441811	0.384936844405809	0.334223787558532	0.404011877374606	1.31942102244237	0.626550627054661	0.837384917793757	0.451694450770725	0.69070862125298	0.180197551160268	1.21540501047891
"CAB39L"	4.39902382403974	6.56786729413796	5.15973365499225	4.96467807208067	6.30686722514793	6.59281078349616	5.04321798817296	4.54133520844461	5.37977798263037	5.41239248312684	4.61266483918777	4.07290514006514	5.15505919811107	5.03562772885691	5.85524487964087	5.24198691759965	5.16450680407433
"CPQ"	0.521216448712934	2.85042014223761	2.74406280051991	2.07721392802021	1.19803653833599	3.34643025546307	0.611907740122561	0.310114161034535	0.599140335125364	1.79427448094642	0.472036596374712	1.28551555033981	1.16226344229944	0.943524019765117	2.84451771014	0.397052680610723	2.82846507146459
"ADGRF5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TSC22D3"	1.56106732598459	3.25431255013692	2.10959273359141	1.27861531767312	1.28862447421479	2.04538355284719	1.53563552867958	2.39096695357833	2.54570070667018	2.30685414368874	2.08648272425716	3.77587946246793	1.93915964017818	1.70279427041176	1.89564810231633	1.52267542437895	2.30436091170831
"EHD2"	2.4573880237089	3.30641166170752	3.15810367764268	2.22469659698233	2.68829782018446	2.74449139527658	3.52023264605227	3.23160612480373	1.13348030187287	2.02406933258914	2.984118530135	1.0026649815358	0.405658693603957	1.00820087128483	1.76530516089726	0.433863257781356	1.72544052360035
"RGS2"	1.23931120157786	0.55051467157653	1.15184997705311	0.576304157652152	0.565083879605168	2.18870357628657	2.86172202573291	2.40836714715439	0.332282914273655	1.03906008608885	0.715880768198226	1.37413361616833	1.13302057844322	1.05942163763223	0.529694317979063	1.89893980470292	0.832804547356687
"KLF6"	1.90332339603296	2.35265761283228	1.87932034002517	1.12803661647993	1.59275335884799	1.41855518822804	2.01078020723924	1.28531346831833	1.52809721568294	1.28558333409498	2.38456069755601	2.01893492623329	2.10897754495656	1.58267599754939	0.789740411618546	1.60579418814454	2.48162403510589
"ESAM"	0.509720700182195	0.52672740906609	0.785379521431946	0.267268602618851	0.251465259320971	0.359762871304743	0.951630533418944	0.404632589686769	0.201765334393901	0.849750737355672	0.16943237555569	0.275543314458602	0.168699325844762	0.173900938773419	0.252502922141135	0.218127176937521	0.20255382718863
"IL6ST"	2.64200837239066	4.09317259839334	3.72680918397982	3.69581755861662	2.79406189551399	4.59242099506363	4.30157527448804	2.88726471303641	3.51189444919413	2.73113742325522	4.13675215540135	3.61810667757329	4.75782222883782	4.0924990210023	3.93354013503509	2.82562811605987	2.74533545408561
"LMO3"	0.00277306658016385	0.0383309301395601	0.133067264885376	0.000658643186442729	0.00453285440861003	0.0948815892847623	0.0111541380521219	0.0099958228379415	0.0343219287964922	0	0.024774193028548	0.0300648746029944	0.297029004927172	0.619118524297128	0.02365910166975	0.132315716942577	0.00307122529397212
"ARRB1"	1.31296443618493	0.858575302243283	1.2008628960154	0.835102226450641	0.983046499915931	0.678548091896443	0.584097784844623	0.308666839901271	0.688073724277846	1.06988456785674	0.517211427801186	1.15502934539877	0.69094466659194	1.00548792907069	1.26103099284592	1.0095547332433	0.587261214988966
"RNASE4"	0.313564279097327	0.687553397441204	1.02835662851709	0.533137707937	0.310369533286668	1.16016855982987	0.397284468911296	0.345879528160397	1.24860672385874	0.579779702540752	0.48809131091624	0.447562899292231	3.20079653816925	0.899241661601366	0.853417489676491	0.560879691790888	0.55011024854608
"DST"	2.31531628924368	1.72829839468209	1.36004400306851	1.04132982197015	1.03333913071794	1.37569995089745	1.59487387086478	0.861954137266924	0.921212837970653	0.583829024303552	1.22219171450305	0.438553641491103	0.923587940175501	1.02984582559789	0.95290527565297	1.38119493459671	0.943443040746748
"IGFBP6"	0.499314438918597	0.547642030930732	0.75640160518318	1.32559243244111	0.479564301946673	0.706659047113694	0.579327840315991	1.95081705843231	0.275369486526933	0.573075805962173	0.301585004817293	0.0674862115550381	0.0500847711585896	0.132218010473916	0.541886372349294	0.14738617836266	0.23330518394816
"PEBP4"	0.0328999400470921	0.0273478600440844	0.0130105441759849	0.0102947346398644	0.0115131760996706	0.181370957241539	0.0453530565257889	0.423565899031611	0.0585925687853832	0.0339053553332893	0.0180880659216203	0.0983121054942689	0.035735864204563	1.45046935497006	0.0975895284095901	0.00290800267049669	0.0734074620980539
"SGCE"	0.0767895729967122	1.18746736905268	0.891642961857632	2.01804019779342	2.15967533047162	1.93833659316043	0.784641538918514	0.855332118332327	0.417048749075478	0.55249285427903	0.943018155448241	0.400310444015524	1.05620027723973	0.860071612505769	2.00226129961994	0.921394570796153	0.259053330736013
"GPC3"	0.106883117223686	2.23304503528194	1.91940465231134	0.724906310401676	1.27366091054371	1.30689810182507	0.521551464809974	1.86994810604894	0.402226116562199	1.83311014152063	0.983656400826443	1.10527518745871	0.15220091731913	2.11096965227741	1.09371052416001	1.39174764054345	0.425537093427846
"ANTXR2"	3.57818982607153	4.52261058223992	5.66919338812466	4.65743998913887	4.40505717087068	5.95699832338734	7.84228143925314	6.23601419269706	3.95816446515637	4.09243152599865	3.49102933413234	4.2540728894916	4.35430277420937	4.32190565445259	3.97804949047329	3.50263971744448	2.39271659123371
"STOM"	3.19582457357203	3.07868838347326	3.48079045315514	3.72565590191505	1.77740517541445	3.62879675527748	1.81886115685079	2.014038202234	3.95189303008996	3.92025138823619	3.24935173722884	2.7696456618216	3.84502187816871	3.83911061304131	2.81610218529278	3.16446539740572	2.85305380005467
"NFIX"	5.67608928910283	6.0553739717923	6.09238330386879	5.77485128883129	5.9549753098719	5.85076528290386	5.93444993233261	7.73605517305902	5.30958730039148	4.0725676614988	7.04129940139259	4.5211587054796	6.09339155666002	5.2384907500816	5.71818615415517	3.15321805048505	5.80133694283836
"GLIPR2"	0.584214272969033	0.997064817588484	1.22160162133715	0.392218009535196	0.704192594172055	1.14422328974453	1.34147716420123	0.548599411325177	1.43436064379348	1.37980688393806	0.606379173573266	1.92208784027689	0.541424801233654	0.704275296464756	0.66125609589704	0.490021171420088	0.868591925939023
"UTRN"	0.27472279498451	0.709522196637352	0.766538407524997	1.00268592149085	0.867451203854705	0.841916510252195	0.736435052182653	0.333809967460876	0.395874322216664	0.469592053292849	1.22135043327728	0.651639122733081	1.03830062616381	0.750385082349484	0.460108387296119	0.409001162286775	0.59572124332273
"CYR61"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GADD45B"	0.738704159997579	0.449858305656367	0.884783659721339	0.464123675284088	0.439211690016283	0.518565269771475	1.13032726273704	0.364681158144433	0.663841535477878	0.713635327769418	0.416846315185124	0.797637343105934	1.43300386108382	1.61132615921439	0.253465226655544	0.285252455403254	0.738624851519735
"PTN"	0.255899515789835	1.05537158490728	1.793026130664	0.206181631633577	0.403390069125801	0.141226627398065	0.734544306083071	3.96320938035402	0.199963760672155	0.99368306418648	0.127286524497572	0.218814937482052	0.158837520921811	0.39334704345815	1.93751152081507	0.166028962943402	0.172966574965503
"CLU"	2.35810445088706	1.92094296145827	2.34420711623486	1.43682823838905	1.00957408191989	0.504282950558604	2.59252069820065	3.93863546053105	0.537225095489242	0.522437157072889	0.71968662903667	6.38343228436148	5.93123319658408	1.15672810053067	2.26754845849239	1.86421739466812	0.220477699493252
"RP11.903H12.5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"THBD"	7.73367143510221	5.20581050082931	5.67156264520881	5.18656980850274	3.75454998701606	5.03951441961975	4.54923586019717	4.02780617855641	2.45803513367127	5.12868144854864	3.64425227557872	6.33574841412597	3.07932966485776	3.7726842473471	3.88652421174139	3.32596974229725	3.83522994469671
"TCF4"	0.453716465976555	0.540332020773336	1.03926180538213	0.495632534605166	0.428525958361023	0.433772789948222	0.496022444948307	3.67886821884525	0.302832068001025	0.572684167851264	0.446161184489516	1.29456285856694	0.210987491681829	0.452035408960332	0.221230434811068	0.133975941871072	0.112132638790799
"IL1R1"	2.05001413921084	2.45811312835923	2.15716524070649	1.7187154511312	1.28790217170088	1.11919550601344	1.29644708681827	1.09065690898802	2.21335968579963	1.10449161604549	1.14745158974202	1.19841781094339	1.89473966445009	1.73087651273899	1.9909088008067	0.446801315117143	0.370354109701548
"RERG"	0.0737581438248352	0.0831206743983531	0.151168554089493	0.0122564674862157	0.0301331012688866	0.0288230522760026	0.130870817949187	0.311870436432608	0.0222802848225699	0.0429150495611162	0.0182899485227585	0.0120738905518899	0.0244802635851585	0.161202082392831	0.349535303150027	0.0747707844760005	0.0115785724068803
"GAS6"	2.66862805750558	1.51194701095453	2.05524041715357	1.27450571682761	0.901801712839166	1.84738028772396	2.29710812414898	3.34068502380903	1.48894932192493	1.72263401353492	1.0425165466762	1.3744041760664	1.46611605330606	2.12270392399083	1.64556453824956	1.5499076104731	2.25807830293628
"MMP28"	1.04630263081308	0.237671263494848	0.298554955694533	0.22582186233895	0.332160885608749	0.145923306529162	0.191281003620487	0.0251298461200693	0.132315346353908	0.328780955566252	0.199788061705047	0.0194688083094537	0.0282500809736007	0.215100380976853	0.172356472420016	0.00100544979820394	0.11853558082779
"DAB2"	0.61311886052337	2.9969609272637	2.85847173903519	1.66660832797141	1.73378439497594	2.02727298345299	2.37368623997936	2.24012734331045	1.4636645057984	2.95601148983905	2.35947519730176	1.24436571298185	0.98903578554071	1.74038501471503	1.70746332106668	1.93662106371827	0.601988302858847
"NTN4"	0.474218276569482	0.917023418353945	1.3189846338384	0.278886938197495	0.115418759260508	0.355837382933192	2.61027029273126	0.234813932820579	1.15889538385991	0.287221591631914	0.307431839972594	0.433283265347302	1.41692506894997	1.45450859603282	1.85866655869662	0.457289084758539	0.746895134351022
"FBLN1"	2.0364335305544	3.80489225255297	3.74755631408552	4.47336279800964	2.67341872618975	1.37609765547455	2.34585939455283	4.42209204851789	0.78493272664046	3.02539356389492	1.58956859757232	0.2461888681675	0.144349550746555	1.66388953427963	2.2961185310611	2.49704380356508	4.61612290293465
"PIK3R1"	2.24532204733032	3.06233021923693	2.82784496652754	2.46478510349967	2.02597185779413	2.77432827766172	2.06816600679586	3.45062107561906	2.51370520779063	2.23527570771344	3.24659449348182	2.74041652541117	3.20875127072969	2.93966743364547	2.41042132469559	2.37570421356207	2.41641259567094
"TFPI"	4.77859448215761	5.74511569698637	6.59595446126563	4.66849468424631	4.37218585530861	7.1517851568977	7.82898180368201	6.50461553459072	4.08891096202668	5.04775025751356	3.78839786963249	5.0452395554696	7.39299980558123	7.08261491072879	4.49941791188003	3.39861172571037	4.16153296459591
"ATF3"	2.56739906159259	1.47634288504952	2.21313348337619	2.33403121814283	1.69233266191753	1.94904702040979	1.7257626815944	1.10525557726749	1.63628079017847	1.68889145375429	1.49309664386605	2.14779416087992	4.01260805235161	2.2613570640274	0.928992092660959	1.00117632071299	2.87902130493413
"RGS5"	1.12354295856905	1.55875367511051	2.34865387299303	1.00075907861527	0.939401050005769	1.29807261097899	0.470188083963037	1.46155566720147	0.588848395971269	1.76628376948091	0.363333434279118	1.08024700708768	1.27653748110647	3.06301075259783	5.28466754486972	2.76358176803747	0.823712650196723
"STEAP4"	2.41478589376321	1.30166873054765	1.12723789006551	0.273845039230251	0.298643709115132	0.265962347971343	0.164087296567182	0.520870489347764	0.0795275862517034	0.439929158583007	0.209649536567887	0.284680395450117	0.291500229665027	0.676937326907905	0.404961330074487	0.121743659277708	0.0737845719880087
